Laatste: Tijd (s),Laatste: Potential 1 (V),Laatste: Potential 2 (V)
0.123,0.242,-3.0839999999999996
0.1232,0.252,-3.031
0.1234,0.247,-2.977
0.1236,0.252,-2.923
0.1238,0.247,-2.8739999999999997
0.124,0.252,-2.821
0.1242,0.252,-2.772
0.1244,0.252,-2.718
0.1246,0.252,-2.6639999999999997
0.1248,0.252,-2.611
0.125,0.256,-2.557
0.1252,0.256,-2.503
0.1254,0.261,-2.454
0.1256,0.256,-2.4
0.1258,0.252,-2.347
0.126,0.247,-2.298
0.1262,0.252,-2.239
0.1264,0.256,-2.186
0.1266,0.256,-2.1319999999999997
0.1268,0.261,-2.073
0.127,0.256,-2.024
0.1272,0.256,-1.9709999999999999
0.1274,0.256,-1.922
0.1276,0.256,-1.8630000000000002
0.1278,0.256,-1.81
0.128,0.261,-1.751
0.1282,0.261,-1.6969999999999998
0.1284,0.266,-1.639
0.1286,0.261,-1.59
0.1288,0.256,-1.536
0.129,0.261,-1.482
0.1292,0.256,-1.429
0.1294,0.261,-1.37
0.1296,0.266,-1.3159999999999998
0.1298,0.261,-1.253
0.13,0.266,-1.204
0.1302,0.266,-1.15
0.1304,0.266,-1.092
0.1306,0.266,-1.043
0.1308,0.261,-0.9840000000000001
0.131,0.266,-0.93
0.1312,0.266,-0.867
0.1314,0.271,-0.813
0.1316,0.271,-0.755
0.1318,0.266,-0.706
0.132,0.266,-0.652
0.1322,0.266,-0.598
0.1324,0.266,-0.54
0.1326,0.266,-0.48100000000000004
0.1328,0.266,-0.42200000000000004
0.133,0.266,-0.369
0.1332,0.276,-0.315
0.1334,0.266,-0.261
0.1336,0.266,-0.203
0.1338,0.261,-0.154
0.134,0.266,-0.095
0.1342,0.271,-0.037000000000000005
0.1344,0.271,0.017
0.1346,0.266,0.076
0.1348,0.271,0.129
0.135,0.271,0.17800000000000002
0.1352,0.266,0.23199999999999998
0.1354,0.266,0.28600000000000003
0.1356,0.271,0.344
0.1358,0.266,0.40299999999999997
0.136,0.266,0.462
0.1362,0.271,0.515
0.1364,0.276,0.574
0.1366,0.266,0.623
0.1368,0.266,0.6759999999999999
0.137,0.261,0.73
0.1372,0.256,0.789
0.1374,0.266,0.8420000000000001
0.1376,0.266,0.9009999999999999
0.1378,0.266,0.96
0.138,0.266,1.0090000000000001
0.1382,0.266,1.062
0.1384,0.261,1.1159999999999999
0.1386,0.261,1.165
0.1388,0.261,1.2229999999999999
0.139,0.266,1.287
0.1392,0.266,1.341
0.1394,0.271,1.3940000000000001
0.1396,0.266,1.443
0.1398,0.261,1.4969999999999999
0.14,0.266,1.556
0.1402,0.261,1.609
0.1404,0.261,1.663
0.1406,0.261,1.7169999999999999
0.1408,0.261,1.775
0.141,0.266,1.834
0.1412,0.261,1.883
0.1414,0.261,1.9369999999999998
0.1416,0.261,1.985
0.1418,0.256,2.039
0.142,0.256,2.093
0.1422,0.261,2.151
0.1424,0.261,2.205
0.1426,0.266,2.254
0.1428,0.261,2.3080000000000003
0.143,0.256,2.3609999999999998
0.1432,0.256,2.41
0.1434,0.252,2.469
0.1436,0.256,2.523
0.1438,0.256,2.571
0.144,0.256,2.625
0.1442,0.261,2.679
0.1444,0.256,2.728
0.1446,0.256,2.781
0.1448,0.247,2.83
0.145,0.252,2.884
0.1452,0.252,2.9330000000000003
0.1454,0.256,2.9819999999999998
0.1456,0.252,3.04
0.1458,0.252,3.089
0.146,0.252,3.138
0.1462,0.247,3.187
0.1464,0.247,3.236
0.1466,0.247,3.2889999999999997
0.1468,0.247,3.343
0.147,0.247,3.392
0.1472,0.247,3.4410000000000003
0.1474,0.247,3.495
0.1476,0.242,3.5380000000000003
0.1478,0.237,3.582
0.148,0.237,3.6310000000000002
0.1482,0.237,3.69
0.1484,0.242,3.734
0.1486,0.242,3.783
0.1488,0.237,3.8360000000000003
0.149,0.237,3.88
0.1492,0.237,3.924
0.1494,0.237,3.9730000000000003
0.1496,0.22699999999999998,4.0169999999999995
0.1498,0.22699999999999998,4.071000000000001
0.15,0.23199999999999998,4.12
0.1502,0.23199999999999998,4.168
0.1504,0.237,4.212
0.1506,0.237,4.261
0.1508,0.23199999999999998,4.305
0.151,0.22699999999999998,4.349
0.1512,0.222,4.398
0.1514,0.222,4.447
0.1516,0.22699999999999998,4.4910000000000005
0.1518,0.22699999999999998,4.535
0.152,0.22699999999999998,4.584
0.1522,0.222,4.628
0.1524,0.217,4.672
0.1526,0.217,4.711
0.1528,0.212,4.7589999999999995
0.153,0.217,4.803
0.1532,0.217,4.8469999999999995
0.1534,0.212,4.891
0.1536,0.217,4.94
0.1538,0.217,4.979
0.154,0.20800000000000002,5.018
0.1542,0.20800000000000002,5.0569999999999995
0.1544,0.203,5.096
0.1546,0.20800000000000002,5.14
0.1548,0.203,5.184
0.155,0.203,5.228
0.1552,0.20800000000000002,5.272
0.1554,0.198,5.306
0.1556,0.203,5.35
0.1558,0.193,5.385
0.156,0.198,5.428999999999999
0.1562,0.198,5.468
0.1564,0.198,5.5120000000000005
0.1566,0.193,5.551
0.1568,0.198,5.59
0.157,0.188,5.629
0.1572,0.193,5.662999999999999
0.1574,0.183,5.697
0.1576,0.17800000000000002,5.7410000000000005
0.1578,0.188,5.78
0.158,0.188,5.819
0.1582,0.183,5.858
0.1584,0.183,5.893
0.1586,0.17800000000000002,5.922000000000001
0.1588,0.17800000000000002,5.956
0.159,0.17800000000000002,5.995
0.1592,0.17300000000000001,6.029
0.1594,0.17300000000000001,6.068
0.1596,0.17800000000000002,6.107
0.1598,0.17300000000000001,6.142
0.16,0.17800000000000002,6.171
0.1602,0.168,6.205
0.1604,0.168,6.239
0.1606,0.16399999999999998,6.269
0.1608,0.159,6.313
0.161,0.16399999999999998,6.3420000000000005
0.1612,0.16399999999999998,6.376
0.1614,0.16399999999999998,6.415
0.1616,0.159,6.44
0.1618,0.159,6.468999999999999
0.162,0.154,6.497999999999999
0.1622,0.149,6.532
0.1624,0.154,6.567
0.1626,0.154,6.596
0.1628,0.149,6.63
0.163,0.149,6.664
0.1632,0.149,6.689
0.1634,0.14400000000000002,6.712999999999999
0.1636,0.14400000000000002,6.742000000000001
0.1638,0.134,6.767
0.164,0.139,6.801
0.1642,0.139,6.825
0.1644,0.139,6.855
0.1646,0.139,6.8839999999999995
0.1648,0.129,6.9079999999999995
0.165,0.129,6.933
0.1652,0.125,6.957000000000001
0.1654,0.12,6.987
0.1656,0.129,7.011
0.1658,0.12,7.035
0.166,0.12,7.06
0.1662,0.125,7.0889999999999995
0.1664,0.12,7.109
