"Laatste: Tijd (ms)";"Laatste: Potential 1 (V)";"Laatste: Potential 2 (V)";"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)";"Meting 1: Tijd (ms)";"Meting 1: Potential 1 (V)";"Meting 1: Potential 2 (V)";"Meting 2: Tijd (s)";"Meting 2: Potential 1 (V)";"Meting 2: Potential 2 (V)";"Meting 3: Tijd (ms)";"Meting 3: Potential 1 (V)";"Meting 3: Potential 2 (V)";"Meting 4: Tijd (s)";"Meting 4: Potential 1 (V)";"Meting 4: Potential 2 (V)"
374,4000;0,393;5,380;;;;1310,400000;7,626;7,709;1,872;-6,366;7,641;;;;0,3744;-0,203;7,055
374,6000;0,393;5,463;;;;1311,100000;7,626;7,700;1,873;-6,225;7,636;;;;0,3746;-0,208;7,011
374,8000;0,383;5,536;;;;1311,800000;7,626;7,705;1,874;-6,093;7,636;;;;0,3748;-0,217;6,957
375,0000;0,388;5,604;;;;1312,500000;7,617;7,705;1,875;-5,956;7,641;;;;0,3750;-0,222;6,908
375,2000;0,379;5,683;;;;1313,200000;7,626;7,709;1,876;-5,819;7,636;;;;0,3752;-0,232;6,855
375,4000;0,374;5,746;;;;1313,900000;7,621;7,705;1,877;-5,683;7,636;;;;0,3754;-0,242;6,811
375,6000;0,364;5,819;;;;1314,600000;7,621;7,705;1,878;-5,551;7,636;;;;0,3756;-0,242;6,752
375,8000;0,359;5,888;;;;1315,300000;7,626;7,705;1,879;-5,424;7,631;;;;0,3758;-0,247;6,703
376,0000;0,359;5,951;;;;1316,000000;7,626;7,705;1,880;-5,287;7,636;;;;0,3760;-0,252;6,650
376,2000;0,354;6,029;;;;1316,700000;7,626;7,705;1,881;-5,160;7,636;;;;0,3762;-0,256;6,596
376,4000;0,349;6,093;;;;1317,400000;7,621;7,705;1,882;-5,033;7,641;;;;0,3764;-0,266;6,537
376,6000;0,344;6,161;;;;1318,100000;7,626;7,705;1,883;-4,906;7,641;;;;0,3766;-0,276;6,479
376,8000;0,344;6,225;;;;1318,800000;7,621;7,705;1,884;-4,789;7,636;;;;0,3768;-0,281;6,415
377,0000;0,339;6,283;;;;1319,500000;7,626;7,705;1,885;-4,662;7,646;;;;0,3770;-0,291;6,361
377,2000;0,325;6,342;;;;1320,200000;7,626;7,709;1,886;-4,540;7,636;;;;0,3772;-0,291;6,303
377,4000;0,320;6,405;;;;1320,900000;7,626;7,700;1,887;-4,422;7,641;;;;0,3774;-0,295;6,239
377,6000;0,315;6,459;;;;1321,600000;7,626;7,705;1,888;-4,295;7,641;;;;0,3776;-0,300;6,181
377,8000;0,315;6,523;;;;1322,300000;7,621;7,700;1,889;-4,183;7,636;;;;0,3778;-0,305;6,117
378,0000;0,305;6,581;;;;1323,000000;7,626;7,705;1,890;-4,061;7,646;;;;0,3780;-0,310;6,049
378,2000;0,305;6,640;;;;1323,700000;7,626;7,709;1,891;-3,944;7,641;;;;0,3782;-0,320;5,980
378,4000;0,295;6,694;;;;1324,400000;7,626;7,700;1,892;-3,832;7,641;;;;0,3784;-0,325;5,912
378,6000;0,291;6,742;;;;1325,100000;7,631;7,709;1,893;-3,714;7,636;;;;0,3786;-0,339;5,849
378,8000;0,281;6,796;;;;1325,800000;7,621;7,705;1,894;-3,602;7,636;;;;0,3788;-0,335;5,775
379,0000;0,276;6,845;;;;1326,500000;7,631;7,709;1,895;-3,490;7,646;;;;0,3790;-0,339;5,712
379,2000;0,266;6,899;;;;1327,200000;7,621;7,705;1,896;-3,377;7,646;;;;0,3792;-0,344;5,639
379,4000;0,261;6,947;;;;1327,900000;7,626;7,705;1,897;-3,275;7,646;;;;0,3794;-0,344;5,565
379,6000;0,261;7,001;;;;1328,600000;7,626;7,709;1,898;-3,158;7,646;;;;0,3796;-0,354;5,492
379,8000;0,256;7,045;;;;1329,300000;7,621;7,700;1,899;-3,060;7,636;;;;0,3798;-0,359;5,414
380,0000;0,252;7,089;;;;1330,000000;7,631;7,705;1,900;-2,947;7,641;;;;0,3800;-0,369;5,341
380,2000;0,242;7,133;;;;1330,700000;7,621;7,705;1,901;-2,845;7,641;;;;0,3802;-0,374;5,263
380,4000;0,237;7,172;;;;1331,400000;7,621;7,705;1,902;-2,747;7,646;;;;0,3804;-0,374;5,189
380,6000;0,227;7,216;;;;1332,100000;7,621;7,705;1,903;-2,635;7,646;;;;0,3806;-0,379;5,116
380,8000;0,217;7,255;;;;1332,800000;7,621;7,700;1,904;-2,537;7,641;;;;0,3808;-0,383;5,038
381,0000;0,217;7,294;;;;1333,500000;7,626;7,705;1,905;-2,435;7,646;;;;0,3810;-0,383;4,960
381,2000;0,212;7,338;;;;1334,200000;7,621;7,700;1,906;-2,332;7,646;;;;0,3812;-0,393;4,877
381,4000;0,208;7,372;;;;1334,900000;7,631;7,705;1,907;-2,234;7,646;;;;0,3814;-0,398;4,794
381,6000;0,203;7,407;;;;1335,600000;7,621;7,705;1,908;-2,137;7,651;;;;0,3816;-0,408;4,711
381,8000;0,193;7,446;;;;1336,300000;7,621;7,705;1,909;-2,039;7,641;;;;0,3818;-0,403;4,632
382,0000;0,183;7,470;;;;1337,000000;7,626;7,709;1,910;-1,941;7,651;;;;0,3820;-0,413;4,549
382,2000;0,178;7,499;;;;1337,700000;7,631;7,700;1,911;-1,849;7,651;;;;0,3822;-0,413;4,466
382,4000;0,173;7,534;;;;1338,400000;7,626;7,709;1,912;-1,761;7,651;;;;0,3824;-0,418;4,383
382,6000;0,173;7,568;;;;1339,100000;7,621;7,700;1,913;-1,658;7,646;;;;0,3826;-0,422;4,295
382,8000;0,168;7,597;;;;1339,800000;7,626;7,709;1,914;-1,570;7,646;;;;0,3828;-0,427;4,208
383,0000;0,159;7,626;;;;1340,500000;7,626;7,705;1,915;-1,477;7,651;;;;0,3830;-0,432;4,115
383,2000;0,154;7,651;;;;1341,200000;7,626;7,705;1,916;-1,385;7,651;;;;0,3832;-0,442;4,027
383,4000;0,149;7,670;;;;1341,900000;7,626;7,709;1,917;-1,302;7,651;;;;0,3834;-0,442;3,939
383,6000;0,134;7,700;;;;1342,600000;7,621;7,700;1,918;-1,204;7,656;;;;0,3836;-0,447;3,856
383,8000;0,129;7,714;;;;1343,300000;7,626;7,705;1,919;-1,121;7,651;;;;0,3838;-0,447;3,768
384,0000;0,120;7,739;;;;1344,000000;7,621;7,705;1,920;-1,038;7,651;;;;0,3840;-0,447;3,680
384,2000;0,120;7,758;;;;1344,700000;7,626;7,705;1,921;-0,945;7,651;;;;0,3842;-0,452;3,582
384,4000;0,115;7,778;;;;1345,400000;7,626;7,709;1,922;-0,867;7,651;;;;0,3844;-0,457;3,490
384,6000;0,110;7,797;;;;1346,100000;7,626;7,705;1,923;-0,779;7,656;;;;0,3846;-0,466;3,397
384,8000;0,100;7,807;;;;1346,800000;7,626;7,709;1,924;-0,696;7,656;;;;0,3848;-0,471;3,299
385,0000;0,095;7,822;;;;1347,500000;7,621;7,705;1,925;-0,613;7,656;;;;0,3850;-0,476;3,211
385,2000;0,085;7,832;;;;1348,200000;7,631;7,705;1,926;-0,525;7,651;;;;0,3852;-0,476;3,114
385,4000;0,076;7,841;;;;1348,900000;7,621;7,705;1,927;-0,447;7,651;;;;0,3854;-0,471;3,026
385,6000;0,076;7,851;;;;1349,600000;7,626;7,705;1,928;-0,364;7,661;;;;0,3856;-0,476;2,933
385,8000;0,066;7,871;;;;1350,300000;7,626;7,705;1,929;-0,291;7,661;;;;0,3858;-0,481;2,835
386,0000;0,071;7,875;;;;1351,000000;7,626;7,700;1,930;-0,217;7,661;;;;0,3860;-0,481;2,737
386,2000;0,061;7,885;;;;1351,700000;7,626;7,709;1,931;-0,129;7,661;;;;0,3862;-0,491;2,640
386,4000;0,051;7,880;;;;1352,400000;7,621;7,705;1,932;-0,061;7,656;;;;0,3864;-0,496;2,542
386,6000;0,037;7,875;;;;1353,100000;7,626;7,700;1,933;0,017;7,661;;;;0,3866;-0,496;2,449
386,8000;0,022;7,871;;;;1353,800000;7,621;7,705;1,934;0,095;7,661;;;;0,3868;-0,496;2,352
387,0000;0,012;7,866;;;;1354,500000;7,626;7,705;1,935;0,168;7,661;;;;0,3870;-0,491;2,259
387,2000;0,002;7,866;;;;1355,200000;7,626;7,709;1,936;0,247;7,661;;;;0,3872;-0,501;2,161
387,4000;-0,002;7,856;;;;1355,900000;7,626;7,700;1,937;0,315;7,656;;;;0,3874;-0,501;2,059
387,6000;-0,012;7,851;;;;1356,600000;7,626;7,709;1,938;0,393;7,665;;;;0,3876;-0,501;1,951
387,8000;-0,017;7,846;;;;1357,300000;7,621;7,705;1,939;0,462;7,661;;;;0,3878;-0,510;1,853
388,0000;-0,027;7,827;;;;1358,000000;7,631;7,709;1,940;0,530;7,661;;;;0,3880;-0,510;1,751
388,2000;-0,037;7,817;;;;1358,700000;7,626;7,705;1,941;0,603;7,665;;;;0,3882;-0,510;1,658
388,4000;-0,046;7,802;;;;1359,400000;7,626;7,705;1,942;0,676;7,656;;;;0,3884;-0,510;1,560
388,6000;-0,051;7,788;;;;1360,100000;7,626;7,709;1,943;0,745;7,665;;;;0,3886;-0,510;1,458
388,8000;-0,056;7,768;;;;1360,800000;7,621;7,705;1,944;0,813;7,661;;;;0,3888;-0,515;1,360
389,0000;-0,061;7,748;;;;1361,500000;7,626;7,709;1,945;0,877;7,665;;;;0,3890;-0,515;1,253
389,2000;-0,071;7,739;;;;1362,200000;7,621;7,705;1,946;0,950;7,665;;;;0,3892;-0,520;1,155
389,4000;-0,071;7,719;;;;1362,900000;7,626;7,705;1,947;1,009;7,661;;;;0,3894;-0,525;1,048
389,6000;-0,085;7,700;;;;1363,600000;7,626;7,700;1,948;1,077;7,675;;;;0,3896;-0,525;0,950
389,8000;-0,090;7,670;;;;1364,300000;7,621;7,700;1,949;1,145;7,665;;;;0,3898;-0,520;0,852
390,0000;-0,100;7,646;;;;1365,000000;7,626;7,709;1,950;1,204;7,661;;;;0,3900;-0,520;0,750
390,2000;-0,110;7,621;;;;1365,700000;7,621;7,705;1,951;1,277;7,661;;;;0,3902;-0,525;0,647
390,4000;-0,110;7,597;;;;1366,400000;7,626;7,705;1,952;1,331;7,665;;;;0,3904;-0,520;0,549
390,6000;-0,115;7,573;;;;1367,100000;7,621;7,709;1,953;1,399;7,665;;;;0,3906;-0,520;0,442
390,8000;-0,125;7,548;;;;1367,800000;7,626;7,705;1,954;1,458;7,670;;;;0,3908;-0,525;0,335
391,0000;-0,129;7,519;;;;1368,500000;7,626;7,705;1,955;1,516;7,665;;;;0,3910;-0,525;0,227
391,2000;-0,134;7,480;;;;1369,200000;7,621;7,700;1,956;1,585;7,670;;;;0,3912;-0,535;0,134
391,4000;-0,144;7,451;;;;1369,900000;7,626;7,709;1,957;1,643;7,665;;;;0,3914;-0,525;0,032
391,6000;-0,149;7,416;;;;1370,600000;7,621;7,700;1,958;1,702;7,670;;;;0,3916;-0,525;-0,071
391,8000;-0,154;7,382;;;;1371,300000;7,626;7,700;1,959;1,756;7,670;;;;0,3918;-0,520;-0,168
392,0000;-0,159;7,343;;;;1372,000000;7,626;7,705;1,960;1,814;7,665;;;;0,3920;-0,530;-0,276
392,2000;-0,168;7,309;;;;1372,700000;7,626;7,700;1,961;1,883;7,670;;;;0,3922;-0,530;-0,383
392,4000;-0,173;7,275;;;;1373,400000;7,621;7,709;1,962;1,932;7,661;;;;0,3924;-0,535;-0,486
392,6000;-0,173;7,236;;;;1374,100000;7,626;7,705;1,963;1,985;7,670;;;;0,3926;-0,535;-0,593
392,8000;-0,183;7,192;;;;1374,800000;7,631;7,709;1,964;2,044;7,670;;;;0,3928;-0,535;-0,691
393,0000;-0,193;7,148;;;;1375,500000;7,621;7,700;1,965;2,098;7,670;;;;0,3930;-0,530;-0,789
393,2000;-0,203;7,104;;;;1376,200000;7,626;7,705;1,966;2,156;7,670;;;;0,3932;-0,535;-0,896
393,4000;-0,208;7,060;;;;1376,900000;7,626;7,709;1,967;2,210;7,670;;;;0,3934;-0,535;-0,994
393,6000;-0,212;7,016;;;;1377,600000;7,626;7,705;1,968;2,264;7,670;;;;0,3936;-0,525;-1,101
393,8000;-0,212;6,967;;;;1378,300000;7,626;7,705;1,969;2,317;7,670;;;;0,3938;-0,530;-1,199
394,0000;-0,222;6,923;;;;1379,000000;7,626;7,700;1,970;2,366;7,670;;;;0,3940;-0,535;-1,306
394,2000;-0,227;6,879;;;;1379,700000;7,626;7,700;1,971;2,425;7,670;;;;0,3942;-0,535;-1,409
394,4000;-0,232;6,825;;;;1380,400000;7,621;7,709;1,972;2,474;7,665;;;;0,3944;-0,535;-1,507
394,6000;-0,237;6,772;;;;1381,100000;7,626;7,700;1,973;2,523;7,680;;;;0,3946;-0,535;-1,609
394,8000;-0,252;6,718;;;;1381,800000;7,626;7,709;1,974;2,571;7,670;;;;0,3948;-0,530;-1,707
395,0000;-0,256;6,659;;;;1382,500000;7,626;7,700;1,975;2,620;7,675;;;;0,3950;-0,530;-1,810
395,2000;-0,261;6,611;;;;1383,200000;7,626;7,705;1,976;2,679;7,675;;;;0,3952;-0,525;-1,912
395,4000;-0,261;6,557;;;;1383,900000;7,621;7,705;1,977;2,723;7,670;;;;0,3954;-0,530;-2,010
395,6000;-0,271;6,498;;;;1384,600000;7,626;7,705;1,978;2,772;7,675;;;;0,3956;-0,525;-2,112
395,8000;-0,271;6,440;;;;1385,300000;7,626;7,705;1,979;2,821;7,670;;;;0,3958;-0,530;-2,215
396,0000;-0,281;6,376;;;;1386,000000;7,621;7,705;1,980;2,864;7,675;;;;0,3960;-0,525;-2,313
396,2000;-0,291;6,313;;;;1386,700000;7,626;7,709;1,981;2,918;7,680;;;;0,3962;-0,525;-2,415
396,4000;-0,300;6,249;;;;1387,400000;7,621;7,705;1,982;2,957;7,670;;;;0,3964;-0,525;-2,508
396,6000;-0,310;6,190;;;;1388,100000;7,626;7,709;1,983;3,006;7,680;;;;0,3966;-0,520;-2,606
396,8000;-0,305;6,127;;;;1388,800000;7,621;7,705;1,984;3,055;7,670;;;;0,3968;-0,515;-2,708
397,0000;-0,310;6,059;;;;1389,500000;7,621;7,705;1,985;3,094;7,680;;;;0,3970;-0,515;-2,806
397,2000;-0,315;6,000;;;;1390,200000;7,621;7,705;1,986;3,148;7,680;;;;0,3972;-0,515;-2,904
397,4000;-0,320;5,932;;;;1390,900000;7,621;7,705;1,987;3,192;7,675;;;;0,3974;-0,515;-3,001
397,6000;-0,325;5,863;;;;1391,600000;7,626;7,705;1,988;3,236;7,680;;;;0,3976;-0,515;-3,094
397,8000;-0,335;5,790;;;;1392,300000;7,617;7,700;1,989;3,280;7,675;;;;0,3978;-0,510;-3,187
398,0000;-0,344;5,717;;;;1393,000000;7,626;7,705;1,990;3,319;7,675;;;;0,3980;-0,505;-3,284
398,2000;-0,349;5,648;;;;1393,700000;7,617;7,705;1,991;3,363;7,675;;;;0,3982;-0,505;-3,377
398,4000;-0,349;5,575;;;;1394,400000;7,626;7,705;1,992;3,407;7,675;;;;0,3984;-0,501;-3,470
398,6000;-0,354;5,507;;;;1395,100000;7,626;7,709;1,993;3,446;7,680;;;;0,3986;-0,496;-3,563
398,8000;-0,354;5,433;;;;1395,800000;7,621;7,700;1,994;3,490;7,680;;;;0,3988;-0,501;-3,661
399,0000;-0,364;5,355;;;;1396,500000;7,626;7,705;1,995;3,529;7,680;;;;0,3990;-0,496;-3,748
399,2000;-0,374;5,277;;;;1397,200000;7,621;7,705;1,996;3,578;7,685;;;;0,3992;-0,491;-3,841
399,4000;-0,374;5,199;;;;1397,900000;7,626;7,709;1,997;3,612;7,680;;;;0,3994;-0,491;-3,934
399,6000;-0,383;5,126;;;;1398,600000;7,626;7,709;1,998;3,651;7,680;;;;0,3996;-0,481;-4,022
399,8000;-0,383;5,048;;;;1399,300000;7,626;7,700;1,999;3,690;7,680;;;;0,3998;-0,481;-4,105
400,0000;-0,388;4,969;;;;1400,000000;7,631;7,705;2,000;3,729;7,675;;;;0,4000;-0,481;-4,198
400,2000;-0,393;4,891;;;;1400,700000;7,621;7,700;2,001;3,773;7,685;;;;0,4002;-0,476;-4,291
400,4000;-0,393;4,813;;;;1401,400000;7,626;7,705;2,002;3,807;7,675;;;;0,4004;-0,476;-4,379
400,6000;-0,398;4,730;;;;1402,100000;7,621;7,705;2,003;3,841;7,685;;;;0,4006;-0,471;-4,466
400,8000;-0,403;4,647;;;;1402,800000;7,626;7,705;2,004;3,880;7,680;;;;0,4008;-0,466;-4,549
401,0000;-0,408;4,559;;;;1403,500000;7,617;7,705;2,005;3,915;7,685;;;;0,4010;-0,462;-4,628
401,2000;-0,418;4,476;;;;1404,200000;7,626;7,700;2,006;3,958;7,680;;;;0,4012;-0,457;-4,716
401,4000;-0,418;4,393;;;;1404,900000;7,626;7,709;2,007;3,993;7,680;;;;0,4014;-0,452;-4,794
401,6000;-0,422;4,310;;;;1405,600000;7,621;7,700;2,008;4,027;7,685;;;;0,4016;-0,447;-4,882
401,8000;-0,422;4,227;;;;1406,300000;7,626;7,705;2,009;4,066;7,685;;;;0,4018;-0,447;-4,960
402,0000;-0,427;4,144;;;;1407,000000;7,621;7,709;2,010;4,100;7,680;;;;0,4020;-0,447;-5,043
402,2000;-0,432;4,056;;;;1407,700000;7,626;7,705;2,011;4,134;7,685;;;;0,4022;-0,442;-5,121
402,4000;-0,437;3,968;;;;1408,400000;7,626;7,714;2,012;4,168;7,675;;;;0,4024;-0,437;-5,199
402,6000;-0,442;3,875;;;;1409,100000;7,626;7,705;2,013;4,203;7,685;;;;0,4026;-0,427;-5,277
402,8000;-0,447;3,783;;;;1409,800000;7,626;7,709;2,014;4,237;7,680;;;;0,4028;-0,422;-5,350
403,0000;-0,447;3,695;;;;1410,500000;7,617;7,700;2,015;4,266;7,685;;;;0,4030;-0,418;-5,429
403,2000;-0,452;3,602;;;;1411,200000;7,626;7,700;2,016;4,310;7,680;;;;0,4032;-0,418;-5,502
403,4000;-0,457;3,514;;;;1411,900000;7,621;7,705;2,017;4,335;7,680;;;;0,4034;-0,413;-5,580
403,6000;-0,457;3,426;;;;1412,600000;7,626;7,705;2,018;4,374;7,685;;;;0,4036;-0,413;-5,653
403,8000;-0,462;3,328;;;;1413,300000;7,626;7,705;2,019;4,403;7,685;;;;0,4038;-0,403;-5,722
404,0000;-0,466;3,231;;;;1414,000000;7,621;7,700;2,020;4,432;7,680;;;;0,4040;-0,398;-5,795
404,2000;-0,471;3,138;;;;1414,700000;7,626;7,705;2,021;4,471;7,690;;;;0,4042;-0,393;-5,863
404,4000;-0,476;3,050;;;;1415,400000;7,621;7,705;2,022;4,496;7,680;;;;0,4044;-0,383;-5,927
404,6000;-0,471;2,957;;;;1416,100000;7,631;7,705;2,023;4,530;7,685;;;;0,4046;-0,383;-5,995
404,8000;-0,476;2,860;;;;1416,800000;7,626;7,709;2,024;4,559;7,685;;;;0,4048;-0,379;-6,063
405,0000;-0,481;2,762;;;;1417,500000;7,621;7,700;2,025;4,589;7,685;;;;0,4050;-0,374;-6,132
405,2000;-0,481;2,664;;;;1418,200000;7,631;7,709;2,026;4,623;7,690;;;;0,4052;-0,369;-6,200
405,4000;-0,486;2,567;;;;1418,900000;7,621;7,705;2,027;4,652;7,685;;;;0,4054;-0,364;-6,259
405,6000;-0,496;2,469;;;;1419,600000;7,626;7,705;2,028;4,681;7,690;;;;0,4056;-0,354;-6,317
405,8000;-0,501;2,371;;;;1420,300000;7,621;7,700;2,029;4,711;7,685;;;;0,4058;-0,349;-6,381
406,0000;-0,501;2,274;;;;1421,000000;7,626;7,705;2,030;4,730;7,685;;;;0,4060;-0,344;-6,435
406,2000;-0,496;2,181;;;;1421,700000;7,626;7,709;2,031;4,764;7,690;;;;0,4062;-0,339;-6,493
406,4000;-0,501;2,083;;;;1422,400000;7,621;7,700;2,032;4,789;7,680;;;;0,4064;-0,335;-6,552
406,6000;-0,505;1,980;;;;1423,100000;7,626;7,709;2,033;4,823;7,690;;;;0,4066;-0,330;-6,611
406,8000;-0,505;1,883;;;;1423,800000;7,617;7,700;2,034;4,852;7,690;;;;0,4068;-0,325;-6,669
407,0000;-0,505;1,780;;;;1424,500000;7,631;7,705;2,035;4,877;7,690;;;;0,4070;-0,320;-6,713
407,2000;-0,510;1,683;;;;1425,200000;7,626;7,705;2,036;4,911;7,690;;;;0,4072;-0,315;-6,772
407,4000;-0,515;1,575;;;;1425,900000;7,626;7,705;2,037;4,930;7,685;;;;0,4074;-0,305;-6,816
407,6000;-0,515;1,477;;;;1426,600000;7,631;7,714;2,038;4,960;7,690;;;;0,4076;-0,300;-6,864
407,8000;-0,515;1,380;;;;1427,300000;7,626;7,700;2,039;4,989;7,690;;;;0,4078;-0,286;-6,908
408,0000;-0,515;1,277;;;;1428,000000;7,621;7,705;2,040;5,013;7,690;;;;0,4080;-0,286;-6,957
408,2000;-0,515;1,179;;;;1428,700000;7,621;7,705;2,041;5,043;7,690;;;;0,4082;-0,276;-7,006
408,4000;-0,515;1,072;;;;1429,400000;7,626;7,705;2,042;5,062;7,680;;;;0,4084;-0,271;-7,050
408,6000;-0,525;0,969;;;;1430,100000;7,626;7,705;2,043;5,092;7,690;;;;0,4086;-0,271;-7,089
408,8000;-0,525;0,867;;;;1430,800000;7,626;7,700;2,044;5,111;7,685;;;;0,4088;-0,256;-7,128
409,0000;-0,525;0,764;;;;1431,500000;7,626;7,709;2,045;5,136;7,690;;;;0,4090;-0,252;-7,167
409,2000;-0,525;0,667;;;;1432,200000;7,617;7,700;2,046;5,165;7,695;;;;0,4092;-0,242;-7,206
409,4000;-0,525;0,564;;;;1432,900000;7,626;7,709;2,047;5,184;7,685;;;;0,4094;-0,232;-7,241
409,6000;-0,525;0,462;;;;1433,600000;7,617;7,705;2,048;5,214;7,695;;;;0,4096;-0,227;-7,284
409,8000;-0,525;0,359;;;;1434,300000;7,626;7,700;2,049;5,238;7,690;;;;0,4098;-0,222;-7,319
410,0000;-0,525;0,256;;;;1435,000000;7,626;7,705;2,050;5,258;7,685;;;;0,4100;-0,217;-7,353
410,2000;-0,530;0,149;;;;1435,700000;7,626;7,700;2,051;5,282;7,690;;;;0,4102;-0,212;-7,377
410,4000;-0,530;0,051;;;;1436,400000;7,626;7,709;2,052;5,302;7,690;;;;0,4104;-0,203;-7,411
410,6000;-0,535;-0,051;;;;1437,100000;7,621;7,705;2,053;5,331;7,690;;;;0,4106;-0,193;-7,436
410,8000;-0,535;-0,154;;;;1437,800000;7,626;7,705;2,054;5,350;7,690;;;;0,4108;-0,193;-7,465
411,0000;-0,525;-0,256;;;;1438,500000;7,621;7,705;2,055;5,370;7,685;;;;0,4110;-0,183;-7,490
411,2000;-0,530;-0,354;;;;1439,200000;7,626;7,705;2,056;5,399;7,695;;;;0,4112;-0,173;-7,514
411,4000;-0,530;-0,457;;;;1439,900000;7,626;7,709;2,057;5,419;7,685;;;;0,4114;-0,168;-7,538
411,6000;-0,530;-0,564;;;;1440,600000;7,626;7,700;2,058;5,433;7,685;;;;0,4116;-0,164;-7,568
411,8000;-0,535;-0,662;;;;1441,300000;7,626;7,705;2,059;5,458;7,690;;;;0,4118;-0,159;-7,582
412,0000;-0,535;-0,769;;;;1442,000000;7,621;7,700;2,060;5,477;7,690;;;;0,4120;-0,144;-7,597
412,2000;-0,535;-0,872;;;;1442,700000;7,626;7,705;2,061;5,507;7,695;;;;0,4122;-0,144;-7,621
412,4000;-0,530;-0,974;;;;1443,400000;7,621;7,705;2,062;5,526;7,685;;;;0,4124;-0,134;-7,636
412,6000;-0,530;-1,072;;;;1444,100000;7,626;7,705;2,063;5,541;7,695;;;;0,4126;-0,125;-7,651
412,8000;-0,530;-1,175;;;;1444,800000;7,621;7,709;2,064;5,570;7,690;;;;0,4128;-0,120;-7,665
413,0000;-0,525;-1,277;;;;1445,500000;7,626;7,705;2,065;5,585;7,690;;;;0,4130;-0,115;-7,680
413,2000;-0,530;-1,380;;;;1446,200000;7,626;7,705;2,066;5,614;7,695;;;;0,4132;-0,115;-7,700
413,4000;-0,530;-1,482;;;;1446,900000;7,621;7,705;2,067;5,624;7,685;;;;0,4134;-0,110;-7,705
413,6000;-0,530;-1,590;;;;1447,600000;7,626;7,705;2,068;5,648;7,690;;;;0,4136;-0,095;-7,709
413,8000;-0,535;-1,687;;;;1448,300000;7,621;7,705;2,069;5,668;7,690;;;;0,4138;-0,090;-7,714
414,0000;-0,525;-1,785;;;;1449,000000;7,626;7,705;2,070;5,683;7,690;;;;0,4140;-0,076;-7,714
414,2000;-0,525;-1,883;;;;1449,700000;7,626;7,709;2,071;5,707;7,695;;;;0,4142;-0,061;-7,709
414,4000;-0,525;-1,985;;;;1450,400000;7,621;7,700;2,072;5,722;7,690;;;;0,4144;-0,056;-7,709
414,6000;-0,525;-2,083;;;;1451,100000;7,626;7,705;2,073;5,741;7,695;;;;0,4146;-0,046;-7,709
414,8000;-0,525;-2,190;;;;1451,800000;7,621;7,705;2,074;5,761;7,695;;;;0,4148;-0,037;-7,705
415,0000;-0,520;-2,288;;;;1452,500000;7,626;7,700;2,075;5,775;7,695;;;;0,4150;-0,027;-7,695
415,2000;-0,525;-2,391;;;;1453,200000;7,626;7,705;2,076;5,805;7,700;;;;0,4152;-0,017;-7,690
415,4000;-0,530;-2,484;;;;1453,900000;7,626;7,695;2,077;5,814;7,695;;;;0,4154;-0,007;-7,675
415,6000;-0,525;-2,586;;;;1454,600000;7,626;7,709;2,078;5,834;7,690;;;;0,4156;-0,002;-7,656
415,8000;-0,520;-2,684;;;;1455,300000;7,617;7,700;2,079;5,853;7,690;;;;0,4158;0,012;-7,641
416,0000;-0,515;-2,777;;;;1456,000000;7,626;7,705;2,080;5,868;7,695;;;;0,4160;0,017;-7,631
416,2000;-0,510;-2,874;;;;1456,700000;7,626;7,705;2,081;5,893;7,690;;;;0,4162;0,022;-7,617
416,4000;-0,515;-2,977;;;;1457,400000;7,626;7,705;2,082;5,902;7,685;;;;0,4164;0,027;-7,607
416,6000;-0,515;-3,074;;;;1458,100000;7,621;7,705;2,083;5,922;7,690;;;;0,4166;0,037;-7,582
416,8000;-0,515;-3,172;;;;1458,800000;7,626;7,705;2,084;5,941;7,695;;;;0,4168;0,046;-7,558
417,0000;-0,505;-3,265;;;;1459,500000;7,626;7,705;2,085;5,956;7,690;;;;0,4170;0,061;-7,534
417,2000;-0,505;-3,358;;;;1460,200000;7,621;7,700;2,086;5,976;7,695;;;;0,4172;0,066;-7,509
417,4000;-0,501;-3,451;;;;1460,900000;7,626;7,705;2,087;5,990;7,700;;;;0,4174;0,071;-7,485
417,6000;-0,501;-3,543;;;;1461,600000;7,621;7,700;2,088;6,005;7,690;;;;0,4176;0,076;-7,460
417,8000;-0,496;-3,636;;;;1462,300000;7,621;7,705;2,089;6,020;7,695;;;;0,4178;0,085;-7,436
418,0000;-0,496;-3,729;;;;1463,000000;7,626;7,709;2,090;6,034;7,690;;;;0,4180;0,090;-7,402
418,2000;-0,491;-3,827;;;;1463,700000;7,626;7,700;2,091;6,054;7,695;;;;0,4182;0,100;-7,368
418,4000;-0,496;-3,915;;;;1464,400000;7,626;7,700;2,092;6,068;7,690;;;;0,4184;0,115;-7,333
418,6000;-0,491;-4,002;;;;1465,100000;7,621;7,705;2,093;6,083;7,690;;;;0,4186;0,120;-7,299
418,8000;-0,486;-4,095;;;;1465,800000;7,626;7,705;2,094;6,103;7,700;;;;0,4188;0,129;-7,260
419,0000;-0,481;-4,183;;;;1466,500000;7,621;7,709;2,095;6,112;7,695;;;;0,4190;0,134;-7,236
419,2000;-0,476;-4,271;;;;1467,200000;7,626;7,709;2,096;6,132;7,700;;;;0,4192;0,139;-7,197
