"Laatste: Tijd (ms)";"Laatste: Potential 1 (V)";"Laatste: Potential 2 (V)";"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)";"Meting 1: Tijd (ms)";"Meting 1: Potential 1 (V)";"Meting 1: Potential 2 (V)";"Meting 2: Tijd (s)";"Meting 2: Potential 1 (V)";"Meting 2: Potential 2 (V)";"Meting 3: Tijd (ms)";"Meting 3: Potential 1 (V)";"Meting 3: Potential 2 (V)";"Meting 4: Tijd (s)";"Meting 4: Potential 1 (V)";"Meting 4: Potential 2 (V)"
419,4000;-0,471;-4,359;;;;1467,900000;7,626;7,709;2,097;6,147;7,695;;;;0,4194;0,144;-7,153
419,6000;-0,471;-4,447;;;;1468,600000;7,621;7,700;2,098;6,156;7,690;;;;0,4196;0,149;-7,118
419,8000;-0,466;-4,535;;;;1469,300000;7,626;7,705;2,099;6,176;7,690;;;;0,4198;0,159;-7,070
420,0000;-0,466;-4,623;;;;1470,000000;7,626;7,705;2,100;6,186;7,690;;;;0,4200;0,164;-7,026
420,2000;-0,462;-4,706;;;;1470,700000;7,626;7,705;2,101;6,205;7,700;;;;0,4202;0,173;-6,982
420,4000;-0,457;-4,784;;;;1471,400000;7,626;7,709;2,102;6,215;7,695;;;;0,4204;0,183;-6,928
420,6000;-0,452;-4,862;;;;1472,100000;7,621;7,700;2,103;6,230;7,700;;;;0,4206;0,193;-6,884
420,8000;-0,447;-4,940;;;;1472,800000;7,631;7,709;2,104;6,249;7,690;;;;0,4208;0,198;-6,835
421,0000;-0,447;-5,023;;;;1473,500000;7,617;7,705;2,105;6,254;7,695;;;;0,4210;0,203;-6,786
421,2000;-0,442;-5,106;;;;1474,200000;7,626;7,705;2,106;6,274;7,700;;;;0,4212;0,208;-6,733
421,4000;-0,437;-5,189;;;;1474,900000;7,621;7,705;2,107;6,288;7,695;;;;0,4214;0,217;-6,679
421,6000;-0,432;-5,267;;;;1475,600000;7,626;7,705;2,108;6,298;7,695;;;;0,4216;0,227;-6,625
421,8000;-0,427;-5,341;;;;1476,300000;7,626;7,709;2,109;6,313;7,700;;;;0,4218;0,237;-6,571
422,0000;-0,427;-5,414;;;;1477,000000;7,621;7,705;2,110;6,317;7,695;;;;0,4220;0,242;-6,513
422,2000;-0,418;-5,487;;;;1477,700000;7,626;7,705;2,111;6,337;7,695;;;;0,4222;0,242;-6,454
422,4000;-0,413;-5,560;;;;1478,400000;7,621;7,705;2,112;6,347;7,690;;;;0,4224;0,252;-6,396
422,6000;-0,408;-5,634;;;;1479,100000;7,626;7,700;2,113;6,361;7,695;;;;0,4226;0,256;-6,337
422,8000;-0,408;-5,707;;;;1479,800000;7,626;7,705;2,114;6,376;7,695;;;;0,4228;0,261;-6,274
423,0000;-0,398;-5,780;;;;1480,500000;7,621;7,700;2,115;6,386;7,695;;;;0,4230;0,271;-6,210
423,2000;-0,398;-5,849;;;;1481,200000;7,626;7,709;2,116;6,405;7,700;;;;0,4232;0,276;-6,142
423,4000;-0,388;-5,917;;;;1481,900000;7,621;7,700;2,117;6,410;7,695;;;;0,4234;0,286;-6,078
423,6000;-0,383;-5,980;;;;1482,600000;7,626;7,700;2,118;6,420;7,695;;;;0,4236;0,295;-6,010
423,8000;-0,374;-6,049;;;;1483,300000;7,621;7,705;2,119;6,440;7,695;;;;0,4238;0,300;-5,941
424,0000;-0,369;-6,112;;;;1484,000000;7,621;7,705;2,120;6,444;7,690;;;;0,4240;0,305;-5,878
424,2000;-0,369;-6,176;;;;1484,700000;7,626;7,709;2,121;6,464;7,695;;;;0,4242;0,300;-5,810
424,4000;-0,364;-6,244;;;;1485,400000;7,626;7,700;2,122;6,469;7,700;;;;0,4244;0,310;-5,731
424,6000;-0,359;-6,303;;;;1486,100000;7,631;7,709;2,123;6,479;7,700;;;;0,4246;0,320;-5,658
424,8000;-0,354;-6,371;;;;1486,800000;7,626;7,705;2,124;6,498;7,695;;;;0,4248;0,325;-5,585
425,0000;-0,344;-6,425;;;;1487,500000;7,631;7,705;2,125;6,498;7,690;;;;0,4250;0,335;-5,507
425,2000;-0,339;-6,479;;;;1488,200000;7,621;7,705;2,126;6,523;7,700;;;;0,4252;0,339;-5,433
425,4000;-0,335;-6,537;;;;1488,900000;7,626;7,705;2,127;6,527;7,695;;;;0,4254;0,344;-5,365
425,6000;-0,325;-6,591;;;;1489,600000;7,626;7,709;2,128;6,537;7,700;;;;0,4256;0,349;-5,282
425,8000;-0,325;-6,650;;;;1490,300000;7,617;7,705;2,129;6,552;7,700;;;;0,4258;0,349;-5,204
426,0000;-0,315;-6,698;;;;1491,000000;7,626;7,705;2,130;6,557;7,695;;;;0,4260;0,354;-5,126
426,2000;-0,310;-6,757;;;;1491,700000;7,621;7,700;2,131;6,571;7,700;;;;0,4262;0,364;-5,038
426,4000;-0,305;-6,806;;;;1492,400000;7,621;7,700;2,132;6,576;7,690;;;;0,4264;0,374;-4,960
426,6000;-0,300;-6,855;;;;1493,100000;7,626;7,705;2,133;6,591;7,700;;;;0,4266;0,379;-4,877
426,8000;-0,291;-6,904;;;;1493,800000;7,626;7,700;2,134;6,601;7,700;;;;0,4268;0,379;-4,794
427,0000;-0,281;-6,947;;;;1494,500000;7,626;7,705;2,135;6,611;7,695;;;;0,4270;0,388;-4,711
427,2000;-0,276;-6,987;;;;1495,200000;7,617;7,700;2,136;6,625;7,700;;;;0,4272;0,388;-4,628
427,4000;-0,271;-7,040;;;;1495,900000;7,631;7,705;2,137;6,630;7,695;;;;0,4274;0,393;-4,545
427,6000;-0,266;-7,079;;;;1496,600000;7,621;7,705;2,138;6,640;7,700;;;;0,4276;0,403;-4,452
427,8000;-0,261;-7,123;;;;1497,300000;7,626;7,700;2,139;6,650;7,695;;;;0,4278;0,403;-4,359
428,0000;-0,256;-7,167;;;;1498,000000;7,621;7,709;2,140;6,659;7,695;;;;0,4280;0,413;-4,271
428,2000;-0,247;-7,201;;;;1498,700000;7,626;7,700;2,141;6,669;7,700;;;;0,4282;0,413;-4,178
428,4000;-0,242;-7,236;;;;1499,400000;7,626;7,705;2,142;6,679;7,695;;;;0,4284;0,422;-4,095
428,6000;-0,232;-7,275;;;;1500,100000;7,621;7,700;2,143;6,689;7,700;;;;0,4286;0,422;-4,002
428,8000;-0,222;-7,309;;;;1500,800000;7,621;7,700;2,144;6,698;7,700;;;;0,4288;0,427;-3,915
429,0000;-0,222;-7,343;;;;1501,500000;7,621;7,700;2,145;6,703;7,700;;;;0,4290;0,427;-3,822
429,2000;-0,217;-7,377;;;;1502,200000;7,626;7,700;2,146;6,718;7,700;;;;0,4292;0,437;-3,724
429,4000;-0,212;-7,411;;;;1502,900000;7,626;7,705;2,147;6,723;7,700;;;;0,4294;0,442;-3,631
429,6000;-0,203;-7,431;;;;1503,600000;7,621;7,700;2,148;6,733;7,695;;;;0,4296;0,447;-3,534
429,8000;-0,193;-7,460;;;;1504,300000;7,626;7,705;2,149;6,747;7,700;;;;0,4298;0,452;-3,436
430,0000;-0,183;-7,485;;;;1505,000000;7,621;7,705;2,150;6,747;7,700;;;;0,4300;0,457;-3,343
430,2000;-0,178;-7,509;;;;1505,700000;7,631;7,705;2,151;6,767;7,700;;;;0,4302;0,452;-3,245
430,4000;-0,168;-7,534;;;;1506,400000;7,621;7,705;2,152;6,772;7,700;;;;0,4304;0,457;-3,153
430,6000;-0,168;-7,558;;;;1507,100000;7,621;7,705;2,153;6,772;7,700;;;;0,4306;0,462;-3,055
430,8000;-0,159;-7,587;;;;1507,800000;7,626;7,705;2,154;6,786;7,700;;;;0,4308;0,466;-2,952
431,0000;-0,154;-7,607;;;;1508,500000;7,621;7,705;2,155;6,796;7,690;;;;0,4310;0,471;-2,855
431,2000;-0,144;-7,617;;;;1509,200000;7,626;7,705;2,156;6,806;7,705;;;;0,4312;0,476;-2,752
431,4000;-0,134;-7,636;;;;1509,900000;7,621;7,700;2,157;6,811;7,700;;;;0,4314;0,476;-2,654
431,6000;-0,125;-7,646;;;;1510,600000;7,626;7,700;2,158;6,816;7,705;;;;0,4316;0,481;-2,552
431,8000;-0,120;-7,661;;;;1511,300000;7,621;7,705;2,159;6,830;7,705;;;;0,4318;0,481;-2,459
432,0000;-0,115;-7,680;;;;1512,000000;7,626;7,700;2,160;6,830;7,695;;;;0,4320;0,481;-2,366
432,2000;-0,110;-7,690;;;;1512,700000;7,626;7,705;2,161;6,845;7,700;;;;0,4322;0,481;-2,264
432,4000;-0,110;-7,700;;;;1513,400000;7,621;7,700;2,162;6,850;7,700;;;;0,4324;0,486;-2,156
432,6000;-0,100;-7,709;;;;1514,100000;7,626;7,709;2,163;6,855;7,700;;;;0,4326;0,491;-2,054
432,8000;-0,090;-7,714;;;;1514,800000;7,621;7,705;2,164;6,869;7,700;;;;0,4328;0,491;-1,951
433,0000;-0,081;-7,714;;;;1515,500000;7,626;7,705;2,165;6,869;7,700;;;;0,4330;0,496;-1,844
433,2000;-0,066;-7,709;;;;1516,200000;7,626;7,714;2,166;6,879;7,705;;;;0,4332;0,496;-1,746
433,4000;-0,056;-7,700;;;;1516,900000;7,626;7,700;2,167;6,884;7,700;;;;0,4334;0,501;-1,648
433,6000;-0,046;-7,705;;;;1517,600000;7,631;7,709;2,168;6,894;7,695;;;;0,4336;0,496;-1,546
433,8000;-0,037;-7,700;;;;1518,300000;7,621;7,705;2,169;6,904;7,700;;;;0,4338;0,496;-1,448
434,0000;-0,027;-7,695;;;;1519,000000;7,626;7,705;2,170;6,908;7,695;;;;0,4340;0,501;-1,336
434,2000;-0,022;-7,690;;;;1519,700000;7,626;7,709;2,171;6,918;7,700;;;;0,4342;0,505;-1,233
434,4000;-0,007;-7,675;;;;1520,400000;7,621;7,700;2,172;6,923;7,700;;;;0,4344;0,505;-1,126
434,6000;0,002;-7,661;;;;1521,100000;7,621;7,705;2,173;6,928;7,700;;;;0,4346;0,505;-1,023
434,8000;0,012;-7,646;;;;1521,800000;7,617;7,700;2,174;6,938;7,700;;;;0,4348;0,510;-0,921
435,0000;0,022;-7,631;;;;1522,500000;7,631;7,705;2,175;6,947;7,700;;;;0,4350;0,505;-0,818
435,2000;0,022;-7,612;;;;1523,200000;7,617;7,705;2,176;6,952;7,705;;;;0,4352;0,510;-0,720
435,4000;0,027;-7,602;;;;1523,900000;7,626;7,700;2,177;6,962;7,700;;;;0,4354;0,505;-0,613
435,6000;0,037;-7,587;;;;1524,600000;7,626;7,709;2,178;6,962;7,700;;;;0,4356;0,510;-0,505
435,8000;0,042;-7,563;;;;1525,300000;7,626;7,705;2,179;6,972;7,705;;;;0,4358;0,510;-0,398
436,0000;0,056;-7,534;;;;1526,000000;7,621;7,705;2,180;6,977;7,690;;;;0,4360;0,515;-0,291
436,2000;0,066;-7,514;;;;1526,700000;7,621;7,700;2,181;6,987;7,700;;;;0,4362;0,515;-0,188
436,4000;0,071;-7,485;;;;1527,400000;7,621;7,705;2,182;6,991;7,700;;;;0,4364;0,515;-0,085
436,6000;0,081;-7,455;;;;1528,100000;7,626;7,709;2,183;6,991;7,695;;;;0,4366;0,510;0,022
436,8000;0,085;-7,436;;;;1528,800000;7,626;7,705;2,184;7,006;7,700;;;;0,4368;0,510;0,120
437,0000;0,090;-7,407;;;;1529,500000;7,621;7,705;2,185;7,006;7,695;;;;0,4370;0,505;0,217
437,2000;0,095;-7,377;;;;1530,200000;7,621;7,695;2,186;7,016;7,705;;;;0,4372;0,515;0,330
437,4000;0,105;-7,343;;;;1530,900000;7,626;7,700;2,187;7,026;7,705;;;;0,4374;0,515;0,432
437,6000;0,115;-7,309;;;;1531,600000;7,617;7,700;2,188;7,021;7,700;;;;0,4376;0,515;0,540
437,8000;0,125;-7,275;;;;1532,300000;7,626;7,700;2,189;7,035;7,700;;;;0,4378;0,515;0,642
438,0000;0,129;-7,236;;;;1533,000000;7,626;7,700;2,190;7,040;7,700;;;;0,4380;0,510;0,750
438,2000;0,139;-7,197;;;;1533,700000;7,621;7,695;2,191;7,045;7,700;;;;0,4382;0,505;0,852
438,4000;0,144;-7,162;;;;1534,400000;7,621;7,709;2,192;7,050;7,705;;;;0,4384;0,510;0,945
438,6000;0,149;-7,123;;;;1535,100000;7,621;7,705;2,193;7,055;7,695;;;;0,4386;0,510;1,057
438,8000;0,159;-7,079;;;;1535,800000;7,626;7,705;2,194;7,060;7,705;;;;0,4388;0,510;1,165
439,0000;0,164;-7,035;;;;1536,500000;7,621;7,705;2,195;7,065;7,700;;;;0,4390;0,510;1,263
439,2000;0,168;-6,987;;;;1537,200000;7,626;7,700;2,196;7,074;7,705;;;;0,4392;0,510;1,370
439,4000;0,183;-6,943;;;;1537,900000;7,621;7,709;2,197;7,079;7,700;;;;0,4394;0,510;1,473
439,6000;0,193;-6,894;;;;1538,600000;7,626;7,705;2,198;7,079;7,700;;;;0,4396;0,510;1,575
439,8000;0,193;-6,845;;;;1539,300000;7,631;7,705;2,199;7,094;7,705;;;;0,4398;0,505;1,673
440,0000;0,203;-6,796;;;;1540,000000;7,621;7,700;2,200;7,094;7,700;;;;0,4400;0,505;1,775
440,2000;0,208;-6,747;;;;1540,700000;7,626;7,705;2,201;7,099;7,700;;;;0,4402;0,501;1,873
440,4000;0,212;-6,698;;;;1541,400000;7,621;7,700;2,202;7,109;7,700;;;;0,4404;0,510;1,976
440,6000;0,222;-6,640;;;;1542,100000;7,621;7,705;2,203;7,109;7,700;;;;0,4406;0,505;2,078
440,8000;0,227;-6,586;;;;1542,800000;7,621;7,705;2,204;7,118;7,705;;;;0,4408;0,505;2,181
441,0000;0,237;-6,523;;;;1543,500000;7,621;7,700;2,205;7,123;7,700;;;;0,4410;0,505;2,283
441,2000;0,242;-6,469;;;;1544,200000;7,626;7,705;2,206;7,123;7,705;;;;0,4412;0,501;2,381
441,4000;0,252;-6,405;;;;1544,900000;7,621;7,700;2,207;7,133;7,705;;;;0,4414;0,501;2,474
441,6000;0,256;-6,352;;;;1545,600000;7,626;7,705;2,208;7,133;7,700;;;;0,4416;0,496;2,571
441,8000;0,261;-6,288;;;;1546,300000;7,626;7,700;2,209;7,138;7,705;;;;0,4418;0,491;2,674
442,0000;0,266;-6,225;;;;1547,000000;7,626;7,700;2,210;7,143;7,700;;;;0,4420;0,491;2,772
442,2000;0,281;-6,156;;;;1547,700000;7,626;7,705;2,211;7,148;7,705;;;;0,4422;0,491;2,869
442,4000;0,286;-6,088;;;;1548,400000;7,621;7,705;2,212;7,158;7,700;;;;0,4424;0,486;2,972
442,6000;0,286;-6,020;;;;1549,100000;7,626;7,700;2,213;7,158;7,700;;;;0,4426;0,491;3,060
442,8000;0,300;-5,951;;;;1549,800000;7,621;7,705;2,214;7,162;7,705;;;;0,4428;0,481;3,158
443,0000;0,305;-5,883;;;;1550,500000;7,621;7,705;2,215;7,167;7,705;;;;0,4430;0,476;3,250
443,2000;0,305;-5,819;;;;1551,200000;7,621;7,705;2,216;7,167;7,705;;;;0,4432;0,476;3,338
443,4000;0,310;-5,751;;;;1551,900000;7,626;7,700;2,217;7,177;7,705;;;;0,4434;0,471;3,436
443,6000;0,320;-5,673;;;;1552,600000;7,626;7,705;2,218;7,187;7,700;;;;0,4436;0,471;3,538
443,8000;0,330;-5,600;;;;1553,300000;7,617;7,700;2,219;7,187;7,709;;;;0,4438;0,471;3,631
444,0000;0,335;-5,521;;;;1554,000000;7,626;7,705;2,220;7,192;7,705;;;;0,4440;0,471;3,724
444,2000;0,339;-5,448;;;;1554,700000;7,626;7,705;2,221;7,192;7,700;;;;0,4442;0,466;3,807
444,4000;0,344;-5,360;;;;1555,400000;7,621;7,700;2,222;7,201;7,705;;;;0,4444;0,462;3,900
444,6000;0,349;-5,292;;;;1556,100000;7,626;7,705;2,223;7,201;7,700;;;;0,4446;0,457;3,988
444,8000;0,354;-5,219;;;;1556,800000;7,621;7,700;2,224;7,211;7,709;;;;0,4448;0,452;4,076
445,0000;0,359;-5,136;;;;1557,500000;7,626;7,709;2,225;7,216;7,705;;;;0,4450;0,452;4,164
445,2000;0,364;-5,057;;;;1558,200000;7,621;7,700;2,226;7,211;7,700;;;;0,4452;0,447;4,252
445,4000;0,369;-4,974;;;;1558,900000;7,626;7,705;2,227;7,221;7,709;;;;0,4454;0,447;4,344
445,6000;0,374;-4,891;;;;1559,600000;7,626;7,705;2,228;7,221;7,700;;;;0,4456;0,442;4,427
445,8000;0,383;-4,803;;;;1560,300000;7,621;7,700;2,229;7,226;7,705;;;;0,4458;0,442;4,510
446,0000;0,388;-4,720;;;;1561,000000;7,626;7,709;2,230;7,231;7,700;;;;0,4460;0,432;4,598
446,2000;0,393;-4,637;;;;1561,700000;7,626;7,700;2,231;7,236;7,700;;;;0,4462;0,432;4,672
446,4000;0,393;-4,554;;;;1562,400000;7,626;7,705;2,232;7,245;7,700;;;;0,4464;0,427;4,759
446,6000;0,398;-4,471;;;;1563,100000;7,626;7,700;2,233;7,245;7,700;;;;0,4466;0,418;4,842
446,8000;0,403;-4,379;;;;1563,800000;7,626;7,700;2,234;7,250;7,705;;;;0,4468;0,418;4,926
447,0000;0,408;-4,291;;;;1564,500000;7,621;7,705;2,235;7,250;7,705;;;;0,4470;0,418;5,009
447,2000;0,413;-4,198;;;;1565,200000;7,626;7,705;2,236;7,255;7,700;;;;0,4472;0,413;5,087
447,4000;0,422;-4,105;;;;1565,900000;7,626;7,709;2,237;7,260;7,700;;;;0,4474;0,408;5,165
447,6000;0,427;-4,017;;;;1566,600000;7,617;7,700;2,238;7,260;7,705;;;;0,4476;0,403;5,243
447,8000;0,422;-3,929;;;;1567,300000;7,631;7,709;2,239;7,260;7,705;;;;0,4478;0,398;5,316
448,0000;0,422;-3,836;;;;1568,000000;7,621;7,705;2,240;7,270;7,705;;;;0,4480;0,393;5,394
448,2000;0,432;-3,753;;;;1568,700000;7,626;7,705;2,241;7,270;7,700;;;;0,4482;0,393;5,473
448,4000;0,432;-3,651;;;;1569,400000;7,621;7,705;2,242;7,280;7,705;;;;0,4484;0,388;5,546
448,6000;0,442;-3,553;;;;1570,100000;7,626;7,695;2,243;7,280;7,700;;;;0,4486;0,383;5,619
448,8000;0,447;-3,460;;;;1570,800000;7,626;7,705;2,244;7,280;7,700;;;;0,4488;0,379;5,697
449,0000;0,457;-3,368;;;;1571,500000;7,621;7,705;2,245;7,289;7,705;;;;0,4490;0,374;5,761
449,2000;0,452;-3,270;;;;1572,200000;7,626;7,700;2,246;7,284;7,700;;;;0,4492;0,364;5,829
449,4000;0,457;-3,172;;;;1572,900000;7,621;7,705;2,247;7,299;7,709;;;;0,4494;0,359;5,897
449,6000;0,452;-3,074;;;;1573,600000;7,626;7,700;2,248;7,299;7,705;;;;0,4496;0,354;5,971
449,8000;0,457;-2,977;;;;1574,300000;7,621;7,700;2,249;7,299;7,705;;;;0,4498;0,354;6,039
450,0000;0,466;-2,879;;;;1575,000000;7,626;7,700;2,250;7,309;7,705;;;;0,4500;0,349;6,103
450,2000;0,471;-2,777;;;;1575,700000;7,626;7,705;2,251;7,304;7,700;;;;0,4502;0,344;6,176
450,4000;0,476;-2,674;;;;1576,400000;7,621;7,700;2,252;7,309;7,705;;;;0,4504;0,344;6,234
450,6000;0,476;-2,571;;;;1577,100000;7,626;7,709;2,253;7,314;7,705;;;;0,4506;0,335;6,298
450,8000;0,481;-2,479;;;;1577,800000;7,626;7,705;2,254;7,314;7,705;;;;0,4508;0,330;6,357
451,0000;0,481;-2,381;;;;1578,500000;7,626;7,705;2,255;7,324;7,705;;;;0,4510;0,320;6,415
451,2000;0,481;-2,278;;;;1579,200000;7,631;7,705;2,256;7,324;7,705;;;;0,4512;0,315;6,474
451,4000;0,481;-2,181;;;;1579,900000;7,621;7,700;2,257;7,324;7,705;;;;0,4514;0,315;6,537
451,6000;0,491;-2,073;;;;1580,600000;7,626;7,705;2,258;7,328;7,705;;;;0,4516;0,305;6,596
451,8000;0,491;-1,971;;;;1581,300000;7,617;7,700;2,259;7,328;7,700;;;;0,4518;0,305;6,654
452,0000;0,496;-1,868;;;;1582,000000;7,626;7,705;2,260;7,338;7,705;;;;0,4520;0,300;6,703
452,2000;0,501;-1,766;;;;1582,700000;7,621;7,700;2,261;7,333;7,700;;;;0,4522;0,291;6,757
452,4000;0,501;-1,663;;;;1583,400000;7,621;7,695;2,262;7,338;7,705;;;;0,4524;0,276;6,811
452,6000;0,501;-1,560;;;;1584,100000;7,626;7,709;2,263;7,348;7,705;;;;0,4526;0,276;6,855
452,8000;0,496;-1,463;;;;1584,800000;7,621;7,705;2,264;7,338;7,705;;;;0,4528;0,271;6,908
453,0000;0,496;-1,355;;;;1585,500000;7,626;7,705;2,265;7,353;7,705;;;;0,4530;0,266;6,962
453,2000;0,505;-1,248;;;;1586,200000;7,621;7,705;2,266;7,348;7,700;;;;0,4532;0,261;7,006
453,4000;0,505;-1,140;;;;1586,900000;7,626;7,705;2,267;7,353;7,705;;;;0,4534;0,256;7,055
453,6000;0,510;-1,038;;;;1587,600000;7,626;7,709;2,268;7,358;7,700;;;;0,4536;0,252;7,099
453,8000;0,510;-0,930;;;;1588,300000;7,626;7,705;2,269;7,353;7,705;;;;0,4538;0,242;7,143
454,0000;0,510;-0,828;;;;1589,000000;7,631;7,705;2,270;7,358;7,709;;;;0,4540;0,232;7,182
454,2000;0,510;-0,730;;;;1589,700000;7,621;7,700;2,271;7,363;7,700;;;;0,4542;0,227;7,221
454,4000;0,505;-0,628;;;;1590,400000;7,621;7,700;2,272;7,368;7,705;;;;0,4544;0,217;7,260
454,6000;0,505;-0,525;;;;1591,100000;7,621;7,705;2,273;7,368;7,705;;;;0,4546;0,212;7,304
454,8000;0,510;-0,418;;;;1591,800000;7,626;7,705;2,274;7,368;7,705;;;;0,4548;0,212;7,338
455,0000;0,510;-0,315;;;;1592,500000;7,621;7,705;2,275;7,382;7,709;;;;0,4550;0,208;7,382
455,2000;0,510;-0,203;;;;1593,200000;7,617;7,695;2,276;7,377;7,709;;;;0,4552;0,203;7,411
455,4000;0,515;-0,105;;;;1593,900000;7,626;7,705;2,277;7,382;7,709;;;;0,4554;0,188;7,451
455,6000;0,515;-0,002;;;;1594,600000;7,621;7,705;2,278;7,382;7,700;;;;0,4556;0,183;7,475
455,8000;0,515;0,105;;;;1595,300000;7,626;7,705;2,279;7,382;7,705;;;;0,4558;0,173;7,504
456,0000;0,510;0,203;;;;1596,000000;7,626;7,705;2,280;7,387;7,705;;;;0,4560;0,168;7,538
456,2000;0,510;0,310;;;;1596,700000;7,621;7,700;2,281;7,387;7,700;;;;0,4562;0,168;7,573
456,4000;0,510;0,418;;;;1597,400000;7,626;7,709;2,282;7,387;7,705;;;;0,4564;0,164;7,602
456,6000;0,515;0,520;;;;1598,100000;7,621;7,700;2,283;7,397;7,709;;;;0,4566;0,159;7,626
456,8000;0,515;0,628;;;;1598,800000;7,631;7,705;2,284;7,392;7,705;;;;0,4568;0,154;7,651
457,0000;0,515;0,735;;;;1599,500000;7,621;7,705;2,285;7,402;7,709;;;;0,4570;0,144;7,670
457,2000;0,515;0,833;;;;1600,200000;7,621;7,700;2,286;7,402;7,705;;;;0,4572;0,129;7,695
457,4000;0,505;0,930;;;;1600,900000;7,621;7,709;2,287;7,402;7,700;;;;0,4574;0,129;7,714
457,6000;0,510;1,033;;;;1601,600000;7,626;7,700;2,288;7,407;7,705;;;;0,4576;0,120;7,739
457,8000;0,505;1,140;;;;1602,300000;7,626;7,705;2,289;7,407;7,705;;;;0,4578;0,115;7,758
458,0000;0,510;1,243;;;;1603,000000;7,626;7,705;2,290;7,411;7,709;;;;0,4580;0,110;7,778
458,2000;0,510;1,346;;;;1603,700000;7,626;7,700;2,291;7,411;7,705;;;;0,4582;0,105;7,797
458,4000;0,510;1,453;;;;1604,400000;7,617;7,705;2,292;7,411;7,705;;;;0,4584;0,105;7,807
458,6000;0,510;1,551;;;;1605,100000;7,626;7,709;2,293;7,416;7,700;;;;0,4586;0,090;7,822
458,8000;0,505;1,653;;;;1605,800000;7,626;7,709;2,294;7,416;7,700;;;;0,4588;0,085;7,832
459,0000;0,505;1,751;;;;1606,500000;7,626;7,705;2,295;7,426;7,705;;;;0,4590;0,076;7,846
459,2000;0,501;1,853;;;;1607,200000;7,626;7,705;2,296;7,426;7,705;;;;0,4592;0,071;7,856
459,4000;0,501;1,956;;;;1607,900000;7,621;7,700;2,297;7,421;7,705;;;;0,4594;0,071;7,866
459,6000;0,505;2,059;;;;1608,600000;7,626;7,709;2,298;7,431;7,709;;;;0,4596;0,066;7,880
459,8000;0,501;2,161;;;;1609,300000;7,626;7,700;2,299;7,431;7,700;;;;0,4598;0,061;7,880
460,0000;0,505;2,264;;;;1610,000000;7,626;7,705;2,300;7,431;7,709;;;;0,4600;0,051;7,880
460,2000;0,501;2,361;;;;1610,700000;7,621;7,705;2,301;7,431;7,705;;;;0,4602;0,032;7,875
460,4000;0,501;2,459;;;;1611,400000;7,617;7,700;2,302;7,431;7,705;;;;0,4604;0,022;7,871
460,6000;0,491;2,552;;;;1612,100000;7,631;7,705;2,303;7,436;7,705;;;;0,4606;0,012;7,866
460,8000;0,491;2,650;;;;1612,800000;7,626;7,705;2,304;7,431;7,700;;;;0,4608;0,007;7,866
461,0000;0,491;2,752;;;;1613,500000;7,621;7,705;2,305;7,441;7,714;;;;0,4610;-0,007;7,861
461,2000;0,496;2,845;;;;1614,200000;7,621;7,709;2,306;7,446;7,709;;;;0,4612;-0,012;7,851
461,4000;0,491;2,947;;;;1614,900000;7,621;7,705;2,307;7,436;7,700;;;;0,4614;-0,017;7,846
461,6000;0,486;3,045;;;;1615,600000;7,626;7,705;2,308;7,451;7,705;;;;0,4616;-0,022;7,832
461,8000;0,486;3,138;;;;1616,300000;7,621;7,700;2,309;7,446;7,705;;;;0,4618;-0,037;7,812
462,0000;0,481;3,236;;;;1617,000000;7,626;7,705;2,310;7,446;7,705;;;;0,4620;-0,042;7,797
462,2000;0,481;3,328;;;;1617,700000;7,621;7,705;2,311;7,451;7,705;;;;0,4622;-0,056;7,778
462,4000;0,471;3,416;;;;1618,400000;7,621;7,700;2,312;7,455;7,705;;;;0,4624;-0,056;7,768
462,6000;0,466;3,519;;;;1619,100000;7,626;7,705;2,313;7,455;7,709;;;;0,4626;-0,066;7,758
462,8000;0,471;3,617;;;;1619,800000;7,621;7,700;2,314;7,455;7,700;;;;0,4628;-0,066;7,739
463,0000;0,471;3,705;;;;1620,500000;7,626;7,700;2,315;7,455;7,709;;;;0,4630;-0,076;7,714
463,2000;0,466;3,797;;;;1621,200000;7,617;7,700;2,316;7,460;7,705;;;;0,4632;-0,081;7,690
463,4000;0,462;3,890;;;;1621,900000;7,621;7,700;2,317;7,455;7,705;;;;0,4634;-0,090;7,665
463,6000;0,462;3,978;;;;1622,600000;7,621;7,705;2,318;7,470;7,709;;;;0,4636;-0,100;7,641
463,8000;0,452;4,061;;;;1623,300000;7,626;7,695;2,319;7,465;7,700;;;;0,4638;-0,105;7,621
464,0000;0,452;4,149;;;;1624,000000;7,626;7,709;2,320;7,460;7,705;;;;0,4640;-0,110;7,597
464,2000;0,447;4,242;;;;1624,700000;7,617;7,700;2,321;7,470;7,705;;;;0,4642;-0,120;7,563
464,4000;0,447;4,330;;;;1625,400000;7,621;7,705;2,322;7,465;7,695;;;;0,4644;-0,120;7,538
464,6000;0,447;4,418;;;;1626,100000;7,626;7,705;2,323;7,475;7,705;;;;0,4646;-0,129;7,509
464,8000;0,447;4,505;;;;1626,800000;7,626;7,705;2,324;7,475;7,700;;;;0,4648;-0,129;7,475
465,0000;0,442;4,584;;;;1627,500000;7,626;7,705;2,325;7,475;7,709;;;;0,4650;-0,144;7,446
465,2000;0,432;4,667;;;;1628,200000;7,626;7,700;2,326;7,480;7,709;;;;0,4652;-0,154;7,407
