"Laatste: Tijd (s)";"Laatste: Potential 1 (V)";"Laatste: Potential 2 (V)";"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)";"Meting 1: Tijd (ms)";"Meting 1: Potential 1 (V)";"Meting 1: Potential 2 (V)";"Meting 2: Tijd (s)";"Meting 2: Potential 1 (V)";"Meting 2: Potential 2 (V)";"Meting 3: Tijd (ms)";"Meting 3: Potential 1 (V)";"Meting 3: Potential 2 (V)"
0,2332;-0,281;-2,474;4,664;-7,597;-0,105;816,200000;7,626;7,705;1,166;-4,652;-7,035;;;
0,2334;-0,281;-2,523;4,668;-3,060;-0,061;816,900000;7,621;7,705;1,167;-4,667;-7,035;;;
0,2336;-0,281;-2,576;4,672;8,398;0,090;817,600000;7,621;7,705;1,168;-4,696;-7,040;;;
0,2338;-0,281;-2,625;4,676;7,074;0,071;818,300000;7,626;7,709;1,169;-4,716;-7,035;;;
0,2340;-0,276;-2,674;4,680;-0,281;-0,022;819,000000;7,621;7,700;1,170;-4,740;-7,035;;;
0,2342;-0,276;-2,728;4,684;-8,173;-0,100;819,700000;7,626;7,705;1,171;-4,764;-7,040;;;
0,2344;-0,276;-2,781;4,688;-6,190;-0,066;820,400000;7,621;7,700;1,172;-4,784;-7,035;;;
0,2346;-0,276;-2,830;4,692;4,574;0,056;821,100000;7,621;7,700;1,173;-4,808;-7,045;;;
0,2348;-0,281;-2,894;4,696;7,993;0,061;821,800000;7,621;7,709;1,174;-4,828;-7,035;;;
0,2350;-0,276;-2,938;4,700;4,789;-0,022;822,500000;7,626;7,700;1,175;-4,847;-7,035;;;
0,2352;-0,276;-2,987;4,704;-8,408;-0,100;823,200000;7,626;7,705;1,176;-4,872;-7,040;;;
0,2354;-0,271;-3,035;4,708;-7,558;-0,051;823,900000;7,617;7,700;1,177;-4,891;-7,035;;;
0,2356;-0,271;-3,084;4,712;-2,801;0,042;824,600000;7,626;7,705;1,178;-4,916;-7,040;;;
0,2358;-0,271;-3,138;4,716;8,388;0,051;825,300000;7,621;7,705;1,179;-4,935;-7,035;;;
0,2360;-0,276;-3,192;4,720;6,996;-0,037;826,000000;7,621;7,705;1,180;-4,950;-7,040;;;
0,2362;-0,276;-3,250;4,724;-0,628;-0,071;826,700000;7,626;7,709;1,181;-4,979;-7,045;;;
0,2364;-0,276;-3,299;4,728;-8,144;-0,046;827,400000;7,621;7,700;1,182;-4,994;-7,035;;;
0,2366;-0,271;-3,343;4,732;-6,078;0,046;828,100000;7,626;7,705;1,183;-5,009;-7,040;;;
0,2368;-0,271;-3,392;4,736;5,248;0,042;828,800000;7,626;7,709;1,184;-5,028;-7,040;;;
0,2370;-0,266;-3,441;4,740;7,954;-0,032;829,500000;7,626;7,705;1,185;-5,048;-7,035;;;
0,2372;-0,271;-3,490;4,744;4,628;-0,066;830,200000;7,621;7,705;1,186;-5,067;-7,040;;;
0,2374;-0,266;-3,538;4,748;-8,403;-0,056;830,900000;7,617;7,700;1,187;-5,087;-7,035;;;
0,2376;-0,266;-3,592;4,752;-7,499;0,056;831,600000;7,626;7,705;1,188;-5,106;-7,045;;;
0,2378;-0,271;-3,646;4,756;-2,537;0,032;832,300000;7,621;7,700;1,189;-5,126;-7,040;;;
0,2380;-0,271;-3,690;4,760;8,379;-0,027;833,000000;7,626;7,700;1,190;-5,140;-7,040;;;
0,2382;-0,266;-3,739;4,764;6,908;-0,066;833,700000;7,621;7,705;1,191;-5,160;-7,050;;;
0,2384;-0,266;-3,788;4,768;-1,116;-0,012;834,400000;7,621;7,700;1,192;-5,179;-7,040;;;
0,2386;-0,266;-3,836;4,772;-8,125;0,061;835,100000;7,631;7,705;1,193;-5,199;-7,040;;;
0,2388;-0,261;-3,880;4,776;-5,971;0,032;835,800000;7,621;7,705;1,194;-5,219;-7,045;;;
0,2390;-0,261;-3,934;4,780;5,878;-0,061;836,500000;7,626;7,700;1,195;-5,228;-7,040;;;
0,2392;-0,261;-3,983;4,784;7,929;-0,071;837,200000;7,626;7,705;1,196;-5,253;-7,040;;;
0,2394;-0,261;-4,032;4,788;4,442;-0,017;837,900000;7,626;7,705;1,197;-5,267;-7,035;;;
0,2396;-0,261;-4,081;4,792;-8,393;0,061;838,600000;7,621;7,709;1,198;-5,282;-7,045;;;
0,2398;-0,261;-4,125;4,796;-7,460;0,037;839,300000;7,617;7,700;1,199;-5,302;-7,040;;;
0,2400;-0,256;-4,168;4,800;-2,234;-0,071;840,000000;7,626;7,709;1,200;-5,316;-7,040;;;
0,2402;-0,256;-4,217;4,804;8,354;-0,076;840,700000;7,621;7,705;1,201;-5,336;-7,045;;;
0,2404;-0,252;-4,261;4,808;6,835;-0,027;841,400000;7,621;7,700;1,202;-5,355;-7,045;;;
0,2406;-0,252;-4,310;4,812;-1,609;0,095;842,100000;7,621;7,700;1,203;-5,365;-7,040;;;
0,2408;-0,256;-4,354;4,816;-8,100;0,042;842,800000;7,621;7,700;1,204;-5,385;-7,040;;;
0,2410;-0,256;-4,408;4,820;-5,819;-0,061;843,500000;7,631;7,709;1,205;-5,399;-7,035;;;
0,2412;-0,256;-4,452;4,824;6,508;-0,095;844,200000;7,617;7,700;1,206;-5,414;-7,040;;;
0,2414;-0,252;-4,491;4,828;7,880;-0,032;844,900000;7,626;7,705;1,207;-5,429;-7,040;;;
0,2416;-0,252;-4,540;4,832;4,193;0,090;845,600000;7,626;7,705;1,208;-5,443;-7,040;;;
0,2418;-0,247;-4,584;4,836;-8,383;0,032;846,300000;7,626;7,700;1,209;-5,463;-7,045;;;
0,2420;-0,247;-4,623;4,840;-7,397;-0,061;847,000000;7,626;7,700;1,210;-5,477;-7,040;;;
0,2422;-0,247;-4,672;4,844;-1,985;-0,105;847,700000;7,621;7,700;1,211;-5,492;-7,045;;;
0,2424;-0,247;-4,720;4,848;8,344;-0,027;848,400000;7,631;7,705;1,212;-5,507;-7,045;;;
0,2426;-0,247;-4,764;4,852;6,742;0,090;849,100000;7,621;7,700;1,213;-5,516;-7,040;;;
0,2428;-0,247;-4,803;4,856;-2,054;0,081;849,800000;7,621;7,705;1,214;-5,536;-7,040;;;
0,2430;-0,237;-4,847;4,860;-8,076;-0,061;850,500000;7,621;7,705;1,215;-5,546;-7,031;;;
0,2432;-0,237;-4,891;4,864;-5,702;-0,105;851,200000;7,621;7,695;1,216;-5,556;-7,040;;;
0,2434;-0,237;-4,935;4,868;7,148;-0,046;851,900000;7,626;7,705;1,217;-5,580;-7,040;;;
0,2436;-0,237;-4,974;4,872;7,841;0,081;852,600000;7,621;7,700;1,218;-5,585;-7,040;;;
0,2438;-0,237;-5,018;4,876;4,027;0,081;853,300000;7,621;7,705;1,219;-5,604;-7,050;;;
0,2440;-0,237;-5,067;4,880;-8,374;-0,061;854,000000;7,621;7,705;1,220;-5,619;-7,040;;;
0,2442;-0,232;-5,106;4,884;-7,343;-0,105;854,700000;7,621;7,700;1,221;-5,629;-7,045;;;
0,2444;-0,237;-5,145;4,888;-1,614;-0,071;855,400000;7,626;7,705;1,222;-5,648;-7,045;;;
0,2446;-0,232;-5,184;4,892;8,320;0,076;856,100000;7,621;7,700;1,223;-5,653;-7,040;;;
0,2448;-0,232;-5,228;4,896;6,654;0,066;856,800000;7,626;7,705;1,224;-5,673;-7,050;;;
0,2450;-0,227;-5,267;4,900;-2,625;-0,022;857,500000;7,626;7,705;1,225;-5,687;-7,040;;;
0,2452;-0,227;-5,311;4,904;-8,046;-0,105;858,200000;7,621;7,705;1,226;-5,692;-7,040;;;
0,2454;-0,227;-5,350;4,908;-5,560;-0,061;858,900000;7,626;7,709;1,227;-5,712;-7,045;;;
0,2456;-0,227;-5,394;4,912;7,807;0,071;859,600000;7,621;7,700;1,228;-5,722;-7,045;;;
0,2458;-0,227;-5,433;4,916;7,807;0,066;860,300000;7,626;7,705;1,229;-5,731;-7,045;;;
0,2460;-0,227;-5,477;4,920;3,748;-0,027;861,000000;7,617;7,705;1,230;-5,746;-7,045;;;
0,2462;-0,222;-5,512;4,924;-8,359;-0,110;861,700000;7,626;7,700;1,231;-5,751;-7,040;;;
0,2464;-0,217;-5,551;4,928;-7,280;-0,056;862,400000;7,621;7,705;1,232;-5,775;-7,045;;;
0,2466;-0,212;-5,585;4,932;-1,219;0,046;863,100000;7,626;7,705;1,233;-5,780;-7,040;;;
0,2468;-0,212;-5,619;4,936;8,310;0,066;863,800000;7,631;7,709;1,234;-5,790;-7,045;;;
0,2470;-0,212;-5,668;4,940;6,542;-0,022;864,500000;7,621;7,700;1,235;-5,810;-7,040;;;
0,2472;-0,212;-5,707;4,944;-3,065;-0,071;865,200000;7,626;7,700;1,236;-5,814;-7,040;;;
0,2474;-0,217;-5,746;4,948;-8,032;-0,051;865,900000;7,621;7,705;1,237;-5,829;-7,040;;;
0,2476;-0,212;-5,780;4,952;-5,399;0,051;866,600000;7,626;7,705;1,238;-5,839;-7,040;;;
0,2478;-0,212;-5,819;4,956;8,442;0,051;867,300000;7,621;7,709;1,239;-5,849;-7,045;;;
0,2480;-0,208;-5,853;4,960;7,758;-0,032;868,000000;7,621;7,700;1,240;-5,868;-7,045;;;
0,2482;-0,208;-5,893;4,964;3,558;-0,066;868,700000;7,626;7,705;1,241;-5,873;-7,045;;;
0,2484;-0,203;-5,932;4,968;-8,354;-0,046;869,400000;7,621;7,705;1,242;-5,888;-7,050;;;
0,2486;-0,208;-5,961;4,972;-7,221;0,056;870,100000;7,626;7,705;1,243;-5,897;-7,045;;;
0,2488;-0,208;-6,005;4,976;-0,950;0,027;870,800000;7,621;7,709;1,244;-5,907;-7,045;;;
0,2490;-0,203;-6,039;4,980;8,281;-0,042;871,500000;7,626;7,705;1,245;-5,922;-7,045;;;
0,2492;-0,198;-6,068;4,984;6,449;-0,076;872,200000;7,626;7,705;1,246;-5,927;-7,040;;;
0,2494;-0,198;-6,107;4,988;-3,607;-0,022;872,900000;7,621;7,700;1,247;-5,937;-7,045;;;
0,2496;-0,198;-6,142;4,992;-7,998;0,051;873,600000;7,626;7,705;1,248;-5,951;-7,040;;;
0,2498;-0,193;-6,171;4,996;-5,282;0,037;874,300000;7,621;7,705;1,249;-5,956;-7,040;;;
0,2500;-0,188;-6,205;5,000;8,520;-0,042;875,000000;7,626;7,709;1,250;-5,966;-7,050;;;
0,2502;-0,193;-6,239;;;;875,700000;7,621;7,705;1,251;-5,976;-7,040;;;
0,2504;-0,193;-6,278;;;;876,400000;7,621;7,700;1,252;-5,990;-7,045;;;
0,2506;-0,193;-6,313;;;;877,100000;7,626;7,709;1,253;-6,000;-7,045;;;
0,2508;-0,188;-6,337;;;;877,800000;7,621;7,705;1,254;-6,005;-7,045;;;
0,2510;-0,183;-6,371;;;;878,500000;7,626;7,705;1,255;-6,020;-7,050;;;
0,2512;-0,178;-6,400;;;;879,200000;7,621;7,705;1,256;-6,029;-7,035;;;
0,2514;-0,178;-6,435;;;;879,900000;7,626;7,705;1,257;-6,034;-7,040;;;
0,2516;-0,178;-6,464;;;;880,600000;7,621;7,709;1,258;-6,049;-7,045;;;
0,2518;-0,178;-6,493;;;;881,300000;7,621;7,700;1,259;-6,049;-7,045;;;
0,2520;-0,178;-6,523;;;;882,000000;7,626;7,705;1,260;-6,063;-7,055;;;
0,2522;-0,183;-6,562;;;;882,700000;7,621;7,705;1,261;-6,078;-7,045;;;
0,2524;-0,178;-6,581;;;;883,400000;7,621;7,705;1,262;-6,078;-7,045;;;
0,2526;-0,173;-6,611;;;;884,100000;7,621;7,705;1,263;-6,093;-7,045;;;
0,2528;-0,173;-6,640;;;;884,800000;7,621;7,700;1,264;-6,093;-7,045;;;
0,2530;-0,164;-6,669;;;;885,500000;7,626;7,709;1,265;-6,107;-7,045;;;
0,2532;-0,168;-6,698;;;;886,200000;7,617;7,700;1,266;-6,112;-7,045;;;
0,2534;-0,168;-6,728;;;;886,900000;7,626;7,709;1,267;-6,122;-7,045;;;
0,2536;-0,164;-6,757;;;;887,600000;7,621;7,709;1,268;-6,137;-7,050;;;
0,2538;-0,168;-6,786;;;;888,300000;7,626;7,705;1,269;-6,142;-7,045;;;
0,2540;-0,159;-6,806;;;;889,000000;7,621;7,705;1,270;-6,147;-7,045;;;
0,2542;-0,159;-6,835;;;;889,700000;7,621;7,700;1,271;-6,161;-7,050;;;
0,2544;-0,149;-6,855;;;;890,400000;7,621;7,705;1,272;-6,161;-7,045;;;
0,2546;-0,149;-6,884;;;;891,100000;7,621;7,709;1,273;-6,181;-7,050;;;
0,2548;-0,149;-6,913;;;;891,800000;7,626;7,705;1,274;-6,181;-7,040;;;
0,2550;-0,149;-6,938;;;;892,500000;7,621;7,709;1,275;-6,190;-7,040;;;
0,2552;-0,149;-6,967;;;;893,200000;7,621;7,695;1,276;-6,195;-7,040;;;
0,2554;-0,149;-6,991;;;;893,900000;7,626;7,709;1,277;-6,200;-7,040;;;
0,2556;-0,144;-7,011;;;;894,600000;7,621;7,705;1,278;-6,210;-7,050;;;
0,2558;-0,144;-7,031;;;;895,300000;7,621;7,705;1,279;-6,220;-7,040;;;
0,2560;-0,139;-7,055;;;;896,000000;7,621;7,705;1,280;-6,230;-7,050;;;
0,2562;-0,139;-7,079;;;;896,700000;7,626;7,705;1,281;-6,239;-7,050;;;
0,2564;-0,134;-7,099;;;;897,400000;7,626;7,709;1,282;-6,239;-7,045;;;
0,2566;-0,134;-7,123;;;;898,100000;7,621;7,700;1,283;-6,249;-7,050;;;
0,2568;-0,134;-7,148;;;;898,800000;7,626;7,705;1,284;-6,259;-7,045;;;
0,2570;-0,139;-7,167;;;;899,500000;7,621;7,709;1,285;-6,264;-7,045;;;
0,2572;-0,129;-7,187;;;;900,200000;7,626;7,705;1,286;-6,274;-7,045;;;
0,2574;-0,125;-7,206;;;;900,900000;7,626;7,709;1,287;-6,278;-7,040;;;
0,2576;-0,125;-7,226;;;;901,600000;7,621;7,705;1,288;-6,288;-7,045;;;
0,2578;-0,120;-7,241;;;;902,300000;7,626;7,709;1,289;-6,293;-7,045;;;
0,2580;-0,120;-7,275;;;;903,000000;7,621;7,700;1,290;-6,293;-7,050;;;
0,2582;-0,125;-7,284;;;;903,700000;7,626;7,709;1,291;-6,313;-7,055;;;
0,2584;-0,125;-7,309;;;;904,400000;7,626;7,709;1,292;-6,313;-7,045;;;
0,2586;-0,120;-7,333;;;;905,100000;7,626;7,700;1,293;-6,317;-7,045;;;
0,2588;-0,115;-7,343;;;;905,800000;7,621;7,709;1,294;-6,327;-7,045;;;
0,2590;-0,115;-7,358;;;;906,500000;7,621;7,705;1,295;-6,327;-7,045;;;
0,2592;-0,110;-7,372;;;;907,200000;7,626;7,709;1,296;-6,337;-7,045;;;
0,2594;-0,110;-7,392;;;;907,900000;7,621;7,705;1,297;-6,342;-7,045;;;
0,2596;-0,110;-7,411;;;;908,600000;7,626;7,709;1,298;-6,347;-7,045;;;
0,2598;-0,110;-7,421;;;;909,300000;7,621;7,709;1,299;-6,361;-7,045;;;
0,2600;-0,105;-7,446;;;;910,000000;7,621;7,705;1,300;-6,361;-7,045;;;
0,2602;-0,110;-7,460;;;;910,700000;7,626;7,705;1,301;-6,371;-7,055;;;
0,2604;-0,100;-7,470;;;;911,400000;7,621;7,709;1,302;-6,376;-7,050;;;
0,2606;-0,100;-7,485;;;;912,100000;7,626;7,705;1,303;-6,376;-7,045;;;
0,2608;-0,095;-7,499;;;;912,800000;7,621;7,709;1,304;-6,391;-7,045;;;
0,2610;-0,090;-7,509;;;;913,500000;7,626;7,705;1,305;-6,396;-7,040;;;
0,2612;-0,090;-7,524;;;;914,200000;7,626;7,705;1,306;-6,396;-7,045;;;
0,2614;-0,090;-7,543;;;;914,900000;7,621;7,705;1,307;-6,405;-7,040;;;
0,2616;-0,090;-7,553;;;;915,600000;7,626;7,709;1,308;-6,410;-7,045;;;
0,2618;-0,090;-7,568;;;;916,300000;7,621;7,705;1,309;-6,415;-7,050;;;
0,2620;-0,081;-7,573;;;;917,000000;7,621;7,709;1,310;-6,425;-7,045;;;
0,2622;-0,081;-7,582;;;;917,700000;7,626;7,709;1,311;-6,425;-7,045;;;
0,2624;-0,081;-7,592;;;;918,400000;7,626;7,705;1,312;-6,435;-7,050;;;
0,2626;-0,076;-7,602;;;;919,100000;7,626;7,705;1,313;-6,435;-7,040;;;
0,2628;-0,076;-7,617;;;;919,800000;7,621;7,705;1,314;-6,444;-7,050;;;
0,2630;-0,076;-7,626;;;;920,500000;7,621;7,705;1,315;-6,449;-7,045;;;
0,2632;-0,076;-7,636;;;;921,200000;7,621;7,705;1,316;-6,454;-7,045;;;
0,2634;-0,071;-7,646;;;;921,900000;7,626;7,705;1,317;-6,464;-7,045;;;
0,2636;-0,066;-7,651;;;;922,600000;7,621;7,709;1,318;-6,464;-7,040;;;
0,2638;-0,066;-7,661;;;;923,300000;7,621;7,700;1,319;-6,469;-7,050;;;
0,2640;-0,061;-7,665;;;;924,000000;7,626;7,705;1,320;-6,479;-7,050;;;
0,2642;-0,056;-7,670;;;;924,700000;7,621;7,705;1,321;-6,479;-7,045;;;
0,2644;-0,056;-7,680;;;;925,400000;7,621;7,700;1,322;-6,488;-7,050;;;
0,2646;-0,056;-7,690;;;;926,100000;7,621;7,705;1,323;-6,488;-7,045;;;
0,2648;-0,056;-7,700;;;;926,800000;7,626;7,700;1,324;-6,493;-7,050;;;
0,2650;-0,056;-7,705;;;;927,500000;7,626;7,705;1,325;-6,503;-7,045;;;
0,2652;-0,056;-7,709;;;;928,200000;7,621;7,700;1,326;-6,503;-7,045;;;
0,2654;-0,051;-7,709;;;;928,900000;7,626;7,705;1,327;-6,508;-7,050;;;
0,2656;-0,051;-7,719;;;;929,600000;7,626;7,705;1,328;-6,513;-7,040;;;
0,2658;-0,046;-7,719;;;;930,300000;7,621;7,705;1,329;-6,513;-7,050;;;
0,2660;-0,046;-7,724;;;;931,000000;7,626;7,705;1,330;-6,527;-7,045;;;
0,2662;-0,046;-7,739;;;;931,700000;7,626;7,700;1,331;-6,523;-7,045;;;
0,2664;-0,046;-7,739;;;;932,400000;7,626;7,705;1,332;-6,532;-7,050;;;
0,2666;-0,046;-7,744;;;;933,100000;7,617;7,705;1,333;-6,537;-7,045;;;
0,2668;-0,042;-7,739;;;;933,800000;7,626;7,709;1,334;-6,537;-7,050;;;
0,2670;-0,032;-7,739;;;;934,500000;7,626;7,705;1,335;-6,547;-7,045;;;
0,2672;-0,027;-7,734;;;;935,200000;7,626;7,700;1,336;-6,547;-7,045;;;
0,2674;-0,017;-7,734;;;;935,900000;7,621;7,709;1,337;-6,552;-7,050;;;
0,2676;-0,017;-7,729;;;;936,600000;7,621;7,705;1,338;-6,562;-7,045;;;
0,2678;-0,017;-7,729;;;;937,300000;7,626;7,709;1,339;-6,557;-7,045;;;
0,2680;-0,017;-7,729;;;;938,000000;7,626;7,705;1,340;-6,571;-7,050;;;
0,2682;-0,012;-7,719;;;;938,700000;7,626;7,705;1,341;-6,567;-7,045;;;
0,2684;-0,007;-7,719;;;;939,400000;7,621;7,705;1,342;-6,571;-7,050;;;
0,2686;-0,007;-7,709;;;;940,100000;7,621;7,705;1,343;-6,576;-7,045;;;
0,2688;-0,002;-7,705;;;;940,800000;7,626;7,705;1,344;-6,576;-7,045;;;
0,2690;0,002;-7,700;;;;941,500000;7,621;7,705;1,345;-6,586;-7,050;;;
0,2692;-0,002;-7,695;;;;942,200000;7,626;7,705;1,346;-6,586;-7,045;;;
0,2694;0,002;-7,690;;;;942,900000;7,621;7,709;1,347;-6,591;-7,045;;;
0,2696;0,002;-7,690;;;;943,600000;7,626;7,709;1,348;-6,596;-7,050;;;
0,2698;-0,002;-7,675;;;;944,300000;7,626;7,709;1,349;-6,596;-7,045;;;
0,2700;0,012;-7,670;;;;945,000000;7,621;7,700;1,350;-6,601;-7,050;;;
0,2702;0,012;-7,656;;;;945,700000;7,631;7,705;1,351;-6,606;-7,050;;;
0,2704;0,017;-7,646;;;;946,400000;7,621;7,705;1,352;-6,611;-7,045;;;
0,2706;0,017;-7,641;;;;947,100000;7,626;7,709;1,353;-6,615;-7,050;;;
0,2708;0,017;-7,636;;;;947,800000;7,631;7,709;1,354;-6,620;-7,040;;;
0,2710;0,022;-7,621;;;;948,500000;7,621;7,700;1,355;-6,620;-7,050;;;
0,2712;0,022;-7,612;;;;949,200000;7,626;7,709;1,356;-6,625;-7,045;;;
0,2714;0,027;-7,602;;;;949,900000;7,621;7,705;1,357;-6,625;-7,040;;;
0,2716;0,032;-7,592;;;;950,600000;7,631;7,705;1,358;-6,630;-7,050;;;
0,2718;0,032;-7,578;;;;951,300000;7,621;7,700;1,359;-6,635;-7,045;;;
0,2720;0,037;-7,563;;;;952,000000;7,621;7,700;1,360;-6,640;-7,045;;;
0,2722;0,037;-7,553;;;;952,700000;7,621;7,709;1,361;-6,650;-7,050;;;
0,2724;0,037;-7,543;;;;953,400000;7,626;7,695;1,362;-6,645;-7,045;;;
0,2726;0,042;-7,534;;;;954,100000;7,626;7,705;1,363;-6,650;-7,055;;;
0,2728;0,037;-7,524;;;;954,800000;7,621;7,705;1,364;-6,650;-7,045;;;
0,2730;0,037;-7,504;;;;955,500000;7,626;7,705;1,365;-6,654;-7,045;;;
0,2732;0,046;-7,490;;;;956,200000;7,626;7,705;1,366;-6,659;-7,045;;;
0,2734;0,051;-7,475;;;;956,900000;7,631;7,705;1,367;-6,654;-7,045;;;
0,2736;0,051;-7,460;;;;957,600000;7,626;7,709;1,368;-6,664;-7,050;;;
0,2738;0,056;-7,441;;;;958,300000;7,621;7,700;1,369;-6,669;-7,045;;;
0,2740;0,056;-7,431;;;;959,000000;7,631;7,709;1,370;-6,669;-7,050;;;
0,2742;0,056;-7,416;;;;959,700000;7,621;7,709;1,371;-6,679;-7,055;;;
0,2744;0,056;-7,397;;;;960,400000;7,626;7,705;1,372;-6,679;-7,045;;;
0,2746;0,061;-7,382;;;;961,100000;7,621;7,705;1,373;-6,679;-7,045;;;
0,2748;0,061;-7,363;;;;961,800000;7,626;7,695;1,374;-6,684;-7,050;;;
0,2750;0,061;-7,343;;;;962,500000;7,626;7,705;1,375;-6,684;-7,045;;;
0,2752;0,066;-7,324;;;;963,200000;7,621;7,705;1,376;-6,689;-7,050;;;
0,2754;0,066;-7,309;;;;963,900000;7,626;7,705;1,377;-6,689;-7,045;;;
0,2756;0,071;-7,289;;;;964,600000;7,626;7,705;1,378;-6,694;-7,050;;;
0,2758;0,071;-7,270;;;;965,300000;7,626;7,709;1,379;-6,698;-7,050;;;
0,2760;0,071;-7,255;;;;966,000000;7,626;7,705;1,380;-6,694;-7,045;;;
0,2762;0,071;-7,231;;;;966,700000;7,621;7,705;1,381;-6,703;-7,055;;;
0,2764;0,081;-7,211;;;;967,400000;7,626;7,709;1,382;-6,708;-7,045;;;
0,2766;0,081;-7,187;;;;968,100000;7,621;7,705;1,383;-6,708;-7,045;;;
0,2768;0,081;-7,167;;;;968,800000;7,626;7,705;1,384;-6,713;-7,050;;;
0,2770;0,081;-7,148;;;;969,500000;7,621;7,705;1,385;-6,708;-7,045;;;
0,2772;0,085;-7,128;;;;970,200000;7,626;7,705;1,386;-6,718;-7,050;;;
0,2774;0,085;-7,109;;;;970,900000;7,626;7,709;1,387;-6,723;-7,050;;;
0,2776;0,085;-7,084;;;;971,600000;7,626;7,705;1,388;-6,718;-7,045;;;
0,2778;0,090;-7,060;;;;972,300000;7,626;7,705;1,389;-6,728;-7,050;;;
0,2780;0,090;-7,035;;;;973,000000;7,621;7,705;1,390;-6,723;-7,045;;;
0,2782;0,095;-7,011;;;;973,700000;7,626;7,705;1,391;-6,728;-7,050;;;
0,2784;0,095;-6,991;;;;974,400000;7,626;7,709;1,392;-6,733;-7,050;;;
0,2786;0,100;-6,962;;;;975,100000;7,626;7,709;1,393;-6,733;-7,045;;;
0,2788;0,100;-6,938;;;;975,800000;7,626;7,709;1,394;-6,742;-7,050;;;
0,2790;0,100;-6,913;;;;976,500000;7,621;7,700;1,395;-6,737;-7,040;;;
0,2792;0,100;-6,889;;;;977,200000;7,631;7,709;1,396;-6,737;-7,050;;;
0,2794;0,105;-6,864;;;;977,900000;7,621;7,709;1,397;-6,742;-7,050;;;
0,2796;0,110;-6,830;;;;978,600000;7,626;7,709;1,398;-6,737;-7,045;;;
0,2798;0,110;-6,806;;;;979,300000;7,621;7,709;1,399;-6,747;-7,050;;;
0,2800;0,120;-6,772;;;;980,000000;7,626;7,700;1,400;-6,747;-7,045;;;
0,2802;0,115;-6,752;;;;980,700000;7,626;7,709;1,401;-6,752;-7,050;;;
0,2804;0,115;-6,728;;;;981,400000;7,617;7,705;1,402;-6,757;-7,050;;;
0,2806;0,115;-6,698;;;;982,100000;7,626;7,705;1,403;-6,752;-7,050;;;
0,2808;0,120;-6,674;;;;982,800000;7,621;7,705;1,404;-6,757;-7,055;;;
0,2810;0,125;-6,635;;;;983,500000;7,626;7,705;1,405;-6,762;-7,045;;;
0,2812;0,125;-6,606;;;;984,200000;7,626;7,709;1,406;-6,762;-7,050;;;
0,2814;0,125;-6,571;;;;984,900000;7,626;7,700;1,407;-6,767;-7,050;;;
0,2816;0,129;-6,547;;;;985,600000;7,626;7,709;1,408;-6,762;-7,045;;;
0,2818;0,129;-6,513;;;;986,300000;7,621;7,705;1,409;-6,767;-7,050;;;
0,2820;0,129;-6,484;;;;987,000000;7,626;7,709;1,410;-6,772;-7,050;;;
0,2822;0,129;-6,459;;;;987,700000;7,626;7,709;1,411;-6,772;-7,050;;;
0,2824;0,139;-6,420;;;;988,400000;7,626;7,709;1,412;-6,777;-7,055;;;
0,2826;0,139;-6,391;;;;989,100000;7,626;7,709;1,413;-6,772;-7,050;;;
0,2828;0,139;-6,357;;;;989,800000;7,626;7,705;1,414;-6,781;-7,050;;;
0,2830;0,139;-6,317;;;;990,500000;7,626;7,709;1,415;-6,781;-7,050;;;
0,2832;0,149;-6,288;;;;991,200000;7,621;7,705;1,416;-6,777;-7,045;;;
0,2834;0,144;-6,254;;;;991,900000;7,626;7,709;1,417;-6,781;-7,055;;;
0,2836;0,149;-6,220;;;;992,600000;7,621;7,705;1,418;-6,786;-7,045;;;
0,2838;0,149;-6,190;;;;993,300000;7,621;7,705;1,419;-6,786;-7,050;;;
0,2840;0,144;-6,151;;;;994,000000;7,626;7,709;1,420;-6,796;-7,055;;;
0,2842;0,154;-6,122;;;;994,700000;7,621;7,705;1,421;-6,786;-7,050;;;
0,2844;0,159;-6,083;;;;995,400000;7,631;7,709;1,422;-6,796;-7,055;;;
0,2846;0,159;-6,044;;;;996,100000;7,626;7,709;1,423;-6,796;-7,050;;;
0,2848;0,159;-6,010;;;;996,800000;7,626;7,705;1,424;-6,796;-7,050;;;
0,2850;0,164;-5,976;;;;997,500000;7,626;7,714;1,425;-6,801;-7,045;;;
0,2852;0,159;-5,946;;;;998,200000;7,626;7,705;1,426;-6,796;-7,045;;;
0,2854;0,159;-5,902;;;;998,900000;7,631;7,705;1,427;-6,801;-7,050;;;
0,2856;0,168;-5,863;;;;999,600000;7,621;7,705;1,428;-6,806;-7,050;;;
0,2858;0,164;-5,824;;;;1000,300000;7,626;7,709;1,429;-6,801;-7,050;;;
0,2860;0,168;-5,790;;;;1001,000000;7,621;7,705;1,430;-6,816;-7,055;;;
0,2862;0,173;-5,746;;;;1001,700000;7,626;7,705;1,431;-6,806;-7,050;;;
0,2864;0,178;-5,712;;;;1002,400000;7,626;7,709;1,432;-6,811;-7,050;;;
0,2866;0,168;-5,673;;;;1003,100000;7,626;7,700;1,433;-6,816;-7,055;;;
0,2868;0,173;-5,639;;;;1003,800000;7,631;7,709;1,434;-6,816;-7,050;;;
0,2870;0,173;-5,604;;;;1004,500000;7,621;7,705;1,435;-6,821;-7,050;;;
