"Laatste: Tijd (s)";"Laatste: Potential 1 (V)";"Laatste: Potential 2 (V)";"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)";"Meting 1: Tijd (ms)";"Meting 1: Potential 1 (V)";"Meting 1: Potential 2 (V)";"Meting 2: Tijd (s)";"Meting 2: Potential 1 (V)";"Meting 2: Potential 2 (V)";"Meting 3: Tijd (ms)";"Meting 3: Potential 1 (V)";"Meting 3: Potential 2 (V)"
2,3045;0,037;0,462;;;;3226,300000;-6,987;-7,060;4,609;-4,252;-7,040;;;
2,3050;0,032;0,476;;;;3227,000000;-6,982;-7,050;4,610;-4,286;-7,031;;;
2,3055;0,037;0,501;;;;3227,700000;-6,987;-7,060;4,611;-4,305;-7,035;;;
2,3060;0,037;0,530;;;;3228,400000;-6,977;-7,055;4,612;-4,335;-7,040;;;
2,3065;0,032;0,549;;;;3229,100000;-6,982;-7,055;4,613;-4,359;-7,031;;;
2,3070;0,032;0,574;;;;3229,800000;-6,982;-7,055;4,614;-4,388;-7,040;;;
2,3075;0,042;0,608;;;;3230,500000;-6,982;-7,060;4,615;-4,418;-7,035;;;
2,3080;0,032;0,628;;;;3231,200000;-6,982;-7,065;4,616;-4,432;-7,035;;;
2,3085;0,032;0,652;;;;3231,900000;-6,977;-7,060;4,617;-4,466;-7,035;;;
2,3090;0,037;0,681;;;;3232,600000;-6,987;-7,055;4,618;-4,486;-7,031;;;
2,3095;0,037;0,701;;;;3233,300000;-6,982;-7,055;4,619;-4,510;-7,040;;;
2,3100;0,037;0,720;;;;3234,000000;-6,987;-7,055;4,620;-4,540;-7,040;;;
2,3105;0,042;0,750;;;;3234,700000;-6,982;-7,060;4,621;-4,559;-7,040;;;
2,3110;0,037;0,779;;;;3235,400000;-6,982;-7,050;4,622;-4,589;-7,040;;;
2,3115;0,032;0,794;;;;3236,100000;-6,982;-7,055;4,623;-4,608;-7,035;;;
2,3120;0,037;0,823;;;;3236,800000;-6,977;-7,050;4,624;-4,628;-7,035;;;
2,3125;0,037;0,847;;;;3237,500000;-6,987;-7,055;4,625;-4,657;-7,035;;;
2,3130;0,032;0,867;;;;3238,200000;-6,977;-7,055;4,626;-4,672;-7,031;;;
2,3135;0,037;0,896;;;;3238,900000;-6,982;-7,055;4,627;-4,706;-7,035;;;
2,3140;0,037;0,926;;;;3239,600000;-6,982;-7,060;4,628;-4,725;-7,035;;;
2,3145;0,027;0,940;;;;3240,300000;-6,982;-7,055;4,629;-4,745;-7,040;;;
2,3150;0,037;0,969;;;;3241,000000;-6,982;-7,060;4,630;-4,769;-7,040;;;
2,3155;0,037;0,994;;;;3241,700000;-6,982;-7,055;4,631;-4,784;-7,040;;;
2,3160;0,032;1,013;;;;3242,400000;-6,987;-7,060;4,632;-4,813;-7,040;;;
2,3165;0,037;1,043;;;;3243,100000;-6,977;-7,060;4,633;-4,833;-7,035;;;
2,3170;0,042;1,067;;;;3243,800000;-6,982;-7,055;4,634;-4,857;-7,040;;;
2,3175;0,032;1,092;;;;3244,500000;-6,982;-7,055;4,635;-4,877;-7,040;;;
2,3180;0,037;1,116;;;;3245,200000;-6,982;-7,050;4,636;-4,891;-7,035;;;
2,3185;0,042;1,140;;;;3245,900000;-6,987;-7,060;4,637;-4,921;-7,040;;;
2,3190;0,037;1,165;;;;3246,600000;-6,977;-7,055;4,638;-4,935;-7,031;;;
2,3195;0,037;1,184;;;;3247,300000;-6,987;-7,055;4,639;-4,955;-7,040;;;
2,3200;0,037;1,214;;;;3248,000000;-6,982;-7,055;4,640;-4,979;-7,040;;;
2,3205;0,032;1,243;;;;3248,700000;-6,982;-7,055;4,641;-4,994;-7,035;;;
2,3210;0,037;1,263;;;;3249,400000;-6,982;-7,055;4,642;-5,013;-7,045;;;
2,3215;0,037;1,287;;;;3250,100000;-6,982;-7,050;4,643;-5,038;-7,040;;;
2,3220;0,037;1,306;;;;3250,800000;-6,982;-7,060;4,644;-5,053;-7,035;;;
2,3225;0,037;1,331;;;;3251,500000;-6,977;-7,055;4,645;-5,082;-7,040;;;
2,3230;0,037;1,360;;;;3252,200000;-6,987;-7,060;4,646;-5,092;-7,031;;;
2,3235;0,037;1,385;;;;3252,900000;-6,982;-7,060;4,647;-5,111;-7,045;;;
2,3240;0,032;1,404;;;;3253,600000;-6,987;-7,055;4,648;-5,131;-7,045;;;
2,3245;0,037;1,429;;;;3254,300000;-6,977;-7,055;4,649;-5,150;-7,035;;;
2,3250;0,032;1,463;;;;3255,000000;-6,982;-7,050;4,650;-5,175;-7,040;;;
2,3255;0,032;1,477;;;;3255,700000;-6,987;-7,060;4,651;-5,184;-7,035;;;
2,3260;0,037;1,502;;;;3256,400000;-6,982;-7,050;4,652;-5,204;-7,040;;;
2,3265;0,037;1,531;;;;3257,100000;-6,987;-7,060;4,653;-5,223;-7,040;;;
2,3270;0,032;1,551;;;;3257,800000;-6,982;-7,055;4,654;-5,233;-7,035;;;
2,3275;0,037;1,575;;;;3258,500000;-6,982;-7,060;4,655;-5,258;-7,040;;;
2,3280;0,037;1,600;;;;3259,200000;-6,982;-7,060;4,656;-5,267;-7,040;;;
2,3285;0,032;1,624;;;;3259,900000;-6,982;-7,060;4,657;-5,287;-7,035;;;
2,3290;0,037;1,648;;;;3260,600000;-6,982;-7,060;4,658;-5,306;-7,040;;;
2,3295;0,042;1,678;;;;3261,300000;-6,982;-7,050;4,659;-5,321;-7,035;;;
2,3300;0,032;1,697;;;;3262,000000;-6,987;-7,060;4,660;-5,341;-7,040;;;
2,3305;0,032;1,717;;;;3262,700000;-6,982;-7,055;4,661;-5,355;-7,040;;;
2,3310;0,042;1,746;;;;3263,400000;-6,987;-7,060;4,662;-5,370;-7,045;;;
2,3315;0,037;1,770;;;;3264,100000;-6,982;-7,055;4,663;-5,389;-7,040;;;
2,3320;0,032;1,780;;;;3264,800000;-6,982;-7,055;4,664;-5,399;-7,035;;;
2,3325;0,042;1,819;;;;3265,500000;-6,982;-7,055;4,665;-5,414;-7,040;;;
2,3330;0,032;1,839;;;;3266,200000;-6,982;-7,055;4,666;-5,433;-7,035;;;
2,3335;0,037;1,863;;;;3266,900000;-6,987;-7,055;4,667;-5,448;-7,040;;;
2,3340;0,037;1,888;;;;3267,600000;-6,977;-7,055;4,668;-5,468;-7,045;;;
2,3345;0,032;1,912;;;;3268,300000;-6,982;-7,060;4,669;-5,473;-7,040;;;
2,3350;0,032;1,932;;;;3269,000000;-6,982;-7,060;4,670;-5,497;-7,045;;;
2,3355;0,037;1,956;;;;3269,700000;-6,987;-7,060;4,671;-5,512;-7,045;;;
2,3360;0,032;1,990;;;;3270,400000;-6,987;-7,065;4,672;-5,521;-7,040;;;
2,3365;0,032;2,000;;;;3271,100000;-6,977;-7,055;4,673;-5,541;-7,050;;;
2,3370;0,032;2,029;;;;3271,800000;-6,987;-7,065;4,674;-5,551;-7,035;;;
2,3375;0,037;2,054;;;;3272,500000;-6,977;-7,055;4,675;-5,560;-7,040;;;
2,3380;0,032;2,078;;;;3273,200000;-6,987;-7,055;4,676;-5,580;-7,040;;;
2,3385;0,032;2,098;;;;3273,900000;-6,982;-7,055;4,677;-5,590;-7,040;;;
2,3390;0,032;2,132;;;;3274,600000;-6,982;-7,050;4,678;-5,614;-7,050;;;
2,3395;0,037;2,147;;;;3275,300000;-6,987;-7,060;4,679;-5,619;-7,035;;;
2,3400;0,037;2,176;;;;3276,000000;-6,982;-7,050;4,680;-5,634;-7,045;;;
2,3405;0,037;2,200;;;;3276,700000;-6,982;-7,060;4,681;-5,653;-7,045;;;
2,3410;0,032;2,220;;;;3277,400000;-6,977;-7,055;4,682;-5,653;-7,045;;;
2,3415;0,037;2,239;;;;3278,100000;-6,982;-7,055;4,683;-5,673;-7,045;;;
2,3420;0,037;2,269;;;;3278,800000;-6,982;-7,060;4,684;-5,687;-7,040;;;
2,3425;0,037;2,293;;;;3279,500000;-6,982;-7,055;4,685;-5,697;-7,040;;;
2,3430;0,032;2,308;;;;3280,200000;-6,982;-7,060;4,686;-5,712;-7,040;;;
2,3435;0,037;2,342;;;;3280,900000;-6,982;-7,050;4,687;-5,722;-7,045;;;
2,3440;0,032;2,361;;;;3281,600000;-6,987;-7,065;4,688;-5,736;-7,050;;;
2,3445;0,032;2,376;;;;3282,300000;-6,982;-7,060;4,689;-5,751;-7,045;;;
2,3450;0,037;2,405;;;;3283,000000;-6,982;-7,055;4,690;-5,761;-7,045;;;
2,3455;0,032;2,430;;;;3283,700000;-6,982;-7,060;4,691;-5,775;-7,045;;;
2,3460;0,032;2,449;;;;3284,400000;-6,982;-7,060;4,692;-5,790;-7,040;;;
2,3465;0,037;2,479;;;;3285,100000;-6,982;-7,055;4,693;-5,800;-7,050;;;
2,3470;0,037;2,503;;;;3285,800000;-6,982;-7,055;4,694;-5,810;-7,040;;;
2,3475;0,032;2,523;;;;3286,500000;-6,982;-7,060;4,695;-5,819;-7,040;;;
2,3480;0,032;2,547;;;;3287,200000;-6,977;-7,055;4,696;-5,829;-7,040;;;
2,3485;0,032;2,576;;;;3287,900000;-6,987;-7,060;4,697;-5,839;-7,040;;;
2,3490;0,032;2,596;;;;3288,600000;-6,982;-7,055;4,698;-5,853;-7,050;;;
2,3495;0,037;2,615;;;;3289,300000;-6,982;-7,055;4,699;-5,863;-7,045;;;
2,3500;0,037;2,645;;;;3290,000000;-6,982;-7,060;4,700;-5,878;-7,045;;;
2,3505;0,032;2,664;;;;3290,700000;-6,982;-7,055;4,701;-5,888;-7,045;;;
2,3510;0,037;2,689;;;;3291,400000;-6,987;-7,060;4,702;-5,897;-7,040;;;
2,3515;0,042;2,713;;;;3292,100000;-6,977;-7,060;4,703;-5,907;-7,045;;;
2,3520;0,032;2,737;;;;3292,800000;-6,982;-7,055;4,704;-5,922;-7,045;;;
2,3525;0,037;2,752;;;;3293,500000;-6,982;-7,055;4,705;-5,927;-7,040;;;
2,3530;0,037;2,777;;;;3294,200000;-6,982;-7,055;4,706;-5,937;-7,045;;;
2,3535;0,032;2,801;;;;3294,900000;-6,982;-7,055;4,707;-5,951;-7,040;;;
2,3540;0,032;2,821;;;;3295,600000;-6,982;-7,055;4,708;-5,956;-7,045;;;
2,3545;0,042;2,850;;;;3296,300000;-6,982;-7,060;4,709;-5,971;-7,045;;;
2,3550;0,027;2,869;;;;3297,000000;-6,977;-7,050;4,710;-5,980;-7,045;;;
2,3555;0,032;2,889;;;;3297,700000;-6,982;-7,060;4,711;-5,990;-7,050;;;
2,3560;0,037;2,913;;;;3298,400000;-6,977;-7,055;4,712;-6,000;-7,045;;;
2,3565;0,032;2,938;;;;3299,100000;-6,982;-7,050;4,713;-6,005;-7,045;;;
2,3570;0,032;2,957;;;;3299,800000;-6,982;-7,060;4,714;-6,024;-7,050;;;
2,3575;0,032;2,987;;;;3300,500000;-6,982;-7,055;4,715;-6,024;-7,040;;;
2,3580;0,032;3,011;;;;3301,200000;-6,987;-7,060;4,716;-6,034;-7,045;;;
2,3585;0,027;3,031;;;;3301,900000;-6,982;-7,055;4,717;-6,049;-7,045;;;
2,3590;0,037;3,055;;;;3302,600000;-6,982;-7,055;4,718;-6,054;-7,045;;;
2,3595;0,037;3,084;;;;3303,300000;-6,982;-7,055;4,719;-6,073;-7,050;;;
2,3600;0,032;3,099;;;;3304,000000;-6,982;-7,050;4,720;-6,073;-7,045;;;
2,3605;0,032;3,123;;;;3304,700000;-6,982;-7,060;4,721;-6,083;-7,050;;;
2,3610;0,032;3,153;;;;3305,400000;-6,977;-7,050;4,722;-6,093;-7,045;;;
2,3615;0,032;3,167;;;;3306,100000;-6,987;-7,055;4,723;-6,098;-7,045;;;
2,3620;0,037;3,187;;;;3306,800000;-6,977;-7,050;4,724;-6,107;-7,045;;;
2,3625;0,037;3,216;;;;3307,500000;-6,982;-7,055;4,725;-6,112;-7,040;;;
2,3630;0,032;3,236;;;;3308,200000;-6,982;-7,055;4,726;-6,127;-7,045;;;
2,3635;0,032;3,255;;;;3308,900000;-6,982;-7,050;4,727;-6,142;-7,045;;;
2,3640;0,037;3,280;;;;3309,600000;-6,982;-7,060;4,728;-6,137;-7,045;;;
2,3645;0,032;3,299;;;;3310,300000;-6,977;-7,055;4,729;-6,151;-7,055;;;
2,3650;0,027;3,319;;;;3311,000000;-6,982;-7,060;4,730;-6,161;-7,045;;;
2,3655;0,032;3,343;;;;3311,700000;-6,977;-7,060;4,731;-6,166;-7,045;;;
2,3660;0,027;3,368;;;;3312,400000;-6,987;-7,060;4,732;-6,181;-7,050;;;
2,3665;0,032;3,387;;;;3313,100000;-6,982;-7,055;4,733;-6,186;-7,040;;;
2,3670;0,032;3,411;;;;3313,800000;-6,982;-7,050;4,734;-6,190;-7,050;;;
2,3675;0,032;3,436;;;;3314,500000;-6,982;-7,055;4,735;-6,200;-7,040;;;
2,3680;0,027;3,451;;;;3315,200000;-6,977;-7,050;4,736;-6,205;-7,045;;;
2,3685;0,032;3,480;;;;3315,900000;-6,987;-7,055;4,737;-6,220;-7,050;;;
2,3690;0,037;3,509;;;;3316,600000;-6,982;-7,055;4,738;-6,225;-7,040;;;
2,3695;0,027;3,524;;;;3317,300000;-6,982;-7,050;4,739;-6,230;-7,045;;;
2,3700;0,032;3,548;;;;3318,000000;-6,977;-7,060;4,740;-6,239;-7,050;;;
2,3705;0,037;3,578;;;;3318,700000;-6,982;-7,050;4,741;-6,244;-7,050;;;
2,3710;0,027;3,592;;;;3319,400000;-6,987;-7,060;4,742;-6,254;-7,050;;;
2,3715;0,032;3,617;;;;3320,100000;-6,977;-7,060;4,743;-6,259;-7,045;;;
2,3720;0,032;3,636;;;;3320,800000;-6,987;-7,060;4,744;-6,269;-7,045;;;
2,3725;0,027;3,656;;;;3321,500000;-6,982;-7,060;4,745;-6,278;-7,045;;;
2,3730;0,032;3,675;;;;3322,200000;-6,982;-7,055;4,746;-6,274;-7,040;;;
2,3735;0,037;3,700;;;;3322,900000;-6,982;-7,055;4,747;-6,288;-7,050;;;
2,3740;0,027;3,719;;;;3323,600000;-6,972;-7,050;4,748;-6,298;-7,045;;;
2,3745;0,032;3,734;;;;3324,300000;-6,987;-7,060;4,749;-6,298;-7,045;;;
2,3750;0,032;3,763;;;;3325,000000;-6,977;-7,050;4,750;-6,313;-7,050;;;
2,3755;0,027;3,783;;;;3325,700000;-6,982;-7,055;4,751;-6,317;-7,045;;;
2,3760;0,027;3,802;;;;3326,400000;-6,977;-7,050;4,752;-6,317;-7,050;;;
2,3765;0,032;3,832;;;;3327,100000;-6,982;-7,050;4,753;-6,332;-7,050;;;
2,3770;0,032;3,851;;;;3327,800000;-6,982;-7,060;4,754;-6,327;-7,045;;;
2,3775;0,032;3,866;;;;3328,500000;-6,977;-7,060;4,755;-6,342;-7,045;;;
2,3780;0,032;3,895;;;;3329,200000;-6,987;-7,055;4,756;-6,342;-7,040;;;
2,3785;0,027;3,915;;;;3329,900000;-6,982;-7,055;4,757;-6,357;-7,045;;;
2,3790;0,032;3,934;;;;3330,600000;-6,987;-7,055;4,758;-6,361;-7,050;;;
2,3795;0,032;3,958;;;;3331,300000;-6,982;-7,055;4,759;-6,361;-7,050;;;
2,3800;0,027;3,988;;;;3332,000000;-6,982;-7,060;4,760;-6,376;-7,055;;;
2,3805;0,027;4,002;;;;3332,700000;-6,982;-7,065;4,761;-6,381;-7,045;;;
2,3810;0,032;4,027;;;;3333,400000;-6,977;-7,055;4,762;-6,381;-7,045;;;
2,3815;0,032;4,046;;;;3334,100000;-6,987;-7,060;4,763;-6,391;-7,050;;;
2,3820;0,027;4,061;;;;3334,800000;-6,977;-7,055;4,764;-6,391;-7,045;;;
2,3825;0,032;4,085;;;;3335,500000;-6,982;-7,055;4,765;-6,400;-7,050;;;
2,3830;0,032;4,110;;;;3336,200000;-6,982;-7,055;4,766;-6,405;-7,045;;;
2,3835;0,022;4,125;;;;3336,900000;-6,977;-7,050;4,767;-6,405;-7,045;;;
2,3840;0,032;4,144;;;;3337,600000;-6,982;-7,060;4,768;-6,420;-7,050;;;
2,3845;0,032;4,168;;;;3338,300000;-6,977;-7,050;4,769;-6,425;-7,045;;;
2,3850;0,027;4,188;;;;3339,000000;-6,982;-7,060;4,770;-6,430;-7,050;;;
2,3855;0,027;4,203;;;;3339,700000;-6,982;-7,060;4,771;-6,435;-7,050;;;
2,3860;0,032;4,232;;;;3340,400000;-6,982;-7,060;4,772;-6,435;-7,050;;;
2,3865;0,027;4,252;;;;3341,100000;-6,982;-7,060;4,773;-6,444;-7,060;;;
2,3870;0,027;4,271;;;;3341,800000;-6,982;-7,060;4,774;-6,449;-7,045;;;
2,3875;0,037;4,295;;;;3342,500000;-6,982;-7,065;4,775;-6,454;-7,050;;;
2,3880;0,027;4,310;;;;3343,200000;-6,982;-7,050;4,776;-6,464;-7,050;;;
2,3885;0,032;4,330;;;;3343,900000;-6,987;-7,060;4,777;-6,464;-7,045;;;
2,3890;0,027;4,359;;;;3344,600000;-6,982;-7,055;4,778;-6,469;-7,055;;;
2,3895;0,027;4,374;;;;3345,300000;-6,982;-7,055;4,779;-6,479;-7,050;;;
2,3900;0,027;4,388;;;;3346,000000;-6,982;-7,050;4,780;-6,479;-7,050;;;
2,3905;0,032;4,418;;;;3346,700000;-6,982;-7,045;4,781;-6,493;-7,050;;;
2,3910;0,032;4,442;;;;3347,400000;-6,977;-7,055;4,782;-6,488;-7,045;;;
2,3915;0,022;4,457;;;;3348,100000;-6,977;-7,055;4,783;-6,493;-7,050;;;
2,3920;0,027;4,471;;;;3348,800000;-6,987;-7,060;4,784;-6,503;-7,045;;;
2,3925;0,032;4,505;;;;3349,500000;-6,977;-7,055;4,785;-6,503;-7,045;;;
2,3930;0,022;4,515;;;;3350,200000;-6,982;-7,055;4,786;-6,503;-7,050;;;
2,3935;0,027;4,535;;;;3350,900000;-6,982;-7,055;4,787;-6,513;-7,040;;;
2,3940;0,027;4,559;;;;3351,600000;-6,982;-7,055;4,788;-6,518;-7,050;;;
2,3945;0,022;4,574;;;;3352,300000;-6,982;-7,060;4,789;-6,523;-7,050;;;
2,3950;0,027;4,593;;;;3353,000000;-6,982;-7,055;4,790;-6,527;-7,050;;;
2,3955;0,032;4,618;;;;3353,700000;-6,987;-7,060;4,791;-6,532;-7,060;;;
2,3960;0,027;4,632;;;;3354,400000;-6,977;-7,055;4,792;-6,537;-7,050;;;
2,3965;0,027;4,652;;;;3355,100000;-6,982;-7,055;4,793;-6,542;-7,050;;;
2,3970;0,027;4,676;;;;3355,800000;-6,982;-7,055;4,794;-6,552;-7,050;;;
2,3975;0,022;4,691;;;;3356,500000;-6,977;-7,050;4,795;-6,547;-7,045;;;
2,3980;0,027;4,716;;;;3357,200000;-6,982;-7,060;4,796;-6,552;-7,050;;;
2,3985;0,032;4,735;;;;3357,900000;-6,982;-7,055;4,797;-6,562;-7,050;;;
2,3990;0,027;4,755;;;;3358,600000;-6,987;-7,055;4,798;-6,562;-7,050;;;
2,3995;0,027;4,769;;;;3359,300000;-6,977;-7,055;4,799;-6,571;-7,050;;;
2,4000;0,032;4,794;;;;3360,000000;-6,982;-7,055;4,800;-6,571;-7,045;;;
2,4005;0,027;4,818;;;;3360,700000;-6,982;-7,060;4,801;-6,576;-7,055;;;
2,4010;0,027;4,828;;;;3361,400000;-6,982;-7,050;4,802;-6,581;-7,050;;;
2,4015;0,027;4,852;;;;3362,100000;-6,987;-7,065;4,803;-6,576;-7,045;;;
2,4020;0,027;4,877;;;;3362,800000;-6,977;-7,055;4,804;-6,586;-7,055;;;
2,4025;0,022;4,891;;;;3363,500000;-6,982;-7,055;4,805;-6,591;-7,050;;;
2,4030;0,027;4,911;;;;3364,200000;-6,982;-7,050;4,806;-6,591;-7,045;;;
2,4035;0,027;4,930;;;;3364,900000;-6,982;-7,050;4,807;-6,601;-7,050;;;
2,4040;0,022;4,945;;;;3365,600000;-6,977;-7,060;4,808;-6,601;-7,050;;;
2,4045;0,027;4,965;;;;3366,300000;-6,982;-7,050;4,809;-6,606;-7,055;;;
2,4050;0,022;4,984;;;;3367,000000;-6,982;-7,055;4,810;-6,611;-7,050;;;
2,4055;0,017;4,999;;;;3367,700000;-6,982;-7,055;4,811;-6,611;-7,050;;;
2,4060;0,022;5,018;;;;3368,400000;-6,982;-7,060;4,812;-6,620;-7,050;;;
2,4065;0,027;5,043;;;;3369,100000;-6,977;-7,055;4,813;-6,620;-7,045;;;
2,4070;0,022;5,057;;;;3369,800000;-6,987;-7,055;4,814;-6,630;-7,055;;;
2,4075;0,022;5,077;;;;3370,500000;-6,982;-7,055;4,815;-6,625;-7,045;;;
2,4080;0,027;5,096;;;;3371,200000;-6,982;-7,055;4,816;-6,625;-7,045;;;
2,4085;0,022;5,116;;;;3371,900000;-6,987;-7,065;4,817;-6,635;-7,050;;;
2,4090;0,027;5,131;;;;3372,600000;-6,982;-7,055;4,818;-6,635;-7,050;;;
2,4095;0,032;5,155;;;;3373,300000;-6,987;-7,060;4,819;-6,640;-7,060;;;
2,4100;0,022;5,170;;;;3374,000000;-6,982;-7,060;4,820;-6,645;-7,050;;;
2,4105;0,027;5,189;;;;3374,700000;-6,982;-7,055;4,821;-6,650;-7,055;;;
2,4110;0,032;5,214;;;;3375,400000;-6,982;-7,060;4,822;-6,654;-7,055;;;
2,4115;0,022;5,233;;;;3376,100000;-6,982;-7,055;4,823;-6,654;-7,050;;;
2,4120;0,022;5,238;;;;3376,800000;-6,982;-7,055;4,824;-6,659;-7,055;;;
2,4125;0,027;5,263;;;;3377,500000;-6,977;-7,060;4,825;-6,659;-7,050;;;
2,4130;0,022;5,277;;;;3378,200000;-6,987;-7,060;4,826;-6,659;-7,050;;;
2,4135;0,022;5,297;;;;3378,900000;-6,982;-7,055;4,827;-6,674;-7,050;;;
2,4140;0,022;5,316;;;;3379,600000;-6,987;-7,055;4,828;-6,669;-7,050;;;
2,4145;0,027;5,336;;;;3380,300000;-6,982;-7,065;4,829;-6,669;-7,050;;;
2,4150;0,017;5,350;;;;3381,000000;-6,982;-7,055;4,830;-6,679;-7,055;;;
2,4155;0,027;5,370;;;;3381,700000;-6,987;-7,065;4,831;-6,674;-7,050;;;
2,4160;0,022;5,394;;;;3382,400000;-6,982;-7,055;4,832;-6,679;-7,055;;;
2,4165;0,022;5,399;;;;3383,100000;-6,987;-7,060;4,833;-6,684;-7,050;;;
2,4170;0,022;5,424;;;;3383,800000;-6,977;-7,055;4,834;-6,689;-7,050;;;
2,4175;0,027;5,448;;;;3384,500000;-6,987;-7,055;4,835;-6,689;-7,050;;;
2,4180;0,022;5,458;;;;3385,200000;-6,982;-7,055;4,836;-6,689;-7,050;;;
2,4185;0,022;5,477;;;;3385,900000;-6,982;-7,050;4,837;-6,698;-7,055;;;
2,4190;0,027;5,497;;;;3386,600000;-6,982;-7,060;4,838;-6,703;-7,050;;;
2,4195;0,022;5,512;;;;3387,300000;-6,977;-7,055;4,839;-6,698;-7,050;;;
2,4200;0,022;5,531;;;;3388,000000;-6,982;-7,055;4,840;-6,708;-7,055;;;
2,4205;0,027;5,551;;;;3388,700000;-6,982;-7,060;4,841;-6,708;-7,050;;;
2,4210;0,022;5,565;;;;3389,400000;-6,987;-7,055;4,842;-6,708;-7,055;;;
2,4215;0,027;5,580;;;;3390,100000;-6,982;-7,055;4,843;-6,713;-7,050;;;
2,4220;0,022;5,600;;;;3390,800000;-6,982;-7,050;4,844;-6,713;-7,050;;;
2,4225;0,022;5,619;;;;3391,500000;-6,987;-7,060;4,845;-6,718;-7,050;;;
2,4230;0,022;5,629;;;;3392,200000;-6,982;-7,055;4,846;-6,718;-7,045;;;
2,4235;0,022;5,653;;;;3392,900000;-6,987;-7,060;4,847;-6,718;-7,050;;;
2,4240;0,017;5,673;;;;3393,600000;-6,977;-7,050;4,848;-6,733;-7,050;;;
2,4245;0,017;5,683;;;;3394,300000;-6,982;-7,055;4,849;-6,723;-7,050;;;
2,4250;0,022;5,707;;;;3395,000000;-6,982;-7,055;4,850;-6,733;-7,055;;;
2,4255;0,017;5,722;;;;3395,700000;-6,982;-7,050;4,851;-6,733;-7,045;;;
2,4260;0,012;5,731;;;;3396,400000;-6,982;-7,060;4,852;-6,737;-7,050;;;
2,4265;0,022;5,751;;;;3397,100000;-6,977;-7,055;4,853;-6,742;-7,050;;;
2,4270;0,022;5,775;;;;3397,800000;-6,987;-7,060;4,854;-6,737;-7,050;;;
2,4275;0,017;5,790;;;;3398,500000;-6,982;-7,060;4,855;-6,742;-7,050;;;
2,4280;0,022;5,805;;;;3399,200000;-6,987;-7,055;4,856;-6,742;-7,040;;;
2,4285;0,022;5,819;;;;3399,900000;-6,982;-7,060;4,857;-6,747;-7,050;;;
2,4290;0,017;5,839;;;;3400,600000;-6,982;-7,050;4,858;-6,752;-7,050;;;
2,4295;0,022;5,853;;;;3401,300000;-6,982;-7,060;4,859;-6,747;-7,045;;;
2,4300;0,022;5,873;;;;3402,000000;-6,982;-7,060;4,860;-6,752;-7,060;;;
2,4305;0,017;5,888;;;;3402,700000;-6,987;-7,055;4,861;-6,757;-7,050;;;
2,4310;0,022;5,902;;;;3403,400000;-6,982;-7,055;4,862;-6,757;-7,050;;;
2,4315;0,027;5,922;;;;3404,100000;-6,982;-7,055;4,863;-6,762;-7,050;;;
2,4320;0,017;5,941;;;;3404,800000;-6,982;-7,055;4,864;-6,762;-7,050;;;
2,4325;0,022;5,946;;;;3405,500000;-6,982;-7,050;4,865;-6,762;-7,055;;;
2,4330;0,022;5,966;;;;3406,200000;-6,982;-7,060;4,866;-6,767;-7,050;;;
2,4335;0,022;5,990;;;;3406,900000;-6,977;-7,050;4,867;-6,767;-7,050;;;
2,4340;0,017;5,995;;;;3407,600000;-6,987;-7,060;4,868;-6,777;-7,050;;;
2,4345;0,022;6,015;;;;3408,300000;-6,977;-7,050;4,869;-6,772;-7,050;;;
2,4350;0,017;6,034;;;;3409,000000;-6,987;-7,055;4,870;-6,772;-7,055;;;
2,4355;0,017;6,044;;;;3409,700000;-6,982;-7,050;4,871;-6,777;-7,050;;;
2,4360;0,017;6,059;;;;3410,400000;-6,982;-7,050;4,872;-6,777;-7,045;;;
2,4365;0,017;6,078;;;;3411,100000;-6,982;-7,065;4,873;-6,777;-7,055;;;
2,4370;0,012;6,093;;;;3411,800000;-6,977;-7,060;4,874;-6,781;-7,045;;;
2,4375;0,022;6,117;;;;3412,500000;-6,991;-7,060;4,875;-6,786;-7,050;;;
2,4380;0,017;6,132;;;;3413,200000;-6,982;-7,055;4,876;-6,786;-7,050;;;
2,4385;0,017;6,137;;;;3413,900000;-6,982;-7,055;4,877;-6,786;-7,050;;;
2,4390;0,022;6,156;;;;3414,600000;-6,982;-7,055;4,878;-6,786;-7,050;;;
2,4395;0,017;6,176;;;;3415,300000;-6,987;-7,050;4,879;-6,791;-7,045;;;
2,4400;0,017;6,186;;;;3416,000000;-6,982;-7,060;4,880;-6,791;-7,050;;;
2,4405;0,022;6,205;;;;3416,700000;-6,977;-7,050;4,881;-6,801;-7,055;;;
2,4410;0,027;6,220;;;;3417,400000;-6,987;-7,060;4,882;-6,796;-7,050;;;
2,4415;0,017;6,234;;;;3418,100000;-6,982;-7,055;4,883;-6,796;-7,060;;;
2,4420;0,022;6,244;;;;3418,800000;-6,982;-7,055;4,884;-6,801;-7,045;;;
2,4425;0,022;6,269;;;;3419,500000;-6,982;-7,055;4,885;-6,796;-7,045;;;
2,4430;0,017;6,278;;;;3420,200000;-6,987;-7,050;4,886;-6,806;-7,050;;;
2,4435;0,017;6,288;;;;3420,900000;-6,982;-7,060;4,887;-6,801;-7,050;;;
2,4440;0,017;6,308;;;;3421,600000;-6,977;-7,055;4,888;-6,806;-7,055;;;
