"Laatste: Tijd (ms)";"Laatste: Potential 1 (V)";"Laatste: Potential 2 (V)";"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)";"Meting 1: Tijd (ms)";"Meting 1: Potential 1 (V)";"Meting 1: Potential 2 (V)";"Meting 2: Tijd (s)";"Meting 2: Potential 1 (V)";"Meting 2: Potential 2 (V)"
;;;;;;3208,800000;-6,982;-7,065;4,584;-3,485;-7,031
;;;;;;3209,500000;-6,982;-7,050;4,585;-3,514;-7,026
;;;;;;3210,200000;-6,982;-7,060;4,586;-3,548;-7,031
;;;;;;3210,900000;-6,977;-7,055;4,587;-3,587;-7,031
;;;;;;3211,600000;-6,987;-7,060;4,588;-3,617;-7,031
;;;;;;3212,300000;-6,982;-7,050;4,589;-3,661;-7,035
;;;;;;3213,000000;-6,987;-7,055;4,590;-3,685;-7,031
;;;;;;3213,700000;-6,982;-7,055;4,591;-3,719;-7,031
;;;;;;3214,400000;-6,982;-7,050;4,592;-3,753;-7,031
;;;;;;3215,100000;-6,982;-7,060;4,593;-3,778;-7,031
;;;;;;3215,800000;-6,982;-7,050;4,594;-3,822;-7,035
;;;;;;3216,500000;-6,987;-7,055;4,595;-3,846;-7,031
;;;;;;3217,200000;-6,982;-7,050;4,596;-3,875;-7,031
;;;;;;3217,900000;-6,987;-7,060;4,597;-3,910;-7,031
;;;;;;3218,600000;-6,982;-7,060;4,598;-3,934;-7,031
;;;;;;3219,300000;-6,982;-7,060;4,599;-3,968;-7,040
;;;;;;3220,000000;-6,987;-7,060;4,600;-3,998;-7,031
;;;;;;3220,700000;-6,982;-7,055;4,601;-4,027;-7,035
;;;;;;3221,400000;-6,982;-7,065;4,602;-4,056;-7,035
;;;;;;3222,100000;-6,977;-7,055;4,603;-4,081;-7,035
;;;;;;3222,800000;-6,982;-7,060;4,604;-4,115;-7,035
;;;;;;3223,500000;-6,982;-7,055;4,605;-4,144;-7,031
;;;;;;3224,200000;-6,982;-7,055;4,606;-4,168;-7,031
;;;;;;3224,900000;-6,982;-7,055;4,607;-4,203;-7,031
;;;;;;3225,600000;-6,982;-7,055;4,608;-4,227;-7,031
;;;;;;3226,300000;-6,987;-7,060;4,609;-4,252;-7,040
;;;;;;3227,000000;-6,982;-7,050;4,610;-4,286;-7,031
;;;;;;3227,700000;-6,987;-7,060;4,611;-4,305;-7,035
;;;;;;3228,400000;-6,977;-7,055;4,612;-4,335;-7,040
;;;;;;3229,100000;-6,982;-7,055;4,613;-4,359;-7,031
;;;;;;3229,800000;-6,982;-7,055;4,614;-4,388;-7,040
;;;;;;3230,500000;-6,982;-7,060;4,615;-4,418;-7,035
;;;;;;3231,200000;-6,982;-7,065;4,616;-4,432;-7,035
;;;;;;3231,900000;-6,977;-7,060;4,617;-4,466;-7,035
;;;;;;3232,600000;-6,987;-7,055;4,618;-4,486;-7,031
;;;;;;3233,300000;-6,982;-7,055;4,619;-4,510;-7,040
;;;;;;3234,000000;-6,987;-7,055;4,620;-4,540;-7,040
;;;;;;3234,700000;-6,982;-7,060;4,621;-4,559;-7,040
;;;;;;3235,400000;-6,982;-7,050;4,622;-4,589;-7,040
;;;;;;3236,100000;-6,982;-7,055;4,623;-4,608;-7,035
;;;;;;3236,800000;-6,977;-7,050;4,624;-4,628;-7,035
;;;;;;3237,500000;-6,987;-7,055;4,625;-4,657;-7,035
;;;;;;3238,200000;-6,977;-7,055;4,626;-4,672;-7,031
;;;;;;3238,900000;-6,982;-7,055;4,627;-4,706;-7,035
;;;;;;3239,600000;-6,982;-7,060;4,628;-4,725;-7,035
;;;;;;3240,300000;-6,982;-7,055;4,629;-4,745;-7,040
;;;;;;3241,000000;-6,982;-7,060;4,630;-4,769;-7,040
;;;;;;3241,700000;-6,982;-7,055;4,631;-4,784;-7,040
;;;;;;3242,400000;-6,987;-7,060;4,632;-4,813;-7,040
;;;;;;3243,100000;-6,977;-7,060;4,633;-4,833;-7,035
;;;;;;3243,800000;-6,982;-7,055;4,634;-4,857;-7,040
;;;;;;3244,500000;-6,982;-7,055;4,635;-4,877;-7,040
;;;;;;3245,200000;-6,982;-7,050;4,636;-4,891;-7,035
;;;;;;3245,900000;-6,987;-7,060;4,637;-4,921;-7,040
;;;;;;3246,600000;-6,977;-7,055;4,638;-4,935;-7,031
;;;;;;3247,300000;-6,987;-7,055;4,639;-4,955;-7,040
;;;;;;3248,000000;-6,982;-7,055;4,640;-4,979;-7,040
;;;;;;3248,700000;-6,982;-7,055;4,641;-4,994;-7,035
;;;;;;3249,400000;-6,982;-7,055;4,642;-5,013;-7,045
;;;;;;3250,100000;-6,982;-7,050;4,643;-5,038;-7,040
;;;;;;3250,800000;-6,982;-7,060;4,644;-5,053;-7,035
;;;;;;3251,500000;-6,977;-7,055;4,645;-5,082;-7,040
;;;;;;3252,200000;-6,987;-7,060;4,646;-5,092;-7,031
;;;;;;3252,900000;-6,982;-7,060;4,647;-5,111;-7,045
;;;;;;3253,600000;-6,987;-7,055;4,648;-5,131;-7,045
;;;;;;3254,300000;-6,977;-7,055;4,649;-5,150;-7,035
;;;;;;3255,000000;-6,982;-7,050;4,650;-5,175;-7,040
;;;;;;3255,700000;-6,987;-7,060;4,651;-5,184;-7,035
;;;;;;3256,400000;-6,982;-7,050;4,652;-5,204;-7,040
;;;;;;3257,100000;-6,987;-7,060;4,653;-5,223;-7,040
;;;;;;3257,800000;-6,982;-7,055;4,654;-5,233;-7,035
;;;;;;3258,500000;-6,982;-7,060;4,655;-5,258;-7,040
;;;;;;3259,200000;-6,982;-7,060;4,656;-5,267;-7,040
;;;;;;3259,900000;-6,982;-7,060;4,657;-5,287;-7,035
;;;;;;3260,600000;-6,982;-7,060;4,658;-5,306;-7,040
;;;;;;3261,300000;-6,982;-7,050;4,659;-5,321;-7,035
;;;;;;3262,000000;-6,987;-7,060;4,660;-5,341;-7,040
;;;;;;3262,700000;-6,982;-7,055;4,661;-5,355;-7,040
;;;;;;3263,400000;-6,987;-7,060;4,662;-5,370;-7,045
;;;;;;3264,100000;-6,982;-7,055;4,663;-5,389;-7,040
;;;;;;3264,800000;-6,982;-7,055;4,664;-5,399;-7,035
;;;;;;3265,500000;-6,982;-7,055;4,665;-5,414;-7,040
;;;;;;3266,200000;-6,982;-7,055;4,666;-5,433;-7,035
;;;;;;3266,900000;-6,987;-7,055;4,667;-5,448;-7,040
;;;;;;3267,600000;-6,977;-7,055;4,668;-5,468;-7,045
;;;;;;3268,300000;-6,982;-7,060;4,669;-5,473;-7,040
;;;;;;3269,000000;-6,982;-7,060;4,670;-5,497;-7,045
;;;;;;3269,700000;-6,987;-7,060;4,671;-5,512;-7,045
;;;;;;3270,400000;-6,987;-7,065;4,672;-5,521;-7,040
;;;;;;3271,100000;-6,977;-7,055;4,673;-5,541;-7,050
;;;;;;3271,800000;-6,987;-7,065;4,674;-5,551;-7,035
;;;;;;3272,500000;-6,977;-7,055;4,675;-5,560;-7,040
;;;;;;3273,200000;-6,987;-7,055;4,676;-5,580;-7,040
;;;;;;3273,900000;-6,982;-7,055;4,677;-5,590;-7,040
;;;;;;3274,600000;-6,982;-7,050;4,678;-5,614;-7,050
;;;;;;3275,300000;-6,987;-7,060;4,679;-5,619;-7,035
;;;;;;3276,000000;-6,982;-7,050;4,680;-5,634;-7,045
;;;;;;3276,700000;-6,982;-7,060;4,681;-5,653;-7,045
;;;;;;3277,400000;-6,977;-7,055;4,682;-5,653;-7,045
;;;;;;3278,100000;-6,982;-7,055;4,683;-5,673;-7,045
;;;;;;3278,800000;-6,982;-7,060;4,684;-5,687;-7,040
;;;;;;3279,500000;-6,982;-7,055;4,685;-5,697;-7,040
;;;;;;3280,200000;-6,982;-7,060;4,686;-5,712;-7,040
;;;;;;3280,900000;-6,982;-7,050;4,687;-5,722;-7,045
;;;;;;3281,600000;-6,987;-7,065;4,688;-5,736;-7,050
;;;;;;3282,300000;-6,982;-7,060;4,689;-5,751;-7,045
;;;;;;3283,000000;-6,982;-7,055;4,690;-5,761;-7,045
;;;;;;3283,700000;-6,982;-7,060;4,691;-5,775;-7,045
;;;;;;3284,400000;-6,982;-7,060;4,692;-5,790;-7,040
;;;;;;3285,100000;-6,982;-7,055;4,693;-5,800;-7,050
;;;;;;3285,800000;-6,982;-7,055;4,694;-5,810;-7,040
;;;;;;3286,500000;-6,982;-7,060;4,695;-5,819;-7,040
;;;;;;3287,200000;-6,977;-7,055;4,696;-5,829;-7,040
;;;;;;3287,900000;-6,987;-7,060;4,697;-5,839;-7,040
;;;;;;3288,600000;-6,982;-7,055;4,698;-5,853;-7,050
;;;;;;3289,300000;-6,982;-7,055;4,699;-5,863;-7,045
;;;;;;3290,000000;-6,982;-7,060;4,700;-5,878;-7,045
;;;;;;3290,700000;-6,982;-7,055;4,701;-5,888;-7,045
;;;;;;3291,400000;-6,987;-7,060;4,702;-5,897;-7,040
;;;;;;3292,100000;-6,977;-7,060;4,703;-5,907;-7,045
;;;;;;3292,800000;-6,982;-7,055;4,704;-5,922;-7,045
;;;;;;3293,500000;-6,982;-7,055;4,705;-5,927;-7,040
;;;;;;3294,200000;-6,982;-7,055;4,706;-5,937;-7,045
;;;;;;3294,900000;-6,982;-7,055;4,707;-5,951;-7,040
;;;;;;3295,600000;-6,982;-7,055;4,708;-5,956;-7,045
;;;;;;3296,300000;-6,982;-7,060;4,709;-5,971;-7,045
;;;;;;3297,000000;-6,977;-7,050;4,710;-5,980;-7,045
;;;;;;3297,700000;-6,982;-7,060;4,711;-5,990;-7,050
;;;;;;3298,400000;-6,977;-7,055;4,712;-6,000;-7,045
;;;;;;3299,100000;-6,982;-7,050;4,713;-6,005;-7,045
;;;;;;3299,800000;-6,982;-7,060;4,714;-6,024;-7,050
;;;;;;3300,500000;-6,982;-7,055;4,715;-6,024;-7,040
;;;;;;3301,200000;-6,987;-7,060;4,716;-6,034;-7,045
;;;;;;3301,900000;-6,982;-7,055;4,717;-6,049;-7,045
;;;;;;3302,600000;-6,982;-7,055;4,718;-6,054;-7,045
;;;;;;3303,300000;-6,982;-7,055;4,719;-6,073;-7,050
;;;;;;3304,000000;-6,982;-7,050;4,720;-6,073;-7,045
;;;;;;3304,700000;-6,982;-7,060;4,721;-6,083;-7,050
;;;;;;3305,400000;-6,977;-7,050;4,722;-6,093;-7,045
;;;;;;3306,100000;-6,987;-7,055;4,723;-6,098;-7,045
;;;;;;3306,800000;-6,977;-7,050;4,724;-6,107;-7,045
;;;;;;3307,500000;-6,982;-7,055;4,725;-6,112;-7,040
;;;;;;3308,200000;-6,982;-7,055;4,726;-6,127;-7,045
;;;;;;3308,900000;-6,982;-7,050;4,727;-6,142;-7,045
;;;;;;3309,600000;-6,982;-7,060;4,728;-6,137;-7,045
;;;;;;3310,300000;-6,977;-7,055;4,729;-6,151;-7,055
;;;;;;3311,000000;-6,982;-7,060;4,730;-6,161;-7,045
;;;;;;3311,700000;-6,977;-7,060;4,731;-6,166;-7,045
;;;;;;3312,400000;-6,987;-7,060;4,732;-6,181;-7,050
;;;;;;3313,100000;-6,982;-7,055;4,733;-6,186;-7,040
;;;;;;3313,800000;-6,982;-7,050;4,734;-6,190;-7,050
;;;;;;3314,500000;-6,982;-7,055;4,735;-6,200;-7,040
;;;;;;3315,200000;-6,977;-7,050;4,736;-6,205;-7,045
;;;;;;3315,900000;-6,987;-7,055;4,737;-6,220;-7,050
;;;;;;3316,600000;-6,982;-7,055;4,738;-6,225;-7,040
;;;;;;3317,300000;-6,982;-7,050;4,739;-6,230;-7,045
;;;;;;3318,000000;-6,977;-7,060;4,740;-6,239;-7,050
;;;;;;3318,700000;-6,982;-7,050;4,741;-6,244;-7,050
;;;;;;3319,400000;-6,987;-7,060;4,742;-6,254;-7,050
;;;;;;3320,100000;-6,977;-7,060;4,743;-6,259;-7,045
;;;;;;3320,800000;-6,987;-7,060;4,744;-6,269;-7,045
;;;;;;3321,500000;-6,982;-7,060;4,745;-6,278;-7,045
;;;;;;3322,200000;-6,982;-7,055;4,746;-6,274;-7,040
;;;;;;3322,900000;-6,982;-7,055;4,747;-6,288;-7,050
;;;;;;3323,600000;-6,972;-7,050;4,748;-6,298;-7,045
;;;;;;3324,300000;-6,987;-7,060;4,749;-6,298;-7,045
;;;;;;3325,000000;-6,977;-7,050;4,750;-6,313;-7,050
;;;;;;3325,700000;-6,982;-7,055;4,751;-6,317;-7,045
;;;;;;3326,400000;-6,977;-7,050;4,752;-6,317;-7,050
;;;;;;3327,100000;-6,982;-7,050;4,753;-6,332;-7,050
;;;;;;3327,800000;-6,982;-7,060;4,754;-6,327;-7,045
;;;;;;3328,500000;-6,977;-7,060;4,755;-6,342;-7,045
;;;;;;3329,200000;-6,987;-7,055;4,756;-6,342;-7,040
;;;;;;3329,900000;-6,982;-7,055;4,757;-6,357;-7,045
;;;;;;3330,600000;-6,987;-7,055;4,758;-6,361;-7,050
;;;;;;3331,300000;-6,982;-7,055;4,759;-6,361;-7,050
;;;;;;3332,000000;-6,982;-7,060;4,760;-6,376;-7,055
;;;;;;3332,700000;-6,982;-7,065;4,761;-6,381;-7,045
;;;;;;3333,400000;-6,977;-7,055;4,762;-6,381;-7,045
;;;;;;3334,100000;-6,987;-7,060;4,763;-6,391;-7,050
;;;;;;3334,800000;-6,977;-7,055;4,764;-6,391;-7,045
;;;;;;3335,500000;-6,982;-7,055;4,765;-6,400;-7,050
;;;;;;3336,200000;-6,982;-7,055;4,766;-6,405;-7,045
;;;;;;3336,900000;-6,977;-7,050;4,767;-6,405;-7,045
;;;;;;3337,600000;-6,982;-7,060;4,768;-6,420;-7,050
;;;;;;3338,300000;-6,977;-7,050;4,769;-6,425;-7,045
;;;;;;3339,000000;-6,982;-7,060;4,770;-6,430;-7,050
;;;;;;3339,700000;-6,982;-7,060;4,771;-6,435;-7,050
;;;;;;3340,400000;-6,982;-7,060;4,772;-6,435;-7,050
;;;;;;3341,100000;-6,982;-7,060;4,773;-6,444;-7,060
;;;;;;3341,800000;-6,982;-7,060;4,774;-6,449;-7,045
;;;;;;3342,500000;-6,982;-7,065;4,775;-6,454;-7,050
;;;;;;3343,200000;-6,982;-7,050;4,776;-6,464;-7,050
;;;;;;3343,900000;-6,987;-7,060;4,777;-6,464;-7,045
;;;;;;3344,600000;-6,982;-7,055;4,778;-6,469;-7,055
;;;;;;3345,300000;-6,982;-7,055;4,779;-6,479;-7,050
;;;;;;3346,000000;-6,982;-7,050;4,780;-6,479;-7,050
;;;;;;3346,700000;-6,982;-7,045;4,781;-6,493;-7,050
;;;;;;3347,400000;-6,977;-7,055;4,782;-6,488;-7,045
;;;;;;3348,100000;-6,977;-7,055;4,783;-6,493;-7,050
;;;;;;3348,800000;-6,987;-7,060;4,784;-6,503;-7,045
;;;;;;3349,500000;-6,977;-7,055;4,785;-6,503;-7,045
;;;;;;3350,200000;-6,982;-7,055;4,786;-6,503;-7,050
;;;;;;3350,900000;-6,982;-7,055;4,787;-6,513;-7,040
;;;;;;3351,600000;-6,982;-7,055;4,788;-6,518;-7,050
;;;;;;3352,300000;-6,982;-7,060;4,789;-6,523;-7,050
;;;;;;3353,000000;-6,982;-7,055;4,790;-6,527;-7,050
;;;;;;3353,700000;-6,987;-7,060;4,791;-6,532;-7,060
;;;;;;3354,400000;-6,977;-7,055;4,792;-6,537;-7,050
;;;;;;3355,100000;-6,982;-7,055;4,793;-6,542;-7,050
;;;;;;3355,800000;-6,982;-7,055;4,794;-6,552;-7,050
;;;;;;3356,500000;-6,977;-7,050;4,795;-6,547;-7,045
;;;;;;3357,200000;-6,982;-7,060;4,796;-6,552;-7,050
;;;;;;3357,900000;-6,982;-7,055;4,797;-6,562;-7,050
;;;;;;3358,600000;-6,987;-7,055;4,798;-6,562;-7,050
;;;;;;3359,300000;-6,977;-7,055;4,799;-6,571;-7,050
;;;;;;3360,000000;-6,982;-7,055;4,800;-6,571;-7,045
;;;;;;3360,700000;-6,982;-7,060;4,801;-6,576;-7,055
;;;;;;3361,400000;-6,982;-7,050;4,802;-6,581;-7,050
;;;;;;3362,100000;-6,987;-7,065;4,803;-6,576;-7,045
;;;;;;3362,800000;-6,977;-7,055;4,804;-6,586;-7,055
;;;;;;3363,500000;-6,982;-7,055;4,805;-6,591;-7,050
;;;;;;3364,200000;-6,982;-7,050;4,806;-6,591;-7,045
;;;;;;3364,900000;-6,982;-7,050;4,807;-6,601;-7,050
;;;;;;3365,600000;-6,977;-7,060;4,808;-6,601;-7,050
;;;;;;3366,300000;-6,982;-7,050;4,809;-6,606;-7,055
;;;;;;3367,000000;-6,982;-7,055;4,810;-6,611;-7,050
;;;;;;3367,700000;-6,982;-7,055;4,811;-6,611;-7,050
;;;;;;3368,400000;-6,982;-7,060;4,812;-6,620;-7,050
;;;;;;3369,100000;-6,977;-7,055;4,813;-6,620;-7,045
;;;;;;3369,800000;-6,987;-7,055;4,814;-6,630;-7,055
;;;;;;3370,500000;-6,982;-7,055;4,815;-6,625;-7,045
;;;;;;3371,200000;-6,982;-7,055;4,816;-6,625;-7,045
;;;;;;3371,900000;-6,987;-7,065;4,817;-6,635;-7,050
;;;;;;3372,600000;-6,982;-7,055;4,818;-6,635;-7,050
;;;;;;3373,300000;-6,987;-7,060;4,819;-6,640;-7,060
;;;;;;3374,000000;-6,982;-7,060;4,820;-6,645;-7,050
;;;;;;3374,700000;-6,982;-7,055;4,821;-6,650;-7,055
;;;;;;3375,400000;-6,982;-7,060;4,822;-6,654;-7,055
;;;;;;3376,100000;-6,982;-7,055;4,823;-6,654;-7,050
;;;;;;3376,800000;-6,982;-7,055;4,824;-6,659;-7,055
;;;;;;3377,500000;-6,977;-7,060;4,825;-6,659;-7,050
;;;;;;3378,200000;-6,987;-7,060;4,826;-6,659;-7,050
;;;;;;3378,900000;-6,982;-7,055;4,827;-6,674;-7,050
;;;;;;3379,600000;-6,987;-7,055;4,828;-6,669;-7,050
;;;;;;3380,300000;-6,982;-7,065;4,829;-6,669;-7,050
;;;;;;3381,000000;-6,982;-7,055;4,830;-6,679;-7,055
;;;;;;3381,700000;-6,987;-7,065;4,831;-6,674;-7,050
;;;;;;3382,400000;-6,982;-7,055;4,832;-6,679;-7,055
;;;;;;3383,100000;-6,987;-7,060;4,833;-6,684;-7,050
;;;;;;3383,800000;-6,977;-7,055;4,834;-6,689;-7,050
;;;;;;3384,500000;-6,987;-7,055;4,835;-6,689;-7,050
;;;;;;3385,200000;-6,982;-7,055;4,836;-6,689;-7,050
;;;;;;3385,900000;-6,982;-7,050;4,837;-6,698;-7,055
;;;;;;3386,600000;-6,982;-7,060;4,838;-6,703;-7,050
;;;;;;3387,300000;-6,977;-7,055;4,839;-6,698;-7,050
;;;;;;3388,000000;-6,982;-7,055;4,840;-6,708;-7,055
;;;;;;3388,700000;-6,982;-7,060;4,841;-6,708;-7,050
;;;;;;3389,400000;-6,987;-7,055;4,842;-6,708;-7,055
;;;;;;3390,100000;-6,982;-7,055;4,843;-6,713;-7,050
;;;;;;3390,800000;-6,982;-7,050;4,844;-6,713;-7,050
;;;;;;3391,500000;-6,987;-7,060;4,845;-6,718;-7,050
;;;;;;3392,200000;-6,982;-7,055;4,846;-6,718;-7,045
;;;;;;3392,900000;-6,987;-7,060;4,847;-6,718;-7,050
;;;;;;3393,600000;-6,977;-7,050;4,848;-6,733;-7,050
;;;;;;3394,300000;-6,982;-7,055;4,849;-6,723;-7,050
;;;;;;3395,000000;-6,982;-7,055;4,850;-6,733;-7,055
;;;;;;3395,700000;-6,982;-7,050;4,851;-6,733;-7,045
;;;;;;3396,400000;-6,982;-7,060;4,852;-6,737;-7,050
;;;;;;3397,100000;-6,977;-7,055;4,853;-6,742;-7,050
;;;;;;3397,800000;-6,987;-7,060;4,854;-6,737;-7,050
;;;;;;3398,500000;-6,982;-7,060;4,855;-6,742;-7,050
;;;;;;3399,200000;-6,987;-7,055;4,856;-6,742;-7,040
;;;;;;3399,900000;-6,982;-7,060;4,857;-6,747;-7,050
;;;;;;3400,600000;-6,982;-7,050;4,858;-6,752;-7,050
;;;;;;3401,300000;-6,982;-7,060;4,859;-6,747;-7,045
;;;;;;3402,000000;-6,982;-7,060;4,860;-6,752;-7,060
;;;;;;3402,700000;-6,987;-7,055;4,861;-6,757;-7,050
;;;;;;3403,400000;-6,982;-7,055;4,862;-6,757;-7,050
;;;;;;3404,100000;-6,982;-7,055;4,863;-6,762;-7,050
;;;;;;3404,800000;-6,982;-7,055;4,864;-6,762;-7,050
;;;;;;3405,500000;-6,982;-7,050;4,865;-6,762;-7,055
;;;;;;3406,200000;-6,982;-7,060;4,866;-6,767;-7,050
;;;;;;3406,900000;-6,977;-7,050;4,867;-6,767;-7,050
;;;;;;3407,600000;-6,987;-7,060;4,868;-6,777;-7,050
;;;;;;3408,300000;-6,977;-7,050;4,869;-6,772;-7,050
;;;;;;3409,000000;-6,987;-7,055;4,870;-6,772;-7,055
;;;;;;3409,700000;-6,982;-7,050;4,871;-6,777;-7,050
;;;;;;3410,400000;-6,982;-7,050;4,872;-6,777;-7,045
;;;;;;3411,100000;-6,982;-7,065;4,873;-6,777;-7,055
;;;;;;3411,800000;-6,977;-7,060;4,874;-6,781;-7,045
;;;;;;3412,500000;-6,991;-7,060;4,875;-6,786;-7,050
;;;;;;3413,200000;-6,982;-7,055;4,876;-6,786;-7,050
;;;;;;3413,900000;-6,982;-7,055;4,877;-6,786;-7,050
;;;;;;3414,600000;-6,982;-7,055;4,878;-6,786;-7,050
;;;;;;3415,300000;-6,987;-7,050;4,879;-6,791;-7,045
;;;;;;3416,000000;-6,982;-7,060;4,880;-6,791;-7,050
;;;;;;3416,700000;-6,977;-7,050;4,881;-6,801;-7,055
;;;;;;3417,400000;-6,987;-7,060;4,882;-6,796;-7,050
;;;;;;3418,100000;-6,982;-7,055;4,883;-6,796;-7,060
;;;;;;3418,800000;-6,982;-7,055;4,884;-6,801;-7,045
;;;;;;3419,500000;-6,982;-7,055;4,885;-6,796;-7,045
;;;;;;3420,200000;-6,987;-7,050;4,886;-6,806;-7,050
;;;;;;3420,900000;-6,982;-7,060;4,887;-6,801;-7,050
;;;;;;3421,600000;-6,977;-7,055;4,888;-6,806;-7,055
;;;;;;3422,300000;-6,987;-7,065;4,889;-6,811;-7,050
;;;;;;3423,000000;-6,982;-7,060;4,890;-6,811;-7,050
;;;;;;3423,700000;-6,982;-7,060;4,891;-6,816;-7,060
;;;;;;3424,400000;-6,982;-7,055;4,892;-6,811;-7,045
;;;;;;3425,100000;-6,982;-7,055;4,893;-6,816;-7,055
;;;;;;3425,800000;-6,982;-7,060;4,894;-6,821;-7,050
;;;;;;3426,500000;-6,977;-7,055;4,895;-6,816;-7,050
;;;;;;3427,200000;-6,987;-7,060;4,896;-6,825;-7,055
;;;;;;3427,900000;-6,982;-7,055;4,897;-6,821;-7,045
;;;;;;3428,600000;-6,982;-7,055;4,898;-6,821;-7,055
;;;;;;3429,300000;-6,982;-7,055;4,899;-6,825;-7,055
;;;;;;3430,000000;-6,982;-7,050;4,900;-6,825;-7,055
;;;;;;3430,700000;-6,982;-7,060;4,901;-6,830;-7,060
;;;;;;3431,400000;-6,977;-7,060;4,902;-6,830;-7,050
;;;;;;3432,100000;-6,987;-7,060;4,903;-6,830;-7,050
;;;;;;3432,800000;-6,977;-7,055;4,904;-6,835;-7,055
;;;;;;3433,500000;-6,982;-7,060;4,905;-6,830;-7,045
;;;;;;3434,200000;-6,982;-7,060;4,906;-6,835;-7,050
;;;;;;3434,900000;-6,982;-7,055;4,907;-6,835;-7,050
;;;;;;3435,600000;-6,982;-7,060;4,908;-6,835;-7,045
;;;;;;3436,300000;-6,977;-7,050;4,909;-6,845;-7,055
;;;;;;3437,000000;-6,982;-7,060;4,910;-6,840;-7,050
;;;;;;3437,700000;-6,982;-7,055;4,911;-6,840;-7,050
;;;;;;3438,400000;-6,982;-7,055;4,912;-6,845;-7,055
;;;;;;3439,100000;-6,982;-7,060;4,913;-6,845;-7,050
;;;;;;3439,800000;-6,982;-7,050;4,914;-6,855;-7,055
;;;;;;3440,500000;-6,982;-7,060;4,915;-6,845;-7,045
;;;;;;3441,200000;-6,982;-7,060;4,916;-6,845;-7,050
;;;;;;3441,900000;-6,982;-7,060;4,917;-6,845;-7,050
;;;;;;3442,600000;-6,982;-7,060;4,918;-6,845;-7,050
;;;;;;3443,300000;-6,987;-7,055;4,919;-6,850;-7,055
;;;;;;3444,000000;-6,982;-7,055;4,920;-6,855;-7,050
;;;;;;3444,700000;-6,982;-7,055;4,921;-6,850;-7,050
;;;;;;3445,400000;-6,982;-7,060;4,922;-6,860;-7,055
;;;;;;3446,100000;-6,982;-7,055;4,923;-6,855;-7,050
;;;;;;3446,800000;-6,987;-7,060;4,924;-6,860;-7,050
;;;;;;3447,500000;-6,977;-7,055;4,925;-6,860;-7,050
;;;;;;3448,200000;-6,982;-7,050;4,926;-6,855;-7,045
;;;;;;3448,900000;-6,982;-7,065;4,927;-6,869;-7,055
;;;;;;3449,600000;-6,982;-7,055;4,928;-6,860;-7,050
;;;;;;3450,300000;-6,991;-7,060;4,929;-6,864;-7,050
;;;;;;3451,000000;-6,982;-7,055;4,930;-6,864;-7,050
;;;;;;3451,700000;-6,987;-7,060;4,931;-6,869;-7,050
;;;;;;3452,400000;-6,982;-7,055;4,932;-6,874;-7,055
;;;;;;3453,100000;-6,982;-7,055;4,933;-6,864;-7,045
;;;;;;3453,800000;-6,982;-7,060;4,934;-6,869;-7,045
;;;;;;3454,500000;-6,982;-7,050;4,935;-6,874;-7,050
;;;;;;3455,200000;-6,987;-7,060;4,936;-6,869;-7,050
;;;;;;3455,900000;-6,977;-7,055;4,937;-6,874;-7,055
;;;;;;3456,600000;-6,982;-7,055;4,938;-6,874;-7,050
;;;;;;3457,300000;-6,982;-7,050;4,939;-6,874;-7,050
;;;;;;3458,000000;-6,982;-7,055;4,940;-6,879;-7,055
;;;;;;3458,700000;-6,982;-7,060;4,941;-6,874;-7,050
;;;;;;3459,400000;-6,977;-7,055;4,942;-6,879;-7,060
;;;;;;3460,100000;-6,987;-7,060;4,943;-6,879;-7,045
;;;;;;3460,800000;-6,982;-7,055;4,944;-6,879;-7,050
;;;;;;3461,500000;-6,987;-7,060;4,945;-6,884;-7,050
;;;;;;3462,200000;-6,982;-7,060;4,946;-6,884;-7,045
;;;;;;3462,900000;-6,982;-7,050;4,947;-6,884;-7,050
;;;;;;3463,600000;-6,987;-7,065;4,948;-6,884;-7,050
;;;;;;3464,300000;-6,977;-7,050;4,949;-6,884;-7,050
;;;;;;3465,000000;-6,982;-7,050;4,950;-6,884;-7,060
;;;;;;3465,700000;-6,982;-7,055;4,951;-6,884;-7,045
;;;;;;3466,400000;-6,987;-7,055;4,952;-6,884;-7,050
;;;;;;3467,100000;-6,982;-7,060;4,953;-6,889;-7,050
;;;;;;3467,800000;-6,982;-7,050;4,954;-6,889;-7,050
;;;;;;3468,500000;-6,987;-7,060;4,955;-6,889;-7,055
;;;;;;3469,200000;-6,982;-7,055;4,956;-6,889;-7,050
;;;;;;3469,900000;-6,987;-7,060;4,957;-6,894;-7,050
;;;;;;3470,600000;-6,982;-7,060;4,958;-6,894;-7,050
;;;;;;3471,300000;-6,982;-7,060;4,959;-6,889;-7,050
;;;;;;3472,000000;-6,982;-7,070;4,960;-6,894;-7,055
;;;;;;3472,700000;-6,982;-7,055;4,961;-6,899;-7,050
;;;;;;3473,400000;-6,987;-7,060;4,962;-6,894;-7,050
;;;;;;3474,100000;-6,982;-7,055;4,963;-6,899;-7,050
;;;;;;3474,800000;-6,982;-7,055;4,964;-6,894;-7,045
;;;;;;3475,500000;-6,977;-7,055;4,965;-6,894;-7,050
;;;;;;3476,200000;-6,982;-7,050;4,966;-6,904;-7,050
