"Laatste: Tijd (ms)";"Laatste: Potential 1 (V)";"Laatste: Potential 2 (V)";"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)";"Meting 1: Tijd (ms)";"Meting 1: Potential 1 (V)";"Meting 1: Potential 2 (V)";"Meting 2: Tijd (s)";"Meting 2: Potential 1 (V)";"Meting 2: Potential 2 (V)"
;;;4,404;-4,281;-0,105;770,700000;7,621;7,700;1,101;-2,523;-7,026
;;;4,408;8,462;-0,032;771,400000;7,621;7,700;1,102;-2,576;-7,035
;;;4,412;7,416;0,081;772,100000;7,626;7,700;1,103;-2,615;-7,026
;;;4,416;1,731;0,081;772,800000;7,626;7,705;1,104;-2,654;-7,026
;;;4,420;-8,261;-0,061;773,500000;7,621;7,705;1,105;-2,698;-7,026
;;;4,424;-6,718;-0,100;774,200000;7,621;7,700;1,106;-2,737;-7,031
;;;4,428;1,800;-0,056;774,900000;7,631;7,705;1,107;-2,786;-7,026
;;;4,432;8,139;0,081;775,600000;7,621;7,705;1,108;-2,825;-7,021
;;;4,436;5,668;0,071;776,300000;7,621;7,705;1,109;-2,864;-7,031
;;;4,440;-7,636;-0,042;777,000000;7,621;7,700;1,110;-2,908;-7,026
;;;4,444;-7,797;-0,105;777,700000;7,621;7,700;1,111;-2,947;-7,031
;;;4,448;-4,095;-0,061;778,400000;7,621;7,709;1,112;-2,991;-7,035
;;;4,452;8,452;0,076;779,100000;7,621;7,700;1,113;-3,026;-7,031
;;;4,456;7,382;0,066;779,800000;7,626;7,705;1,114;-3,065;-7,026
;;;4,460;1,419;-0,027;780,500000;7,621;7,700;1,115;-3,109;-7,031
;;;4,464;-8,252;-0,100;781,200000;7,621;7,700;1,116;-3,138;-7,026
;;;4,468;-6,659;-0,056;781,900000;7,621;7,705;1,117;-3,182;-7,031
;;;4,472;2,259;0,042;782,600000;7,621;7,700;1,118;-3,221;-7,031
;;;4,476;8,125;0,066;783,300000;7,621;7,705;1,119;-3,255;-7,031
;;;4,480;5,526;-0,027;784,000000;7,621;7,700;1,120;-3,294;-7,031
;;;4,484;-8,242;-0,081;784,700000;7,626;7,705;1,121;-3,328;-7,031
;;;4,488;-7,753;-0,051;785,400000;7,626;7,705;1,122;-3,368;-7,040
;;;4,492;-3,885;0,051;786,100000;7,626;7,705;1,123;-3,407;-7,035
;;;4,496;8,452;0,076;786,800000;7,621;7,705;1,124;-3,436;-7,031
;;;4,500;7,319;-0,027;787,500000;7,621;7,700;1,125;-3,480;-7,031
;;;4,504;1,121;-0,061;788,200000;7,621;7,705;1,126;-3,504;-7,026
;;;4,508;-8,237;-0,051;788,900000;7,621;7,700;1,127;-3,543;-7,035
;;;4,512;-6,562;0,046;789,600000;7,626;7,705;1,128;-3,582;-7,031
;;;4,516;2,630;0,037;790,300000;7,621;7,700;1,129;-3,612;-7,031
;;;4,520;8,100;-0,027;791,000000;7,621;7,705;1,130;-3,651;-7,035
;;;4,524;5,399;-0,051;791,700000;7,626;7,705;1,131;-3,675;-7,031
;;;4,528;-8,442;-0,027;792,400000;7,621;7,695;1,132;-3,709;-7,045
;;;4,532;-7,724;0,051;793,100000;7,626;7,700;1,133;-3,744;-7,031
;;;4,536;-3,729;0,027;793,800000;7,617;7,700;1,134;-3,773;-7,035
;;;4,540;8,437;-0,042;794,500000;7,621;7,705;1,135;-3,807;-7,035
;;;4,544;7,260;-0,071;795,200000;7,621;7,700;1,136;-3,841;-7,031
;;;4,548;0,813;-0,007;795,900000;7,626;7,700;1,137;-3,866;-7,031
;;;4,552;-8,217;0,061;796,600000;7,621;7,705;1,138;-3,905;-7,031
;;;4,556;-6,493;0,037;797,300000;7,617;7,700;1,139;-3,924;-7,031
;;;4,560;3,133;-0,071;798,000000;7,631;7,705;1,140;-3,963;-7,035
;;;4,564;8,061;-0,076;798,700000;7,621;7,705;1,141;-3,993;-7,031
;;;4,568;5,267;-0,027;799,400000;7,626;7,700;1,142;-4,022;-7,035
;;;4,572;-8,437;0,071;800,100000;7,621;7,700;1,143;-4,051;-7,035
;;;4,576;-7,675;0,042;800,800000;7,621;7,700;1,144;-4,076;-7,031
;;;4,580;-3,480;-0,061;801,500000;7,626;7,705;1,145;-4,110;-7,035
;;;4,584;8,427;-0,066;802,200000;7,621;7,700;1,146;-4,134;-7,031
;;;4,588;7,206;-0,017;802,900000;7,626;7,705;1,147;-4,164;-7,031
;;;4,592;0,452;0,090;803,600000;7,621;7,705;1,148;-4,198;-7,035
;;;4,596;-8,208;0,042;804,300000;7,621;7,705;1,149;-4,217;-7,035
;;;4,600;-6,386;-0,061;805,000000;7,626;7,705;1,150;-4,247;-7,045
;;;4,604;3,592;-0,105;805,700000;7,626;7,705;1,151;-4,276;-7,035
;;;4,608;8,051;-0,012;806,400000;7,626;7,705;1,152;-4,305;-7,035
;;;4,612;5,106;0,090;807,100000;7,621;7,700;1,153;-4,330;-7,040
;;;4,616;-8,427;0,051;807,800000;7,626;7,705;1,154;-4,349;-7,031
;;;4,620;-7,641;-0,061;808,500000;7,626;7,705;1,155;-4,383;-7,035
;;;4,624;-3,289;-0,110;809,200000;7,626;7,700;1,156;-4,408;-7,031
;;;4,628;8,413;-0,022;809,900000;7,631;7,700;1,157;-4,427;-7,040
;;;4,632;7,133;0,085;810,600000;7,621;7,705;1,158;-4,462;-7,035
;;;4,636;0,139;0,076;811,300000;7,626;7,705;1,159;-4,481;-7,035
;;;4,640;-8,183;-0,061;812,000000;7,621;7,705;1,160;-4,505;-7,035
;;;4,644;-6,293;-0,105;812,700000;7,626;7,705;1,161;-4,535;-7,035
;;;4,648;4,115;-0,042;813,400000;7,626;7,709;1,162;-4,549;-7,035
;;;4,652;8,007;0,085;814,100000;7,626;7,700;1,163;-4,584;-7,035
;;;4,656;4,974;0,071;814,800000;7,626;7,709;1,164;-4,603;-7,031
;;;4,660;-8,427;-0,056;815,500000;7,621;7,705;1,165;-4,632;-7,035
;;;4,664;-7,597;-0,105;816,200000;7,626;7,705;1,166;-4,652;-7,035
;;;4,668;-3,060;-0,061;816,900000;7,621;7,705;1,167;-4,667;-7,035
;;;4,672;8,398;0,090;817,600000;7,621;7,705;1,168;-4,696;-7,040
;;;4,676;7,074;0,071;818,300000;7,626;7,709;1,169;-4,716;-7,035
;;;4,680;-0,281;-0,022;819,000000;7,621;7,700;1,170;-4,740;-7,035
;;;4,684;-8,173;-0,100;819,700000;7,626;7,705;1,171;-4,764;-7,040
;;;4,688;-6,190;-0,066;820,400000;7,621;7,700;1,172;-4,784;-7,035
;;;4,692;4,574;0,056;821,100000;7,621;7,700;1,173;-4,808;-7,045
;;;4,696;7,993;0,061;821,800000;7,621;7,709;1,174;-4,828;-7,035
;;;4,700;4,789;-0,022;822,500000;7,626;7,700;1,175;-4,847;-7,035
;;;4,704;-8,408;-0,100;823,200000;7,626;7,705;1,176;-4,872;-7,040
;;;4,708;-7,558;-0,051;823,900000;7,617;7,700;1,177;-4,891;-7,035
;;;4,712;-2,801;0,042;824,600000;7,626;7,705;1,178;-4,916;-7,040
;;;4,716;8,388;0,051;825,300000;7,621;7,705;1,179;-4,935;-7,035
;;;4,720;6,996;-0,037;826,000000;7,621;7,705;1,180;-4,950;-7,040
;;;4,724;-0,628;-0,071;826,700000;7,626;7,709;1,181;-4,979;-7,045
;;;4,728;-8,144;-0,046;827,400000;7,621;7,700;1,182;-4,994;-7,035
;;;4,732;-6,078;0,046;828,100000;7,626;7,705;1,183;-5,009;-7,040
;;;4,736;5,248;0,042;828,800000;7,626;7,709;1,184;-5,028;-7,040
;;;4,740;7,954;-0,032;829,500000;7,626;7,705;1,185;-5,048;-7,035
;;;4,744;4,628;-0,066;830,200000;7,621;7,705;1,186;-5,067;-7,040
;;;4,748;-8,403;-0,056;830,900000;7,617;7,700;1,187;-5,087;-7,035
;;;4,752;-7,499;0,056;831,600000;7,626;7,705;1,188;-5,106;-7,045
;;;4,756;-2,537;0,032;832,300000;7,621;7,700;1,189;-5,126;-7,040
;;;4,760;8,379;-0,027;833,000000;7,626;7,700;1,190;-5,140;-7,040
;;;4,764;6,908;-0,066;833,700000;7,621;7,705;1,191;-5,160;-7,050
;;;4,768;-1,116;-0,012;834,400000;7,621;7,700;1,192;-5,179;-7,040
;;;4,772;-8,125;0,061;835,100000;7,631;7,705;1,193;-5,199;-7,040
;;;4,776;-5,971;0,032;835,800000;7,621;7,705;1,194;-5,219;-7,045
;;;4,780;5,878;-0,061;836,500000;7,626;7,700;1,195;-5,228;-7,040
;;;4,784;7,929;-0,071;837,200000;7,626;7,705;1,196;-5,253;-7,040
;;;4,788;4,442;-0,017;837,900000;7,626;7,705;1,197;-5,267;-7,035
;;;4,792;-8,393;0,061;838,600000;7,621;7,709;1,198;-5,282;-7,045
;;;4,796;-7,460;0,037;839,300000;7,617;7,700;1,199;-5,302;-7,040
;;;4,800;-2,234;-0,071;840,000000;7,626;7,709;1,200;-5,316;-7,040
;;;4,804;8,354;-0,076;840,700000;7,621;7,705;1,201;-5,336;-7,045
;;;4,808;6,835;-0,027;841,400000;7,621;7,700;1,202;-5,355;-7,045
;;;4,812;-1,609;0,095;842,100000;7,621;7,700;1,203;-5,365;-7,040
;;;4,816;-8,100;0,042;842,800000;7,621;7,700;1,204;-5,385;-7,040
;;;4,820;-5,819;-0,061;843,500000;7,631;7,709;1,205;-5,399;-7,035
;;;4,824;6,508;-0,095;844,200000;7,617;7,700;1,206;-5,414;-7,040
;;;4,828;7,880;-0,032;844,900000;7,626;7,705;1,207;-5,429;-7,040
;;;4,832;4,193;0,090;845,600000;7,626;7,705;1,208;-5,443;-7,040
;;;4,836;-8,383;0,032;846,300000;7,626;7,700;1,209;-5,463;-7,045
;;;4,840;-7,397;-0,061;847,000000;7,626;7,700;1,210;-5,477;-7,040
;;;4,844;-1,985;-0,105;847,700000;7,621;7,700;1,211;-5,492;-7,045
;;;4,848;8,344;-0,027;848,400000;7,631;7,705;1,212;-5,507;-7,045
;;;4,852;6,742;0,090;849,100000;7,621;7,700;1,213;-5,516;-7,040
;;;4,856;-2,054;0,081;849,800000;7,621;7,705;1,214;-5,536;-7,040
;;;4,860;-8,076;-0,061;850,500000;7,621;7,705;1,215;-5,546;-7,031
;;;4,864;-5,702;-0,105;851,200000;7,621;7,695;1,216;-5,556;-7,040
;;;4,868;7,148;-0,046;851,900000;7,626;7,705;1,217;-5,580;-7,040
;;;4,872;7,841;0,081;852,600000;7,621;7,700;1,218;-5,585;-7,040
;;;4,876;4,027;0,081;853,300000;7,621;7,705;1,219;-5,604;-7,050
;;;4,880;-8,374;-0,061;854,000000;7,621;7,705;1,220;-5,619;-7,040
;;;4,884;-7,343;-0,105;854,700000;7,621;7,700;1,221;-5,629;-7,045
;;;4,888;-1,614;-0,071;855,400000;7,626;7,705;1,222;-5,648;-7,045
;;;4,892;8,320;0,076;856,100000;7,621;7,700;1,223;-5,653;-7,040
;;;4,896;6,654;0,066;856,800000;7,626;7,705;1,224;-5,673;-7,050
;;;4,900;-2,625;-0,022;857,500000;7,626;7,705;1,225;-5,687;-7,040
;;;4,904;-8,046;-0,105;858,200000;7,621;7,705;1,226;-5,692;-7,040
;;;4,908;-5,560;-0,061;858,900000;7,626;7,709;1,227;-5,712;-7,045
;;;4,912;7,807;0,071;859,600000;7,621;7,700;1,228;-5,722;-7,045
;;;4,916;7,807;0,066;860,300000;7,626;7,705;1,229;-5,731;-7,045
;;;4,920;3,748;-0,027;861,000000;7,617;7,705;1,230;-5,746;-7,045
;;;4,924;-8,359;-0,110;861,700000;7,626;7,700;1,231;-5,751;-7,040
;;;4,928;-7,280;-0,056;862,400000;7,621;7,705;1,232;-5,775;-7,045
;;;4,932;-1,219;0,046;863,100000;7,626;7,705;1,233;-5,780;-7,040
;;;4,936;8,310;0,066;863,800000;7,631;7,709;1,234;-5,790;-7,045
;;;4,940;6,542;-0,022;864,500000;7,621;7,700;1,235;-5,810;-7,040
;;;4,944;-3,065;-0,071;865,200000;7,626;7,700;1,236;-5,814;-7,040
;;;4,948;-8,032;-0,051;865,900000;7,621;7,705;1,237;-5,829;-7,040
;;;4,952;-5,399;0,051;866,600000;7,626;7,705;1,238;-5,839;-7,040
;;;4,956;8,442;0,051;867,300000;7,621;7,709;1,239;-5,849;-7,045
;;;4,960;7,758;-0,032;868,000000;7,621;7,700;1,240;-5,868;-7,045
;;;4,964;3,558;-0,066;868,700000;7,626;7,705;1,241;-5,873;-7,045
;;;4,968;-8,354;-0,046;869,400000;7,621;7,705;1,242;-5,888;-7,050
;;;4,972;-7,221;0,056;870,100000;7,626;7,705;1,243;-5,897;-7,045
;;;4,976;-0,950;0,027;870,800000;7,621;7,709;1,244;-5,907;-7,045
;;;4,980;8,281;-0,042;871,500000;7,626;7,705;1,245;-5,922;-7,045
;;;4,984;6,449;-0,076;872,200000;7,626;7,705;1,246;-5,927;-7,040
;;;4,988;-3,607;-0,022;872,900000;7,621;7,700;1,247;-5,937;-7,045
;;;4,992;-7,998;0,051;873,600000;7,626;7,705;1,248;-5,951;-7,040
;;;4,996;-5,282;0,037;874,300000;7,621;7,705;1,249;-5,956;-7,040
;;;5,000;8,520;-0,042;875,000000;7,626;7,709;1,250;-5,966;-7,050
;;;;;;875,700000;7,621;7,705;1,251;-5,976;-7,040
;;;;;;876,400000;7,621;7,700;1,252;-5,990;-7,045
;;;;;;877,100000;7,626;7,709;1,253;-6,000;-7,045
;;;;;;877,800000;7,621;7,705;1,254;-6,005;-7,045
;;;;;;878,500000;7,626;7,705;1,255;-6,020;-7,050
;;;;;;879,200000;7,621;7,705;1,256;-6,029;-7,035
;;;;;;879,900000;7,626;7,705;1,257;-6,034;-7,040
;;;;;;880,600000;7,621;7,709;1,258;-6,049;-7,045
;;;;;;881,300000;7,621;7,700;1,259;-6,049;-7,045
;;;;;;882,000000;7,626;7,705;1,260;-6,063;-7,055
;;;;;;882,700000;7,621;7,705;1,261;-6,078;-7,045
;;;;;;883,400000;7,621;7,705;1,262;-6,078;-7,045
;;;;;;884,100000;7,621;7,705;1,263;-6,093;-7,045
;;;;;;884,800000;7,621;7,700;1,264;-6,093;-7,045
;;;;;;885,500000;7,626;7,709;1,265;-6,107;-7,045
;;;;;;886,200000;7,617;7,700;1,266;-6,112;-7,045
;;;;;;886,900000;7,626;7,709;1,267;-6,122;-7,045
;;;;;;887,600000;7,621;7,709;1,268;-6,137;-7,050
;;;;;;888,300000;7,626;7,705;1,269;-6,142;-7,045
;;;;;;889,000000;7,621;7,705;1,270;-6,147;-7,045
;;;;;;889,700000;7,621;7,700;1,271;-6,161;-7,050
;;;;;;890,400000;7,621;7,705;1,272;-6,161;-7,045
;;;;;;891,100000;7,621;7,709;1,273;-6,181;-7,050
;;;;;;891,800000;7,626;7,705;1,274;-6,181;-7,040
;;;;;;892,500000;7,621;7,709;1,275;-6,190;-7,040
;;;;;;893,200000;7,621;7,695;1,276;-6,195;-7,040
;;;;;;893,900000;7,626;7,709;1,277;-6,200;-7,040
;;;;;;894,600000;7,621;7,705;1,278;-6,210;-7,050
;;;;;;895,300000;7,621;7,705;1,279;-6,220;-7,040
;;;;;;896,000000;7,621;7,705;1,280;-6,230;-7,050
;;;;;;896,700000;7,626;7,705;1,281;-6,239;-7,050
;;;;;;897,400000;7,626;7,709;1,282;-6,239;-7,045
;;;;;;898,100000;7,621;7,700;1,283;-6,249;-7,050
;;;;;;898,800000;7,626;7,705;1,284;-6,259;-7,045
;;;;;;899,500000;7,621;7,709;1,285;-6,264;-7,045
;;;;;;900,200000;7,626;7,705;1,286;-6,274;-7,045
;;;;;;900,900000;7,626;7,709;1,287;-6,278;-7,040
;;;;;;901,600000;7,621;7,705;1,288;-6,288;-7,045
;;;;;;902,300000;7,626;7,709;1,289;-6,293;-7,045
;;;;;;903,000000;7,621;7,700;1,290;-6,293;-7,050
;;;;;;903,700000;7,626;7,709;1,291;-6,313;-7,055
;;;;;;904,400000;7,626;7,709;1,292;-6,313;-7,045
;;;;;;905,100000;7,626;7,700;1,293;-6,317;-7,045
;;;;;;905,800000;7,621;7,709;1,294;-6,327;-7,045
;;;;;;906,500000;7,621;7,705;1,295;-6,327;-7,045
;;;;;;907,200000;7,626;7,709;1,296;-6,337;-7,045
;;;;;;907,900000;7,621;7,705;1,297;-6,342;-7,045
;;;;;;908,600000;7,626;7,709;1,298;-6,347;-7,045
;;;;;;909,300000;7,621;7,709;1,299;-6,361;-7,045
;;;;;;910,000000;7,621;7,705;1,300;-6,361;-7,045
;;;;;;910,700000;7,626;7,705;1,301;-6,371;-7,055
;;;;;;911,400000;7,621;7,709;1,302;-6,376;-7,050
;;;;;;912,100000;7,626;7,705;1,303;-6,376;-7,045
;;;;;;912,800000;7,621;7,709;1,304;-6,391;-7,045
;;;;;;913,500000;7,626;7,705;1,305;-6,396;-7,040
;;;;;;914,200000;7,626;7,705;1,306;-6,396;-7,045
;;;;;;914,900000;7,621;7,705;1,307;-6,405;-7,040
;;;;;;915,600000;7,626;7,709;1,308;-6,410;-7,045
;;;;;;916,300000;7,621;7,705;1,309;-6,415;-7,050
;;;;;;917,000000;7,621;7,709;1,310;-6,425;-7,045
;;;;;;917,700000;7,626;7,709;1,311;-6,425;-7,045
;;;;;;918,400000;7,626;7,705;1,312;-6,435;-7,050
;;;;;;919,100000;7,626;7,705;1,313;-6,435;-7,040
;;;;;;919,800000;7,621;7,705;1,314;-6,444;-7,050
;;;;;;920,500000;7,621;7,705;1,315;-6,449;-7,045
;;;;;;921,200000;7,621;7,705;1,316;-6,454;-7,045
;;;;;;921,900000;7,626;7,705;1,317;-6,464;-7,045
;;;;;;922,600000;7,621;7,709;1,318;-6,464;-7,040
;;;;;;923,300000;7,621;7,700;1,319;-6,469;-7,050
;;;;;;924,000000;7,626;7,705;1,320;-6,479;-7,050
;;;;;;924,700000;7,621;7,705;1,321;-6,479;-7,045
;;;;;;925,400000;7,621;7,700;1,322;-6,488;-7,050
;;;;;;926,100000;7,621;7,705;1,323;-6,488;-7,045
;;;;;;926,800000;7,626;7,700;1,324;-6,493;-7,050
;;;;;;927,500000;7,626;7,705;1,325;-6,503;-7,045
;;;;;;928,200000;7,621;7,700;1,326;-6,503;-7,045
;;;;;;928,900000;7,626;7,705;1,327;-6,508;-7,050
;;;;;;929,600000;7,626;7,705;1,328;-6,513;-7,040
;;;;;;930,300000;7,621;7,705;1,329;-6,513;-7,050
;;;;;;931,000000;7,626;7,705;1,330;-6,527;-7,045
;;;;;;931,700000;7,626;7,700;1,331;-6,523;-7,045
;;;;;;932,400000;7,626;7,705;1,332;-6,532;-7,050
;;;;;;933,100000;7,617;7,705;1,333;-6,537;-7,045
;;;;;;933,800000;7,626;7,709;1,334;-6,537;-7,050
;;;;;;934,500000;7,626;7,705;1,335;-6,547;-7,045
;;;;;;935,200000;7,626;7,700;1,336;-6,547;-7,045
;;;;;;935,900000;7,621;7,709;1,337;-6,552;-7,050
;;;;;;936,600000;7,621;7,705;1,338;-6,562;-7,045
;;;;;;937,300000;7,626;7,709;1,339;-6,557;-7,045
;;;;;;938,000000;7,626;7,705;1,340;-6,571;-7,050
;;;;;;938,700000;7,626;7,705;1,341;-6,567;-7,045
;;;;;;939,400000;7,621;7,705;1,342;-6,571;-7,050
;;;;;;940,100000;7,621;7,705;1,343;-6,576;-7,045
;;;;;;940,800000;7,626;7,705;1,344;-6,576;-7,045
;;;;;;941,500000;7,621;7,705;1,345;-6,586;-7,050
;;;;;;942,200000;7,626;7,705;1,346;-6,586;-7,045
;;;;;;942,900000;7,621;7,709;1,347;-6,591;-7,045
;;;;;;943,600000;7,626;7,709;1,348;-6,596;-7,050
;;;;;;944,300000;7,626;7,709;1,349;-6,596;-7,045
;;;;;;945,000000;7,621;7,700;1,350;-6,601;-7,050
;;;;;;945,700000;7,631;7,705;1,351;-6,606;-7,050
;;;;;;946,400000;7,621;7,705;1,352;-6,611;-7,045
;;;;;;947,100000;7,626;7,709;1,353;-6,615;-7,050
;;;;;;947,800000;7,631;7,709;1,354;-6,620;-7,040
;;;;;;948,500000;7,621;7,700;1,355;-6,620;-7,050
;;;;;;949,200000;7,626;7,709;1,356;-6,625;-7,045
;;;;;;949,900000;7,621;7,705;1,357;-6,625;-7,040
;;;;;;950,600000;7,631;7,705;1,358;-6,630;-7,050
;;;;;;951,300000;7,621;7,700;1,359;-6,635;-7,045
;;;;;;952,000000;7,621;7,700;1,360;-6,640;-7,045
;;;;;;952,700000;7,621;7,709;1,361;-6,650;-7,050
;;;;;;953,400000;7,626;7,695;1,362;-6,645;-7,045
;;;;;;954,100000;7,626;7,705;1,363;-6,650;-7,055
;;;;;;954,800000;7,621;7,705;1,364;-6,650;-7,045
;;;;;;955,500000;7,626;7,705;1,365;-6,654;-7,045
;;;;;;956,200000;7,626;7,705;1,366;-6,659;-7,045
;;;;;;956,900000;7,631;7,705;1,367;-6,654;-7,045
;;;;;;957,600000;7,626;7,709;1,368;-6,664;-7,050
;;;;;;958,300000;7,621;7,700;1,369;-6,669;-7,045
;;;;;;959,000000;7,631;7,709;1,370;-6,669;-7,050
;;;;;;959,700000;7,621;7,709;1,371;-6,679;-7,055
;;;;;;960,400000;7,626;7,705;1,372;-6,679;-7,045
;;;;;;961,100000;7,621;7,705;1,373;-6,679;-7,045
;;;;;;961,800000;7,626;7,695;1,374;-6,684;-7,050
;;;;;;962,500000;7,626;7,705;1,375;-6,684;-7,045
;;;;;;963,200000;7,621;7,705;1,376;-6,689;-7,050
;;;;;;963,900000;7,626;7,705;1,377;-6,689;-7,045
;;;;;;964,600000;7,626;7,705;1,378;-6,694;-7,050
;;;;;;965,300000;7,626;7,709;1,379;-6,698;-7,050
;;;;;;966,000000;7,626;7,705;1,380;-6,694;-7,045
;;;;;;966,700000;7,621;7,705;1,381;-6,703;-7,055
;;;;;;967,400000;7,626;7,709;1,382;-6,708;-7,045
;;;;;;968,100000;7,621;7,705;1,383;-6,708;-7,045
;;;;;;968,800000;7,626;7,705;1,384;-6,713;-7,050
;;;;;;969,500000;7,621;7,705;1,385;-6,708;-7,045
;;;;;;970,200000;7,626;7,705;1,386;-6,718;-7,050
;;;;;;970,900000;7,626;7,709;1,387;-6,723;-7,050
;;;;;;971,600000;7,626;7,705;1,388;-6,718;-7,045
;;;;;;972,300000;7,626;7,705;1,389;-6,728;-7,050
;;;;;;973,000000;7,621;7,705;1,390;-6,723;-7,045
;;;;;;973,700000;7,626;7,705;1,391;-6,728;-7,050
;;;;;;974,400000;7,626;7,709;1,392;-6,733;-7,050
;;;;;;975,100000;7,626;7,709;1,393;-6,733;-7,045
;;;;;;975,800000;7,626;7,709;1,394;-6,742;-7,050
;;;;;;976,500000;7,621;7,700;1,395;-6,737;-7,040
;;;;;;977,200000;7,631;7,709;1,396;-6,737;-7,050
;;;;;;977,900000;7,621;7,709;1,397;-6,742;-7,050
;;;;;;978,600000;7,626;7,709;1,398;-6,737;-7,045
;;;;;;979,300000;7,621;7,709;1,399;-6,747;-7,050
;;;;;;980,000000;7,626;7,700;1,400;-6,747;-7,045
;;;;;;980,700000;7,626;7,709;1,401;-6,752;-7,050
;;;;;;981,400000;7,617;7,705;1,402;-6,757;-7,050
;;;;;;982,100000;7,626;7,705;1,403;-6,752;-7,050
;;;;;;982,800000;7,621;7,705;1,404;-6,757;-7,055
;;;;;;983,500000;7,626;7,705;1,405;-6,762;-7,045
;;;;;;984,200000;7,626;7,709;1,406;-6,762;-7,050
;;;;;;984,900000;7,626;7,700;1,407;-6,767;-7,050
;;;;;;985,600000;7,626;7,709;1,408;-6,762;-7,045
;;;;;;986,300000;7,621;7,705;1,409;-6,767;-7,050
;;;;;;987,000000;7,626;7,709;1,410;-6,772;-7,050
;;;;;;987,700000;7,626;7,709;1,411;-6,772;-7,050
;;;;;;988,400000;7,626;7,709;1,412;-6,777;-7,055
;;;;;;989,100000;7,626;7,709;1,413;-6,772;-7,050
;;;;;;989,800000;7,626;7,705;1,414;-6,781;-7,050
;;;;;;990,500000;7,626;7,709;1,415;-6,781;-7,050
;;;;;;991,200000;7,621;7,705;1,416;-6,777;-7,045
;;;;;;991,900000;7,626;7,709;1,417;-6,781;-7,055
;;;;;;992,600000;7,621;7,705;1,418;-6,786;-7,045
;;;;;;993,300000;7,621;7,705;1,419;-6,786;-7,050
;;;;;;994,000000;7,626;7,709;1,420;-6,796;-7,055
;;;;;;994,700000;7,621;7,705;1,421;-6,786;-7,050
;;;;;;995,400000;7,631;7,709;1,422;-6,796;-7,055
;;;;;;996,100000;7,626;7,709;1,423;-6,796;-7,050
;;;;;;996,800000;7,626;7,705;1,424;-6,796;-7,050
;;;;;;997,500000;7,626;7,714;1,425;-6,801;-7,045
;;;;;;998,200000;7,626;7,705;1,426;-6,796;-7,045
;;;;;;998,900000;7,631;7,705;1,427;-6,801;-7,050
;;;;;;999,600000;7,621;7,705;1,428;-6,806;-7,050
;;;;;;1000,300000;7,626;7,709;1,429;-6,801;-7,050
;;;;;;1001,000000;7,621;7,705;1,430;-6,816;-7,055
;;;;;;1001,700000;7,626;7,705;1,431;-6,806;-7,050
;;;;;;1002,400000;7,626;7,709;1,432;-6,811;-7,050
;;;;;;1003,100000;7,626;7,700;1,433;-6,816;-7,055
;;;;;;1003,800000;7,631;7,709;1,434;-6,816;-7,050
;;;;;;1004,500000;7,621;7,705;1,435;-6,821;-7,050
;;;;;;1005,200000;7,626;7,705;1,436;-6,816;-7,045
;;;;;;1005,900000;7,626;7,709;1,437;-6,821;-7,045
;;;;;;1006,600000;7,626;7,705;1,438;-6,821;-7,050
;;;;;;1007,300000;7,621;7,709;1,439;-6,816;-7,050
;;;;;;1008,000000;7,617;7,705;1,440;-6,825;-7,055
;;;;;;1008,700000;7,631;7,709;1,441;-6,825;-7,050
;;;;;;1009,400000;7,621;7,705;1,442;-6,825;-7,050
;;;;;;1010,100000;7,626;7,705;1,443;-6,830;-7,055
;;;;;;1010,800000;7,621;7,705;1,444;-6,825;-7,050
;;;;;;1011,500000;7,621;7,700;1,445;-6,830;-7,050
;;;;;;1012,200000;7,631;7,709;1,446;-6,830;-7,045
;;;;;;1012,900000;7,621;7,705;1,447;-6,835;-7,050
;;;;;;1013,600000;7,631;7,709;1,448;-6,840;-7,055
;;;;;;1014,300000;7,621;7,705;1,449;-6,840;-7,050
;;;;;;1015,000000;7,626;7,709;1,450;-6,840;-7,060
;;;;;;1015,700000;7,626;7,714;1,451;-6,840;-7,050
;;;;;;1016,400000;7,626;7,705;1,452;-6,835;-7,050
;;;;;;1017,100000;7,631;7,705;1,453;-6,845;-7,055
;;;;;;1017,800000;7,626;7,705;1,454;-6,840;-7,045
;;;;;;1018,500000;7,626;7,709;1,455;-6,845;-7,045
;;;;;;1019,200000;7,626;7,705;1,456;-6,845;-7,050
;;;;;;1019,900000;7,626;7,705;1,457;-6,845;-7,050
;;;;;;1020,600000;7,626;7,705;1,458;-6,845;-7,050
;;;;;;1021,300000;7,621;7,700;1,459;-6,850;-7,045
;;;;;;1022,000000;7,626;7,709;1,460;-6,850;-7,050
;;;;;;1022,700000;7,621;7,709;1,461;-6,855;-7,055
;;;;;;1023,400000;7,626;7,705;1,462;-6,855;-7,050
;;;;;;1024,100000;7,621;7,705;1,463;-6,855;-7,055
;;;;;;1024,800000;7,626;7,700;1,464;-6,855;-7,045
;;;;;;1025,500000;7,631;7,709;1,465;-6,855;-7,050
;;;;;;1026,200000;7,621;7,705;1,466;-6,855;-7,050
;;;;;;1026,900000;7,626;7,709;1,467;-6,855;-7,050
;;;;;;1027,600000;7,626;7,714;1,468;-6,864;-7,050
;;;;;;1028,300000;7,626;7,709;1,469;-6,860;-7,050
;;;;;;1029,000000;7,626;7,709;1,470;-6,864;-7,055
;;;;;;1029,700000;7,621;7,705;1,471;-6,869;-7,055
